gene_name	gene_id	chr	start	end	gene_length	length_quintile	mch_diff	edger_logFC	edger_fdr	mch_sig	mch_direction	mecp2_fold	mecp2_fdr	mecp2_n_peaks	is_mecp2_up	is_neuronal	is_synapse	k119ub_decile	atac_fold	k27ac_fold	k27me3_fold	k119ub_fold	atac_fdr	k27ac_fdr	k27me3_fdr	k119ub_fdr	atac_remodeled	k27ac_remodeled	k27me3_remodeled	k119ub_remodeled	neuronal_group	synapse_group
Cog1	ENSMUSG00000018661.17	chr11	113649168	113667054	17886	3	0.00517415249613121	0.155992327568912	0.275048270041305	FALSE	Hypermethylated	-0.079721128	0.721160279	2	FALSE	FALSE	FALSE	3	0.0721660359591005	-0.780196737776987	NA	-0.12013269	0.704133814722284	4.98562604539651e-06	NA	0.390066634	FALSE	TRUE	NA	FALSE	Neither	Neither
Cog2	ENSMUSG00000031979.17	chr8	124520766	124552008	31242	4	-0.000641161808733528	-0.341769556194304	0.0106823676991922	TRUE	Hypomethylated	-0.074037369	0.74344823	1	FALSE	FALSE	FALSE	5	0.119094246548846	-0.242043996936883	NA	0.034646058	0.505790093300563	0.18805144689404	NA	0.794877663	FALSE	FALSE	NA	FALSE	Neither	Neither
Cog3	ENSMUSG00000034893.9	chr14	75702349	75754558	52209	4	-0.00073347627344693	-0.34598145839902	0.00354733100805976	TRUE	Hypomethylated	-0.009847413	0.978120002	2	FALSE	FALSE	FALSE	9	0.0598444280083429	-0.0205155551742771	NA	0.694327575	0.743023796695918	0.894861349146993	NA	8.39e-06	FALSE	FALSE	NA	TRUE	Neither	Neither
Cog4	ENSMUSG00000031753.16	chr8	110846599	110882227	35628	4	-0.000586454772292321	-0.376905971882451	0.00497685096359754	TRUE	Hypomethylated	0.037495775	0.890183567	2	FALSE	FALSE	FALSE	6	-0.156261122512397	0.09564310521137	NA	0.223226439	0.497780656640385	0.556645086856121	NA	0.030124884	FALSE	FALSE	NA	TRUE	Neither	Neither
Cog5	ENSMUSG00000035933.5	chr12	31654868	31937630	282762	5	0.0160767396813565	0.698366375461975	9.16612856247155e-15	TRUE	Hypermethylated	0.030750918	0.913454355	11	FALSE	FALSE	FALSE	10	0.0488917068399826	-1.45148222658439	NA	2.048076641	0.790990949174486	9.65836519224849e-18	NA	1.95e-55	FALSE	TRUE	NA	TRUE	Neither	Neither
Cog6	ENSMUSG00000027742.13	chr3	52981874	53017237	35363	4	7.84225097570108e-05	-0.21925168419587	0.113156992524625	FALSE	Hypomethylated	NA	NA	NA	FALSE	FALSE	FALSE	6	0.188631367043892	NA	NA	0.190014725	0.327579564052663	NA	NA	0.23974769	FALSE	NA	NA	FALSE	Neither	Neither
Cog7	ENSMUSG00000034951.10	chr7	121879362	121981711	102349	5	0.00147198847286362	-0.0288653380085828	0.699769917108031	FALSE	Hypomethylated	0.032928492	0.906499627	1	FALSE	FALSE	FALSE	NA	0.370011062982464	NA	NA	NA	0.065685790331543	NA	NA	NA	FALSE	NA	NA	NA	Neither	Neither
Cog8	ENSMUSG00000031916.17	chr8	107046288	107056689	10401	2	0.00107662065921797	-0.127843374890954	0.613919691834738	FALSE	Hypomethylated	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Neither	Neither
Coil	ENSMUSG00000033983.14	chr11	88970251	88991613	21362	3	0.000559879603619768	-0.134890778259535	0.364837789518819	FALSE	Hypomethylated	NA	NA	NA	FALSE	FALSE	FALSE	NA	0.142089971261827	NA	NA	NA	0.386468622335183	NA	NA	NA	FALSE	NA	NA	NA	Neither	Neither
Col10a1	ENSMUSG00000039462.4	chr10	34389980	34397085	7105	2	-0.00160366063410555	-0.311388176078394	0.252143375199503	FALSE	Hypomethylated	-0.10303133	0.625766236	1	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Neither	Neither
Col11a1	ENSMUSG00000027966.20	chr3	114030539	114220718	190179	5	0.000184657145224332	-0.233366086372653	0.00077930768212131	TRUE	Hypomethylated	NA	NA	NA	FALSE	TRUE	FALSE	8	0.656828227403993	NA	-0.301584527130192	0.384392235	0.00182198373813299	NA	0.220981874525895	6.54e-06	TRUE	NA	FALSE	TRUE	Gene set only	Neither
Col11a2	ENSMUSG00000024330.17	chr17	34039436	34066685	27249	4	-0.00330549877618195	-0.533382769846453	0.000561390356861755	TRUE	Hypomethylated	-0.096824348	0.67170102	1	FALSE	TRUE	FALSE	1	0.0777941892863413	NA	NA	-0.491545765	0.718785847073581	NA	NA	0.000384247	FALSE	NA	NA	TRUE	Gene set only	Neither
Col12a1	ENSMUSG00000032332.17	chr9	79598990	79718831	119841	5	0.00199816952997273	0.0284700043145032	0.67476463286774	FALSE	Hypermethylated	-0.247361511	0.227656158	1	FALSE	FALSE	FALSE	5	0.00109594964356507	NA	0.567265723338491	0.004951408	0.996908605164586	NA	0.000831479187476368	0.967020072	FALSE	NA	TRUE	FALSE	Neither	Neither
Col13a1	ENSMUSG00000058806.15	chr10	61838235	61979108	140873	5	-0.000502646584803663	-0.170461191584361	0.00100757066049789	TRUE	Hypomethylated	-0.020064456	0.948245022	9	FALSE	FALSE	FALSE	4	-0.0569754356872239	-0.0703184784543139	0.317530945055539	-0.08781038	0.78001766125123	0.739602516202176	0.122224318246683	0.488719039	FALSE	FALSE	FALSE	FALSE	Neither	Neither
Col14a1	ENSMUSG00000022371.16	chr15	55307749	55520803	213054	5	0.000308220743283565	-0.145765329572943	0.00531126365530604	TRUE	Hypomethylated	NA	NA	NA	FALSE	FALSE	FALSE	2	-0.0165457538897216	NA	-0.104630282338005	-0.361583581	0.951686096591085	NA	0.603836648813449	0.000455167	FALSE	NA	FALSE	TRUE	Neither	Neither
Col15a1	ENSMUSG00000028339.17	chr4	47208160	47313167	105007	5	0.00581919975030935	0.125616620313807	0.00652617578260162	TRUE	Hypermethylated	0.027316244	0.926387717	22	FALSE	FALSE	FALSE	7	1.44973716918472	NA	-0.34324852447779	0.287020307	3.15654252715772e-08	NA	0.0542846782876588	0.058433091	TRUE	NA	FALSE	FALSE	Neither	Neither
Col16a1	ENSMUSG00000040690.15	chr4	130047839	130099283	51444	4	-0.00788141441299591	-0.36682663202092	1.22359379482311e-06	TRUE	Hypomethylated	-0.356893323	0.147570455	8	FALSE	FALSE	FALSE	2	0.29592450527257	-0.0656073657262386	NA	-0.255341492	0.0807758445742266	0.717198037745557	NA	0.116796406	FALSE	FALSE	NA	FALSE	Neither	Neither
Col17a1	ENSMUSG00000025064.15	chr19	47646343	47692094	45751	4	0.00130501954331001	0.0093264383098295	0.940444281474032	FALSE	Hypermethylated	-0.054923388	0.822668665	1	FALSE	FALSE	FALSE	4	-0.0133385436921073	-0.0189877365576587	NA	-0.016302123	0.948989945247664	0.930471208139653	NA	0.953137544	FALSE	FALSE	NA	FALSE	Neither	Neither
Col18a1	ENSMUSG00000001435.15	chr10	77052177	77166548	114371	5	0.00133787432554946	-0.0253722368915796	0.730676078234321	FALSE	Hypomethylated	-0.044502378	0.863852651	7	FALSE	FALSE	FALSE	2	-0.0858090768833074	1.22105907203401	-0.10213152810423	-0.321601835	0.705342807884189	4.64507274669634e-08	0.712911400400992	0.002907965	FALSE	TRUE	FALSE	TRUE	Neither	Neither
Col19a1	ENSMUSG00000026141.13	chr1	24261889	24587472	325583	5	0.00574560397938136	0.199713293127911	2.67102738256134e-06	TRUE	Hypermethylated	0.106995788	0.589980865	11	FALSE	FALSE	FALSE	9	-0.747589191331871	-1.32858889519925	1.44990130054778	0.640720272	2.16385424560592e-05	6.21566774068005e-18	7.08764786972009e-12	1.22e-17	TRUE	TRUE	TRUE	TRUE	Neither	Neither
Col1a1	ENSMUSG00000001506.10	chr11	94936223	94953042	16819	3	-0.00380350703226833	-0.295450802385262	0.0723811094555647	FALSE	Hypomethylated	-0.071292063	0.759278021	3	FALSE	TRUE	FALSE	4	0.211657171763593	NA	0.820934243373959	-0.066232839	0.28156505083226	NA	0.000127474581103303	0.593077094	FALSE	NA	TRUE	FALSE	Gene set only	Neither
Col1a2	ENSMUSG00000029661.16	chr6	4504813	4541544	36731	4	0.000905831209865145	-0.133976262491703	0.287737169430731	FALSE	Hypomethylated	-0.00035844	0.999233316	1	FALSE	FALSE	FALSE	6	-0.0952219026820254	NA	-0.377947484260317	0.2239038	0.674139572041995	NA	0.0730058993703003	0.137962994	FALSE	NA	FALSE	FALSE	Neither	Neither
Col20a1	ENSMUSG00000016356.18	chr2	180986534	181018363	31829	4	-3.33584003681005e-05	-0.206466168937378	0.161731471331998	FALSE	Hypomethylated	NA	NA	NA	FALSE	FALSE	FALSE	1	0.117891079966306	NA	NA	-0.653581774	0.522073283302087	NA	NA	0.001123196	FALSE	NA	NA	TRUE	Neither	Neither
Col22a1	ENSMUSG00000079022.10	chr15	71795794	72034227	238433	5	-0.000483429252427548	-0.172349758590335	0.00213444508666069	TRUE	Hypomethylated	-0.014319307	0.965458436	21	FALSE	FALSE	FALSE	1	-0.0232676100504754	-0.966711702665935	NA	-0.463020745	0.92598362133933	1.90660225086472e-05	NA	0.003005387	FALSE	TRUE	NA	TRUE	Neither	Neither
Col23a1	ENSMUSG00000063564.13	chr11	51289919	51583918	293999	5	0.000951410175560285	-0.0778549126697913	0.0449553706312139	TRUE	Hypomethylated	-0.104466483	0.638573847	3	FALSE	FALSE	FALSE	2	0.261398936122344	0.386152747691508	-0.187431195970706	-0.334455386	0.233665061082775	0.0475117378353383	0.556819251244959	0.018271081	FALSE	TRUE	FALSE	TRUE	Neither	Neither
Col24a1	ENSMUSG00000028197.4	chr3	145292471	145552011	259540	5	0.00163869027944834	-0.0541255048900382	0.333806326436315	FALSE	Hypomethylated	NA	NA	NA	FALSE	FALSE	FALSE	6	0.694433734776304	NA	-0.343738429034354	0.149096022	0.0011586337258633	NA	0.0833140888759439	0.214975985	TRUE	NA	FALSE	FALSE	Neither	Neither
Col25a1	ENSMUSG00000058897.18	chr3	130131500	130599877	468377	5	0.000835362225182171	-0.109014959074398	0.00856561972813153	TRUE	Hypomethylated	-0.035477469	0.897700735	2	FALSE	TRUE	TRUE	7	1.138516178038	NA	-0.515495645716155	0.288019082	3.16939150705231e-08	NA	0.0023467817622454	0.002155751	TRUE	NA	TRUE	TRUE	Gene set only	Gene set only
Col26a1	ENSMUSG00000004415.15	chr5	136741758	136883209	141451	5	0.000397464523005913	-0.157905662769003	0.0146392546908195	TRUE	Hypomethylated	-0.047739645	0.852105204	1	FALSE	FALSE	FALSE	2	0.399878621089905	NA	-0.0121355017448675	-0.384845659	0.0497677846620455	NA	0.965117561991316	0.006575386	TRUE	NA	FALSE	TRUE	Neither	Neither
Col27a1	ENSMUSG00000045672.15	chr4	63214003	63334991	120988	5	-0.0146026263159157	-0.367783099887131	5.16122544810277e-11	TRUE	Hypomethylated	0.018598193	0.952461038	26	FALSE	FALSE	FALSE	1	0.337763304749085	0.63287764661935	-0.607782654470322	-0.687177416	0.0763504687982941	0.0117072370454693	2.41304753176461e-05	4.13e-05	FALSE	TRUE	TRUE	TRUE	Neither	Neither
Col28a1	ENSMUSG00000068794.7	chr6	7997807	8192617	194810	5	0.000199813696028044	-0.0952771628391166	0.0473443854935322	TRUE	Hypomethylated	0.01776458	0.955774564	5	FALSE	FALSE	FALSE	8	0.0790944550684317	NA	1.62218079091711	0.406042167	0.742391454006127	NA	3.6206288143766e-12	0.000418269	FALSE	NA	TRUE	TRUE	Neither	Neither
Col2a1	ENSMUSG00000022483.17	chr15	97975601	98004695	29094	4	0.000223383058444	-0.14825497128449	0.305126887334937	FALSE	Hypomethylated	-0.086572625	0.681842063	1	FALSE	TRUE	FALSE	1	0.491218689483297	NA	0.166175415418149	-0.534983869	0.0520249917400066	NA	0.56057566306858	0.000990187	FALSE	NA	FALSE	TRUE	Gene set only	Neither
Col3a1	ENSMUSG00000026043.18	chr1	45311537	45349706	38169	4	0.000360756484602409	-0.17901730931641	0.275888618511579	FALSE	Hypomethylated	NA	NA	NA	FALSE	TRUE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Gene set only	Neither
Col4a1	ENSMUSG00000031502.11	chr8	11198422	11312826	114404	5	-0.00128658350263724	-0.223512838982884	0.00106448759104488	TRUE	Hypomethylated	-0.063007733	0.789765655	5	FALSE	TRUE	TRUE	5	0.0710103298942164	-0.264796261060093	-0.160927671496491	0.030765989	0.756785547396985	0.18731087473306	0.356087928663297	0.799043835	FALSE	FALSE	FALSE	FALSE	Gene set only	Gene set only
Col4a2	ENSMUSG00000031503.13	chr8	11312804	11449287	136483	5	-0.000394102962490369	-0.124673161789165	0.012856388577185	TRUE	Hypomethylated	-0.073172754	0.750632449	7	FALSE	FALSE	FALSE	4	0.0491595223723798	NA	0.0350953387749619	-0.013605367	0.801452316673713	NA	0.881996460726641	0.920676198	FALSE	NA	FALSE	FALSE	Neither	Neither
Col4a3	ENSMUSG00000079465.8	chr1	82586920	82722059	135139	5	-0.000191767248917406	-0.218610166994407	0.00296743881823306	TRUE	Hypomethylated	0.124051165	0.563397653	1	FALSE	FALSE	FALSE	6	0.21160930450552	NA	-0.21611675775028	0.143226353	0.16591578623898	NA	0.319238494109071	0.170390973	FALSE	NA	FALSE	FALSE	Neither	Neither
Col4a3bp	ENSMUSG00000021669.15	chr13	96542617	96640167	97550	5	-0.00120312525501813	-0.336910782873949	0.000124732312992237	TRUE	Hypomethylated	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Neither	Neither
Col4a4	ENSMUSG00000067158.9	chr1	82448422	82586849	138427	5	0.000788177349399727	-0.116178874474369	0.0712731090909217	FALSE	Hypomethylated	-0.011017127	0.97472709	1	FALSE	FALSE	FALSE	3	0.52003105211918	NA	-0.391487787999668	-0.132228291	0.020165665615445	NA	0.0969558794028514	0.364160526	TRUE	NA	FALSE	FALSE	Neither	Neither
Col4a5	ENSMUSG00000031274.16	chrX	141475384	141689234	213850	5	0.00045186876415459	-0.239586671510592	0.00333625895167197	TRUE	Hypomethylated	NA	NA	NA	FALSE	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Gene set only	Gene set only
Col4a6	ENSMUSG00000031273.16	chrX	141165402	141474076	308674	5	9.55874825089489e-05	-0.204831339687284	0.00228115415835771	TRUE	Hypomethylated	NA	NA	NA	FALSE	FALSE	FALSE	2	0.336943899496162	NA	-0.100470008307248	-0.386865922	0.191139473683749	NA	0.709415020625047	0.063692592	FALSE	NA	FALSE	FALSE	Neither	Neither
Col5a1	ENSMUSG00000026837.16	chr2	27886424	28039514	153090	5	-0.00507560802128827	-0.344599098701674	1.13061017180164e-08	TRUE	Hypomethylated	-0.072634996	0.75559953	25	FALSE	FALSE	FALSE	2	0.496743484857387	-0.0150077226500539	-0.125904556685205	-0.385295185	0.0617279367976759	0.957311501158573	0.563932084057214	7.21e-05	FALSE	FALSE	FALSE	TRUE	Neither	Neither
Col5a2	ENSMUSG00000026042.16	chr1	45374320	45503282	128962	5	0.000745262169659644	-0.227565931960735	0.00637068226615485	TRUE	Hypomethylated	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	-0.183114347255317	NA	NA	NA	0.432986659047923	NA	NA	NA	FALSE	NA	Neither	Neither
Col5a3	ENSMUSG00000004098.7	chr9	20770049	20815067	45018	4	-0.000233020756404502	-0.220422550854867	0.0600606290757764	FALSE	Hypomethylated	NA	NA	NA	FALSE	FALSE	FALSE	NA	-0.179696789962278	NA	NA	NA	0.439613062773903	NA	NA	NA	FALSE	NA	NA	NA	Neither	Neither
Col6a1	ENSMUSG00000001119.7	chr10	76708791	76726168	17377	3	-0.00251854263495623	-0.471546450772821	0.00936418499174319	TRUE	Hypomethylated	0.021228405	0.94491265	2	FALSE	TRUE	TRUE	1	0.469760401878867	NA	0.250985579111076	-0.557024134	0.0571636693131507	NA	0.279008298817156	0.00248858	FALSE	NA	FALSE	TRUE	Gene set only	Gene set only
Col6a2	ENSMUSG00000020241.13	chr10	76595761	76623630	27869	4	-0.000456662585409337	-0.240348364642542	0.106081103153293	FALSE	Hypomethylated	-0.054676648	0.823845421	2	FALSE	TRUE	FALSE	4	0.363975719568337	NA	NA	-0.079251395	0.0466747366065623	NA	NA	0.533687916	TRUE	NA	NA	FALSE	Gene set only	Neither
Col6a3	ENSMUSG00000048126.16	chr1	90765922	90843971	78049	5	-0.00131324519585906	-0.213912755942743	0.00270920616887877	TRUE	Hypomethylated	-0.057900149	0.842408447	4	FALSE	TRUE	FALSE	1	0.0701188393725222	NA	-0.22728235411965	-0.407862542	0.77006710731955	NA	0.373769463966199	0.042269869	FALSE	NA	FALSE	TRUE	Gene set only	Neither
Col6a4	ENSMUSG00000032572.9	chr9	105989453	106096783	107330	5	0.00138555544517763	-0.0290305739737238	0.718551652724076	FALSE	Hypomethylated	NA	NA	NA	FALSE	FALSE	FALSE	7	0.392358380397446	NA	NA	0.256508456	0.0635193115677821	NA	NA	0.030130425	FALSE	NA	NA	TRUE	Neither	Neither
Col6a5	ENSMUSG00000091345.9	chr9	105856077	105960643	104566	5	-0.000133870801326066	-0.248004399327015	0.00222619919661734	TRUE	Hypomethylated	NA	NA	NA	FALSE	FALSE	FALSE	NA	0.898888029507116	NA	-0.0744359735968823	NA	6.57970698027189e-05	NA	0.790279549141278	NA	TRUE	NA	FALSE	NA	Neither	Neither
Col6a6	ENSMUSG00000043719.14	chr9	105687808	105828160	140352	5	0.0031656984330955	0.110853831819345	0.118358917185863	FALSE	Hypermethylated	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	-0.159579089560134	NA	NA	NA	0.52281108276976	NA	NA	NA	FALSE	NA	Neither	Neither
Col7a1	ENSMUSG00000025650.13	chr9	108953585	108984875	31290	4	-0.00302274704703818	-0.465369284085925	0.000975356287006217	TRUE	Hypomethylated	-0.039088658	0.885358038	1	FALSE	FALSE	FALSE	1	0.0603333235403428	NA	NA	-0.521516018	0.811408929054288	NA	NA	1.39e-06	FALSE	NA	NA	TRUE	Neither	Neither
Col8a1	ENSMUSG00000068196.5	chr16	57624257	57754737	130480	5	0.000467113979630339	-0.214493817760129	0.00739108856119284	TRUE	Hypomethylated	NA	NA	NA	FALSE	FALSE	FALSE	7	0.724769271154199	1.15950948709409	-0.0657077193335052	0.238589511	0.000159764347773617	3.62932696834889e-06	0.805202101134405	0.015291549	TRUE	TRUE	FALSE	TRUE	Neither	Neither
Col8a2	ENSMUSG00000056174.8	chr4	126286792	126314330	27538	4	-0.00458244343167596	-0.347165273545982	0.00163520052381294	TRUE	Hypomethylated	-0.075300485	0.740649678	3	FALSE	FALSE	FALSE	1	0.121977443777308	-0.181036853728361	0.15078729545091	-0.429931946	0.51857975143985	0.363377068722299	0.484531593813323	0.001038272	FALSE	FALSE	FALSE	TRUE	Neither	Neither
Col9a1	ENSMUSG00000026147.16	chr1	24177609	24252684	75075	5	0.0213886031867794	0.802035765454069	3.51325380474338e-14	TRUE	Hypermethylated	0.112858008	0.58110538	13	FALSE	FALSE	FALSE	9	-1.2777148129561	-1.44695963862312	NA	0.628130073	9.44740102142567e-08	1.30374501153564e-13	NA	3.43e-12	TRUE	TRUE	NA	TRUE	Neither	Neither
Col9a2	ENSMUSG00000028626.5	chr4	121039384	121055322	15938	3	0.00178247179649139	-0.0207464608018863	0.920779157494698	FALSE	Hypomethylated	-0.073904719	0.741684176	1	FALSE	FALSE	FALSE	3	0.182932645620614	0.236978717970968	-0.181152328609543	-0.125573329	0.271945933431507	0.161285641515487	0.504130087656313	0.345117437	FALSE	FALSE	FALSE	FALSE	Neither	Neither
Col9a3	ENSMUSG00000027570.15	chr2	180597789	180622189	24400	3	-0.00388133388191796	-0.440746201276733	0.00128992559072111	TRUE	Hypomethylated	NA	NA	NA	FALSE	FALSE	FALSE	3	0.525062210796456	NA	NA	-0.135219801	0.0198266003707623	NA	NA	0.217441667	TRUE	NA	NA	FALSE	Neither	Neither
Colca2	ENSMUSG00000079559.5	chr9	51270257	51279651	9394	2	-0.00132227071825203	-0.0979391344180289	0.624766705102532	FALSE	Hypomethylated	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Neither	Neither
Colec10	ENSMUSG00000038591.3	chr15	54410773	54466358	55585	4	0.00115897401475386	-0.104740982522984	0.408110870048244	FALSE	Hypomethylated	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Neither	Neither
Colec11	ENSMUSG00000036655.8	chr12	28594172	28623377	29205	4	-0.000165039476438797	-0.0588967269675095	0.613945219919759	FALSE	Hypomethylated	-0.041454757	0.876054943	1	FALSE	FALSE	FALSE	7	0.227140261264161	-0.098219832733125	NA	0.363034665	0.201795691010473	0.702005964929668	NA	0.005582363	FALSE	FALSE	NA	TRUE	Neither	Neither
Colec12	ENSMUSG00000036103.9	chr18	9707594	9882644	175050	5	0.00104392911276018	-0.127851782528401	0.0421535023670583	TRUE	Hypomethylated	NA	NA	NA	FALSE	FALSE	FALSE	2	-0.00309484741599149	NA	-0.54641651726778	-0.370081174	0.991607047723116	NA	0.00141921540780337	0.04561537	FALSE	NA	TRUE	TRUE	Neither	Neither
Colgalt1	ENSMUSG00000034807.9	chr8	71610997	71624911	13914	3	-0.000679498505401079	-0.456292764147394	0.00936653036302519	TRUE	Hypomethylated	-0.017607726	0.955620246	1	FALSE	FALSE	FALSE	5	0.0744892476376019	0.287043386317631	NA	0.040133388	0.673697641719194	0.109669988913362	NA	0.82001504	FALSE	FALSE	NA	FALSE	Neither	Neither
Colgalt2	ENSMUSG00000032649.14	chr1	152399829	152510695	110866	5	-0.00147331583989364	-0.231106403579667	0.000313321356738874	TRUE	Hypomethylated	-0.200416744	0.338710786	1	FALSE	FALSE	FALSE	1	0.571484297649396	NA	-0.297165973550755	-0.458463721	0.00167626487872319	NA	0.0804589394187628	9.93e-05	TRUE	NA	FALSE	TRUE	Neither	Neither
Colq	ENSMUSG00000057606.14	chr14	31523081	31591343	68262	5	0.00270082390237843	0.0568865983734838	0.457320697555838	FALSE	Hypermethylated	-0.031360492	0.91123753	1	FALSE	TRUE	TRUE	7	-0.352766712859381	NA	NA	0.283976151	0.124395475324118	NA	NA	0.046100824	FALSE	NA	NA	TRUE	Gene set only	Gene set only
Commd1	ENSMUSG00000051355.18	chr11	22896135	22982382	86247	5	-0.0107519983579183	-0.410420904245297	4.05292495620025e-09	TRUE	Hypomethylated	-0.003226117	0.993650531	3	FALSE	FALSE	FALSE	NA	-0.171124491212933	-0.289526644015162	NA	NA	0.317636514674397	0.0816873480169348	NA	NA	FALSE	FALSE	NA	NA	Neither	Neither
Commd10	ENSMUSG00000042705.9	chr18	46958815	47234284	275469	5	0.000656153623476818	-0.0769853685587599	0.0822615686088655	FALSE	Hypomethylated	NA	NA	NA	FALSE	FALSE	FALSE	10	0.102130842741908	NA	NA	1.076787889	0.561960201194974	NA	NA	2.48e-09	FALSE	NA	NA	TRUE	Neither	Neither
Commd1b	ENSMUSG00000098650.1	chr11	22834743	22982090	147347	5	-0.0088425585935604	-0.311783593384997	8.99877901522647e-09	TRUE	Hypomethylated	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Neither	Neither
Commd2	ENSMUSG00000036513.15	chr3	57644348	57651715	7367	2	0.00213278331744141	-0.0184960294841262	0.966652873433745	FALSE	Hypomethylated	NA	NA	NA	FALSE	FALSE	FALSE	8	0.194269139767929	NA	NA	0.447774355	0.247852632938831	NA	NA	0.00540666	FALSE	NA	NA	TRUE	Neither	Neither
Commd3	ENSMUSG00000051154.11	chr2	18672383	18676231	3848	1	0.0154324996947296	0.642466315037068	0.0304464883113462	TRUE	Hypermethylated	0.211182728	0.285811287	2	FALSE	FALSE	FALSE	10	-0.169105681974792	-0.0327914724768325	0.825460364416125	0.939429924	0.277797975776961	0.827929610686962	0.000127967211477	2.53e-24	FALSE	FALSE	TRUE	TRUE	Neither	Neither
Commd4	ENSMUSG00000032299.10	chr9	57155034	57158331	3297	1	0.00860131060791842	0.827607429511659	0.0518556295385853	FALSE	Hypermethylated	-0.032207069	0.908230376	1	FALSE	FALSE	FALSE	NA	0.107857371238498	NA	NA	NA	0.572295103800301	NA	NA	NA	FALSE	NA	NA	NA	Neither	Neither
Commd5	ENSMUSG00000055041.8	chr15	76899909	76901305	1396	1	0.00266970813953101	0.108567790493612	0.909328576678844	FALSE	Hypermethylated	-0.022087071	0.94242092	1	FALSE	FALSE	FALSE	NA	0.224716059829997	-0.348914043622733	NA	NA	0.217381128842661	0.0168485869515899	NA	NA	FALSE	TRUE	NA	NA	Neither	Neither
Commd6	ENSMUSG00000075486.10	chr14	101632980	101640686	7706	2	0.00460960878689313	0.460601757110419	0.0702837918461489	FALSE	Hypermethylated	-0.061899604	0.795741113	1	FALSE	FALSE	FALSE	8	0.0949222555255636	0.0542583221296889	NA	0.491175482	0.565087121237855	0.743745803396992	NA	0.077354649	FALSE	FALSE	NA	FALSE	Neither	Neither
Commd7	ENSMUSG00000056941.17	chr2	153616932	153632781	15849	3	0.00228449816377836	0.0770885644365365	0.730007206629272	FALSE	Hypermethylated	0.051124315	0.83893272	2	FALSE	FALSE	FALSE	3	0.0334242855417556	-0.00357662087433764	NA	-0.164470245	0.872319080398597	0.987592631930282	NA	0.175471824	FALSE	FALSE	NA	FALSE	Neither	Neither
Commd8	ENSMUSG00000029213.11	chr5	72156574	72168189	11615	2	0.00116665173912505	-0.0781307512265656	0.768581178441138	FALSE	Hypomethylated	2.140603547	1.48e-10	3	TRUE	FALSE	FALSE	3	0.240732229794124	0.139895789433558	2.05184125870112	-0.147351419	0.161502671875456	0.440916030793516	1.47668185390961e-16	0.428300122	FALSE	FALSE	TRUE	FALSE	MeCP2-up only	MeCP2-up only
Commd9	ENSMUSG00000027163.13	chr2	101886246	101901646	15400	3	-0.000972323576797267	-0.493831037988387	0.0216342821023558	TRUE	Hypomethylated	-0.026657579	0.926945902	6	FALSE	FALSE	FALSE	8	0.0801041180638129	-0.287263566744973	NA	0.41373528	0.68957283366815	0.0713073721343304	NA	0.003862243	FALSE	FALSE	NA	TRUE	Neither	Neither
