gene_name	chr	in_mecp2_no_mch	k119ub_signal_gain
Tmem132b	chr5	FALSE	FALSE
Zc3h7b	chr15	FALSE	FALSE
Glrx	chr13	FALSE	TRUE
Aldh6a1	chr12	FALSE	TRUE
Tmem151b	chr17	FALSE	FALSE
S1pr2	chr9	FALSE	FALSE
Pyy	chr11	FALSE	FALSE
Dcakd	chr11	FALSE	FALSE
Khdc1c	chr1	FALSE	FALSE
Mrgprb5	chr7	FALSE	FALSE
Ldb1	chr19	FALSE	TRUE
Id2	chr12	FALSE	TRUE
Asgr2	chr11	FALSE	FALSE
S100a3	chr3	FALSE	FALSE
Proz	chr8	FALSE	FALSE
Mcmbp	chr7	FALSE	FALSE
Lrrc25	chr8	FALSE	TRUE
Scrib	chr15	FALSE	FALSE
Pfdn4	chr2	FALSE	FALSE
Kansl2	chr15	FALSE	FALSE
Dcx	chrX	TRUE	TRUE
Fam216a	chr5	FALSE	FALSE
Slc31a2	chr4	FALSE	TRUE
Jup	chr11	FALSE	FALSE
Ctrb1	chr8	FALSE	TRUE
Ftcd	chr10	FALSE	FALSE
Mecom	chr3	FALSE	FALSE
Akap14	chrX	FALSE	FALSE
Mapk9	chr11	FALSE	FALSE
Cerk	chr15	FALSE	TRUE
Traf3	chr12	FALSE	TRUE
Slamf9	chr1	FALSE	TRUE
Pttg1ip	chr10	FALSE	FALSE
Adgrl1	chr8	FALSE	FALSE
Sos1	chr17	FALSE	FALSE
Ube2d3	chr3	FALSE	FALSE
Sbds	chr5	FALSE	FALSE
Krtap13	chr16	FALSE	FALSE
Ankdd1a	chr9	FALSE	TRUE
Rbbp4	chr4	FALSE	FALSE
Tas2r134	chr2	FALSE	FALSE
Yap1	chr9	FALSE	TRUE
Naf1	chr8	FALSE	TRUE
Anks3	chr16	FALSE	FALSE
Cyp4v3	chr8	FALSE	FALSE
Tm7sf3	chr6	FALSE	TRUE
Cxxc1	chr18	FALSE	TRUE
Git1	chr11	FALSE	TRUE
Fktn	chr4	FALSE	FALSE
Mrnip	chr11	FALSE	FALSE
Prkd1	chr12	FALSE	TRUE
Abcd4	chr12	FALSE	TRUE
Parp14	chr16	FALSE	FALSE
Noc4l	chr5	FALSE	TRUE
Stx12	chr4	FALSE	FALSE
Tnnt1	chr7	FALSE	TRUE
Bcam	chr7	FALSE	FALSE
B3gnt5	chr16	FALSE	FALSE
Utp3	chr5	FALSE	TRUE
Vps35	chr8	FALSE	FALSE
Plch2	chr4	FALSE	FALSE
Ctsj	chr13	FALSE	FALSE
Orai1	chr5	FALSE	FALSE
Slc8a2	chr7	FALSE	FALSE
Triml1	chr8	FALSE	FALSE
Chrna10	chr7	FALSE	FALSE
Slc23a4	chr6	FALSE	FALSE
Brd9	chr13	FALSE	TRUE
Acadl	chr1	FALSE	TRUE
2310009B15Rik	chr1	FALSE	TRUE
Luzp2	chr7	FALSE	FALSE
Cldn6	chr17	FALSE	TRUE
Slc15a4	chr5	FALSE	FALSE
Ccdc180	chr4	FALSE	FALSE
Cd300lf	chr11	FALSE	FALSE
Bmt2	chr6	FALSE	TRUE
Vdac1	chr11	FALSE	FALSE
Ak7	chr12	FALSE	FALSE
Lpcat1	chr13	FALSE	TRUE
S100a9	chr3	FALSE	FALSE
Ssxb8	chrX	FALSE	FALSE
Tmprss3	chr17	FALSE	TRUE
Ticrr	chr7	FALSE	TRUE
Evx1	chr6	FALSE	FALSE
Sema4g	chr19	FALSE	TRUE
Primpol	chr8	FALSE	TRUE
Mettl21a	chr1	FALSE	TRUE
Pld2	chr11	FALSE	FALSE
Nsg2	chr11	FALSE	TRUE
Smc1a	chrX	FALSE	FALSE
Rnd2	chr11	FALSE	TRUE
Nfu1	chr6	FALSE	TRUE
Dclre1b	chr3	FALSE	TRUE
Mapk11	chr15	FALSE	TRUE
Ggt5	chr10	FALSE	TRUE
Zfp524	chr7	FALSE	FALSE
Slc4a3	chr1	FALSE	FALSE
Myh14	chr7	FALSE	TRUE
Adgrf2	chr17	FALSE	FALSE
Gcnt1	chr19	FALSE	TRUE
Ptrh2	chr11	FALSE	FALSE
Tmem218	chr9	FALSE	TRUE
Gak	chr5	FALSE	FALSE
Mfn1	chr3	FALSE	FALSE
Trir	chr8	FALSE	TRUE
Rpl27	chr11	FALSE	FALSE
Nfatc4	chr14	FALSE	FALSE
Myl6b	chr10	FALSE	TRUE
Slc4a11	chr2	FALSE	FALSE
1700031F05Rik	chrX	FALSE	FALSE
Fgf13	chrX	FALSE	TRUE
Gcdh	chr8	FALSE	TRUE
Ano2	chr6	FALSE	FALSE
Fam118b	chr9	FALSE	FALSE
Ms4a6d	chr19	FALSE	FALSE
Tlr7	chrX	FALSE	FALSE
Steap2	chr5	FALSE	TRUE
E330034G19Rik	chr14	FALSE	FALSE
Praf2	chrX	FALSE	TRUE
Stil	chr4	FALSE	TRUE
Hk1	chr10	FALSE	TRUE
Ptchd1	chrX	FALSE	FALSE
Insyn2a	chr7	FALSE	TRUE
Btn2a2	chr13	FALSE	TRUE
Ryr3	chr2	FALSE	TRUE
Scgb1b27	chr7	FALSE	TRUE
Rrp7a	chr15	FALSE	FALSE
Cr1l	chr1	FALSE	TRUE
AA986860	chr1	FALSE	TRUE
Pygb	chr2	FALSE	FALSE
Tada3	chr6	FALSE	FALSE
Alg10b	chr15	FALSE	TRUE
Cadm3	chr1	FALSE	TRUE
Gnpnat1	chr14	FALSE	TRUE
Net1	chr13	FALSE	TRUE
Nle1	chr11	FALSE	TRUE
Zp1	chr19	FALSE	TRUE
Ms4a7	chr19	FALSE	FALSE
Rnase2a	chr14	FALSE	FALSE
Matn2	chr15	FALSE	FALSE
Ndufa10	chr1	FALSE	FALSE
Stac	chr9	FALSE	FALSE
Fhl3	chr4	FALSE	TRUE
Rax	chr18	FALSE	FALSE
Vars2	chr17	FALSE	FALSE
Fosb	chr7	FALSE	TRUE
Rbm4b	chr19	FALSE	FALSE
Ak4	chr4	FALSE	TRUE
Qrfpr	chr3	FALSE	FALSE
Ppfia4	chr1	FALSE	FALSE
Wdr3	chr3	FALSE	TRUE
Smlr1	chr10	FALSE	FALSE
Man2a2	chr7	FALSE	FALSE
Exd1	chr2	FALSE	TRUE
Stag3	chr5	FALSE	FALSE
Tle2	chr10	FALSE	TRUE
Ccdc14	chr16	FALSE	TRUE
Ublcp1	chr11	FALSE	TRUE
Ndufaf6	chr4	FALSE	TRUE
Ifi207	chr1	FALSE	FALSE
Spata31d1b	chr13	FALSE	FALSE
Cst6	chr19	FALSE	TRUE
Nat10	chr2	FALSE	FALSE
Tex13c3	chrX	FALSE	TRUE
Galnt11	chr5	FALSE	FALSE
Ankrd17	chr5	FALSE	FALSE
Gnpda1	chr18	FALSE	TRUE
Lce1g	chr3	FALSE	FALSE
Bag1	chr4	FALSE	TRUE
Hba-x	chr11	FALSE	FALSE
Pstk	chr7	FALSE	TRUE
Ebf3	chr7	FALSE	TRUE
Pkd2	chr5	FALSE	FALSE
Zfp593	chr4	FALSE	TRUE
Tcfl5	chr2	FALSE	FALSE
H2bc14	chr13	FALSE	TRUE
Zfp691	chr4	FALSE	TRUE
Cxcl1	chr5	FALSE	TRUE
B3galnt1	chr3	FALSE	TRUE
Hmx1	chr5	FALSE	FALSE
Ankrd40	chr11	FALSE	FALSE
Usp1	chr4	FALSE	TRUE
Siglec15	chr18	FALSE	TRUE
Srms	chr2	FALSE	FALSE
4931414P19Rik	chr14	FALSE	TRUE
Isl1	chr13	FALSE	FALSE
Mkks	chr2	FALSE	TRUE
Rcn3	chr7	FALSE	FALSE
Zfp574	chr7	FALSE	FALSE
Gabra5	chr7	FALSE	FALSE
Coa5	chr1	FALSE	TRUE
Cdh17	chr4	FALSE	FALSE
Acsbg1	chr9	FALSE	TRUE
Kbtbd8	chr6	FALSE	TRUE
Ugdh	chr5	FALSE	TRUE
Nop58	chr1	FALSE	FALSE
Tlr9	chr9	FALSE	FALSE
Ly6h	chr15	FALSE	FALSE
Eloc	chr1	FALSE	TRUE
Fam43b	chr4	FALSE	FALSE
Hnrnpul2	chr19	FALSE	TRUE
Lpl	chr8	FALSE	FALSE
Pax1	chr2	FALSE	FALSE
Sf3b2	chr19	FALSE	FALSE
Gck	chr11	FALSE	TRUE
Eva1a	chr6	FALSE	FALSE
Hbegf	chr18	FALSE	TRUE
Clca3a1	chr3	FALSE	FALSE
Defb1	chr8	FALSE	FALSE
Dbi	chr1	FALSE	TRUE
Tonsl	chr15	FALSE	TRUE
Gfi1	chr5	FALSE	FALSE
Defb33	chr8	FALSE	FALSE
Prc1	chr7	FALSE	FALSE
Hmox1	chr8	FALSE	TRUE
Slc41a1	chr1	FALSE	FALSE
Wdr48	chr9	FALSE	FALSE
Adora2a	chr10	FALSE	FALSE
C1qtnf4	chr2	FALSE	FALSE
Hapln2	chr3	FALSE	FALSE
Dock11	chrX	FALSE	TRUE
Nme5	chr18	FALSE	TRUE
Marchf11	chr15	FALSE	TRUE
Rdh19	chr10	FALSE	FALSE
Supt4a	chr11	FALSE	FALSE
Mfsd2a	chr4	FALSE	FALSE
Raly	chr2	FALSE	TRUE
Sox30	chr11	FALSE	TRUE
Snu13	chr15	FALSE	FALSE
Acap1	chr11	FALSE	TRUE
Leng8	chr7	FALSE	FALSE
Dennd2a	chr6	FALSE	TRUE
Cyb561d2	chr9	FALSE	TRUE
Mto1	chr9	FALSE	FALSE
Ubxn2b	chr4	FALSE	TRUE
Gsg1	chr6	FALSE	FALSE
Ep300	chr15	FALSE	FALSE
Prss28	chr17	FALSE	FALSE
Matk	chr10	FALSE	FALSE
Calu	chr6	FALSE	TRUE
Grm2	chr9	FALSE	TRUE
Sema4a	chr3	FALSE	TRUE
Inpp5k	chr11	FALSE	FALSE
Jpt1	chr11	FALSE	TRUE
Fam43a	chr16	FALSE	TRUE
Nobox	chr6	FALSE	TRUE
Usp4	chr9	FALSE	FALSE
Loxl4	chr19	FALSE	TRUE
Ecrg4	chr1	FALSE	FALSE
Extl1	chr4	FALSE	FALSE
Ccdc183	chr2	FALSE	TRUE
Cwc15	chr9	FALSE	TRUE
Hcrtr2	chr9	FALSE	TRUE
Cxcr2	chr1	FALSE	FALSE
Pkp4	chr2	FALSE	TRUE
Lcn9	chr2	FALSE	FALSE
Irf8	chr8	FALSE	FALSE
Rabif	chr1	FALSE	TRUE
Upk1b	chr16	FALSE	FALSE
Slc8b1	chr5	FALSE	FALSE
Cox4i2	chr2	FALSE	TRUE
Acaa2	chr18	FALSE	TRUE
Tex11	chrX	FALSE	FALSE
Fam170a	chr18	FALSE	FALSE
Dnajc4	chr19	FALSE	TRUE
Sash3	chrX	FALSE	FALSE
Armc3	chr2	FALSE	TRUE
Naip2	chr13	FALSE	FALSE
Sycn	chr7	FALSE	FALSE
4933409G03Rik	chr2	FALSE	FALSE
Snap47	chr11	FALSE	FALSE
Bin3	chr14	FALSE	TRUE
A530016L24Rik	chr12	FALSE	FALSE
Adamts20	chr15	FALSE	TRUE
Ccdc175	chr12	FALSE	TRUE
Il12b	chr11	FALSE	TRUE
Npr3	chr15	FALSE	FALSE
Bud23	chr5	FALSE	TRUE
Chodl	chr16	FALSE	TRUE
Sod2	chr17	FALSE	TRUE
Rgs14	chr13	FALSE	FALSE
H2-M10.5	chr17	FALSE	FALSE
Rhox2a	chrX	FALSE	FALSE
Fkbp10	chr11	FALSE	FALSE
Ric8a	chr7	FALSE	TRUE
Ube2s	chr7	FALSE	FALSE
Zfp777	chr6	FALSE	TRUE
Lrwd1	chr5	FALSE	FALSE
Fbxl22	chr9	FALSE	TRUE
Adap1	chr5	FALSE	FALSE
Rasgrp3	chr17	FALSE	FALSE
Vmn1r88	chr7	FALSE	FALSE
Vps9d1	chr8	FALSE	FALSE
1700008O03Rik	chr7	FALSE	TRUE
Katnb1	chr8	FALSE	TRUE
Plekhb1	chr7	FALSE	FALSE
Slc34a2	chr5	FALSE	TRUE
Slc25a54	chr3	FALSE	FALSE
Zfp263	chr16	FALSE	TRUE
Dad1	chr14	FALSE	TRUE
Abracl	chr10	FALSE	TRUE
Depdc1a	chr3	FALSE	TRUE
Ctla4	chr1	FALSE	TRUE
Cybc1	chr11	FALSE	TRUE
Bmf	chr2	FALSE	TRUE
Cnnm3	chr1	FALSE	FALSE
Nlrp3	chr11	FALSE	FALSE
Ifit2	chr19	FALSE	TRUE
Rdh1	chr10	FALSE	TRUE
Nudt13	chr14	FALSE	TRUE
Tpm1	chr9	FALSE	TRUE
Rhox1	chrX	FALSE	FALSE
Potegl	chr2	FALSE	FALSE
Wdr24	chr17	FALSE	TRUE
Pign	chr1	FALSE	TRUE
Psmg3	chr5	FALSE	TRUE
Asic1	chr15	FALSE	FALSE
Zswim8	chr14	FALSE	FALSE
Tead4	chr6	FALSE	TRUE
Ssc5d	chr7	FALSE	TRUE
Bicdl2	chr17	FALSE	FALSE
Mon1b	chr8	FALSE	TRUE
Rab1a	chr11	FALSE	FALSE
Lamp5	chr2	TRUE	TRUE
Pigk	chr3	FALSE	TRUE
Ube2b	chr11	FALSE	FALSE
Btnl1	chr17	FALSE	FALSE
Tm9sf3	chr19	FALSE	FALSE
Abcb10	chr8	FALSE	FALSE
Thyn1	chr9	FALSE	TRUE
Smim31	chr8	FALSE	FALSE
Blcap	chr2	FALSE	TRUE
Zfp64	chr2	FALSE	TRUE
Dnah2	chr11	FALSE	FALSE
Nubp1	chr16	FALSE	FALSE
Serpina3c	chr12	FALSE	FALSE
Mapk8ip1	chr2	FALSE	FALSE
Meioc	chr11	FALSE	FALSE
Insig2	chr1	FALSE	TRUE
Mfap3l	chr8	FALSE	TRUE
Lgals12	chr19	FALSE	FALSE
Celsr2	chr3	FALSE	TRUE
Zfp710	chr7	FALSE	TRUE
Usp6nl	chr2	FALSE	TRUE
Exoc3	chr13	FALSE	FALSE
Fshr	chr17	FALSE	FALSE
Lsg1	chr16	FALSE	FALSE
Vmn1r15	chr6	FALSE	FALSE
Nudcd1	chr15	FALSE	TRUE
Erich6	chr3	FALSE	FALSE
Med11	chr11	FALSE	TRUE
Rfpl4	chr7	FALSE	FALSE
Dand5	chr8	FALSE	TRUE
Tmem143	chr7	FALSE	FALSE
Slc39a5	chr10	FALSE	FALSE
Srrd	chr5	FALSE	TRUE
Efemp1	chr11	FALSE	FALSE
Cyp4b1	chr4	FALSE	FALSE
Cd209g	chr8	FALSE	FALSE
Cdh5	chr8	FALSE	FALSE
Nog	chr11	FALSE	FALSE
Ermn	chr2	FALSE	TRUE
Hephl1	chr9	FALSE	FALSE
Tmc8	chr11	FALSE	FALSE
Map4k1	chr7	FALSE	TRUE
Unc119b	chr5	FALSE	TRUE
Slc34a3	chr2	FALSE	TRUE
G3bp1	chr11	FALSE	FALSE
Bend4	chr5	FALSE	FALSE
Fam193b	chr13	FALSE	FALSE
2300009A05Rik	chr9	FALSE	FALSE
Fa2h	chr8	FALSE	TRUE
Reg3a	chr6	FALSE	FALSE
Atg2a	chr19	FALSE	FALSE
Il5ra	chr6	FALSE	FALSE
Psme1	chr14	FALSE	TRUE
Ddx39b	chr17	FALSE	FALSE
Cpsf3	chr12	FALSE	TRUE
Tm4sf4	chr3	FALSE	FALSE
Abca1	chr4	FALSE	TRUE
Txn1	chr4	FALSE	TRUE
Foxj2	chr6	FALSE	TRUE
Cpn2	chr16	FALSE	TRUE
Ifrd1	chr12	FALSE	TRUE
Comtd1	chr14	FALSE	TRUE
Tada1	chr1	FALSE	TRUE
Tac4	chr11	FALSE	FALSE
Cx3cl1	chr8	FALSE	FALSE
Cyp2d26	chr15	FALSE	FALSE
Gpr83	chr9	FALSE	TRUE
Atf7ip	chr6	FALSE	TRUE
Zfp821	chr8	FALSE	FALSE
Tmem18	chr12	FALSE	TRUE
Fam50b	chr13	FALSE	FALSE
Degs2	chr12	FALSE	FALSE
Tfb1m	chr17	FALSE	TRUE
Hsd11b2	chr8	FALSE	FALSE
Krtap6-2	chr16	FALSE	TRUE
Plod3	chr5	FALSE	FALSE
Lpar6	chr14	FALSE	TRUE
Prune1	chr3	FALSE	TRUE
St3gal2	chr8	FALSE	TRUE
Prkaa2	chr4	FALSE	TRUE
Stac2	chr11	FALSE	TRUE
Nufip1	chr14	FALSE	FALSE
Castor1	chr11	FALSE	FALSE
2410004B18Rik	chr3	FALSE	TRUE
Papolb	chr5	FALSE	TRUE
Dvl3	chr16	FALSE	FALSE
Pdzd4	chrX	FALSE	FALSE
Angptl7	chr4	FALSE	FALSE
Psg23	chr7	FALSE	FALSE
Rab20	chr8	FALSE	TRUE
Acox2	chr14	FALSE	TRUE
Mpz	chr1	FALSE	TRUE
Txnl4a	chr18	FALSE	FALSE
Irf5	chr6	FALSE	FALSE
Ctu2	chr8	FALSE	FALSE
Pdyn	chr2	FALSE	TRUE
Pla2g10	chr16	FALSE	FALSE
Tuba8	chr6	FALSE	FALSE
Hnf1b	chr11	FALSE	FALSE
Zfp46	chr4	FALSE	TRUE
Habp4	chr13	FALSE	TRUE
Phgr1	chr2	FALSE	TRUE
Ctsh	chr9	FALSE	FALSE
Ifit3	chr19	FALSE	FALSE
Ctdspl	chr9	FALSE	TRUE
Slc25a22	chr7	FALSE	TRUE
Acap3	chr4	FALSE	FALSE
Msrb1	chr17	FALSE	TRUE
Timmdc1	chr16	FALSE	TRUE
Tmem102	chr11	FALSE	FALSE
Mapk8ip3	chr17	FALSE	FALSE
Cdh3	chr8	FALSE	TRUE
Smg9	chr7	FALSE	FALSE
Sulf1	chr1	FALSE	FALSE
Lig3	chr11	FALSE	FALSE
Tmem89	chr9	FALSE	TRUE
Vmn2r1	chr3	FALSE	FALSE
Rbp2	chr9	FALSE	FALSE
Arid5a	chr1	FALSE	FALSE
Zfp663	chr2	FALSE	TRUE
Zfp114	chr7	FALSE	FALSE
Acte1	chr7	FALSE	FALSE
Ppp1r42	chr1	FALSE	FALSE
Psg21	chr7	FALSE	FALSE
AW551984	chr9	FALSE	FALSE
Nod1	chr6	FALSE	FALSE
Kin	chr2	FALSE	TRUE
Grpel1	chr5	FALSE	TRUE
Cul2	chr18	FALSE	FALSE
Pex1	chr5	FALSE	TRUE
Csrp1	chr1	FALSE	FALSE
Polr2c	chr8	FALSE	TRUE
Bivm	chr1	FALSE	TRUE
Rdh12	chr12	FALSE	TRUE
Exoc8	chr8	FALSE	FALSE
Ptpdc1	chr13	FALSE	FALSE
Fam83e	chr7	FALSE	FALSE
Traf2	chr2	FALSE	FALSE
Ap1m2	chr9	FALSE	TRUE
Npas1	chr7	FALSE	FALSE
Casq2	chr3	FALSE	FALSE
Vwc2	chr11	FALSE	FALSE
Ccr2	chr9	FALSE	FALSE
Aig1	chr10	FALSE	TRUE
Eef2kmt	chr16	FALSE	TRUE
Vmn1r1	chr1	FALSE	FALSE
5530401A14Rik	chr11	FALSE	FALSE
Oard1	chr17	FALSE	TRUE
Cyp11a1	chr9	FALSE	FALSE
Arf4	chr14	FALSE	TRUE
Zfp954	chr7	FALSE	TRUE
Egr2	chr10	FALSE	FALSE
Bbs7	chr3	FALSE	TRUE
Srrm2	chr17	FALSE	FALSE
Wdr45	chrX	FALSE	TRUE
Pafah1b2	chr9	FALSE	TRUE
Tspyl2	chrX	FALSE	FALSE
Rad9b	chr5	FALSE	TRUE
Tbc1d22a	chr15	FALSE	TRUE
Lnpep	chr17	FALSE	TRUE
Minpp1	chr19	FALSE	TRUE
Top2b	chr14	FALSE	FALSE
4933405L10Rik	chr8	FALSE	TRUE
Zscan25	chr5	FALSE	FALSE
Sdcbp2	chr2	FALSE	TRUE
Eps8l3	chr3	FALSE	FALSE
Irak3	chr10	FALSE	FALSE
Kifbp	chr10	FALSE	FALSE
Zfand2b	chr1	FALSE	TRUE
Prap1	chr7	FALSE	FALSE
Mff	chr1	FALSE	FALSE
Kcnj12	chr11	FALSE	FALSE
Tmod4	chr3	FALSE	FALSE
Cyp1b1	chr17	FALSE	TRUE
Cacng4	chr11	FALSE	FALSE
Hes7	chr11	FALSE	TRUE
Ap5z1	chr5	FALSE	TRUE
Gm4952	chr19	FALSE	FALSE
Mdh2	chr5	FALSE	FALSE
D6Ertd527e	chr6	FALSE	FALSE
R3hdml	chr2	FALSE	TRUE
Dstyk	chr1	FALSE	FALSE
Nbr1	chr11	FALSE	FALSE
Vamp4	chr1	FALSE	TRUE
Nek6	chr2	FALSE	TRUE
Lrrc69	chr4	FALSE	FALSE
Coa4	chr7	FALSE	TRUE
Plekha4	chr7	FALSE	FALSE
Hs3st4	chr7	FALSE	TRUE
Pip	chr6	FALSE	FALSE
Sall3	chr18	FALSE	FALSE
Scfd1	chr12	FALSE	FALSE
Tnfaip2	chr12	FALSE	FALSE
Grxcr2	chr18	FALSE	FALSE
Trim39	chr17	FALSE	FALSE
Rassf9	chr10	FALSE	FALSE
Suclg1	chr6	FALSE	FALSE
Lactb2	chr1	FALSE	TRUE
Sbk2	chr7	FALSE	FALSE
Phkg1	chr5	FALSE	TRUE
Tmed6	chr8	FALSE	FALSE
Spem2	chr11	FALSE	FALSE
Acbd5	chr2	FALSE	FALSE
Slc11a2	chr15	FALSE	TRUE
Tank	chr2	FALSE	TRUE
Klhl22	chr16	FALSE	FALSE
Il17b	chr18	FALSE	TRUE
Tomm70a	chr16	FALSE	FALSE
Amd2	chr10	FALSE	TRUE
Xlr5a	chrX	FALSE	FALSE
Clvs2	chr10	FALSE	TRUE
Nusap1	chr2	FALSE	TRUE
Tm6sf2	chr8	FALSE	FALSE
Rxfp2	chr5	FALSE	FALSE
Haus4	chr14	FALSE	TRUE
Myo1d	chr11	FALSE	TRUE
S1pr1	chr3	FALSE	TRUE
Tmem68	chr4	FALSE	FALSE
Ttll1	chr15	FALSE	TRUE
Gzmd	chr14	TRUE	TRUE
Rspo1	chr4	FALSE	FALSE
Pwp1	chr10	FALSE	TRUE
Abhd14b	chr9	FALSE	TRUE
Tyrp1	chr4	FALSE	TRUE
Napg	chr18	FALSE	TRUE
Rasl11b	chr5	FALSE	TRUE
Ltf	chr9	FALSE	FALSE
Chit1	chr1	FALSE	FALSE
Slc30a4	chr2	FALSE	TRUE
Izumo2	chr7	FALSE	FALSE
Cd40lg	chrX	FALSE	FALSE
Prl5a1	chr13	FALSE	FALSE
Fndc3a	chr14	FALSE	TRUE
Nploc4	chr11	FALSE	FALSE
Cavin2	chr1	FALSE	TRUE
Padi3	chr4	FALSE	FALSE
Egln2	chr7	FALSE	FALSE
Ccdc39	chr3	FALSE	TRUE
Zfp267	chr3	FALSE	TRUE
Il1a	chr2	FALSE	TRUE
Usp14	chr18	FALSE	TRUE
Usp16	chr16	FALSE	FALSE
Ccdc78	chr17	FALSE	FALSE
Rita1	chr5	FALSE	TRUE
Fem1al	chr11	FALSE	FALSE
Eif4e2	chr1	FALSE	TRUE
Ddx24	chr12	FALSE	FALSE
Atoh1	chr6	FALSE	FALSE
Ggact	chr14	FALSE	TRUE
Ntrk1	chr3	FALSE	FALSE
Eno4	chr19	FALSE	TRUE
AB124611	chr9	FALSE	TRUE
Yif1a	chr19	FALSE	TRUE
Gpr157	chr4	FALSE	TRUE
Il2	chr3	FALSE	FALSE
Nemf	chr12	FALSE	FALSE
Mcm5	chr8	FALSE	TRUE
Timm17a	chr1	FALSE	FALSE
Polr3g	chr13	FALSE	TRUE
Shisal2b	chr13	FALSE	FALSE
Aurkc	chr7	FALSE	FALSE
Txnip	chr3	FALSE	TRUE
Pcdhgc4	chr18	FALSE	FALSE
Vtn	chr11	FALSE	TRUE
Slc22a7	chr17	FALSE	TRUE
Clu	chr14	FALSE	TRUE
Eif2b2	chr12	FALSE	TRUE
Slc46a2	chr4	FALSE	TRUE
Jag1	chr2	FALSE	FALSE
Tnfrsf21	chr17	FALSE	TRUE
Pigr	chr1	FALSE	TRUE
Tmem70	chr1	FALSE	TRUE
2300002M23Rik	chr17	FALSE	FALSE
Ubn1	chr16	FALSE	FALSE
Lima1	chr15	FALSE	TRUE
Trip6	chr5	FALSE	FALSE
Racgap1	chr15	FALSE	TRUE
Dnmt1	chr9	FALSE	FALSE
Cxcl5	chr5	FALSE	FALSE
Rubcnl	chr14	FALSE	FALSE
Tmem94	chr11	FALSE	FALSE
Uba7	chr9	FALSE	FALSE
Defb4	chr8	FALSE	FALSE
Tmem220	chr11	FALSE	TRUE
Zkscan8	chr13	FALSE	TRUE
Ccdc186	chr19	FALSE	TRUE
Crtam	chr9	FALSE	TRUE
Cmpk2	chr12	FALSE	TRUE
Tfdp1	chr8	FALSE	FALSE
Psg17	chr7	FALSE	FALSE
Ppm1d	chr11	FALSE	TRUE
Armc9	chr1	FALSE	TRUE
Ubtf	chr11	FALSE	FALSE
2310022A10Rik	chr7	FALSE	FALSE
Gpr88	chr3	FALSE	TRUE
S100a7a	chr3	FALSE	FALSE
Zp3	chr5	FALSE	TRUE
Togaram1	chr12	FALSE	TRUE
Gnmt	chr17	FALSE	TRUE
Aspg	chr12	FALSE	FALSE
Gal3st1	chr11	FALSE	FALSE
Nat8	chr6	FALSE	FALSE
Gulo	chr14	FALSE	FALSE
Ankrd28	chr14	FALSE	TRUE
Mtmr10	chr7	FALSE	TRUE
Lypd1	chr1	FALSE	TRUE
Abcc3	chr11	FALSE	TRUE
E2f8	chr7	FALSE	TRUE
Wdr38	chr2	FALSE	TRUE
Trpv1	chr11	FALSE	FALSE
Casp14	chr10	FALSE	FALSE
Arl6	chr16	FALSE	TRUE
Mrpl16	chr19	FALSE	TRUE
Dap3	chr3	FALSE	FALSE
Nudt6	chr3	FALSE	TRUE
Necab3	chr2	FALSE	TRUE
Pebp4	chr14	FALSE	TRUE
Ankrd22	chr19	FALSE	FALSE
Tapt1	chr5	FALSE	TRUE
Ccdc106	chr7	FALSE	TRUE
Scyl1	chr19	FALSE	FALSE
Bmp8a	chr4	FALSE	FALSE
Dcaf12l2	chrX	FALSE	TRUE
Adamts13	chr2	FALSE	FALSE
Ccn2	chr10	FALSE	FALSE
Kcne1	chr16	FALSE	TRUE
Vdac2	chr14	FALSE	TRUE
Dse	chr10	FALSE	TRUE
Nhlrc1	chr13	FALSE	TRUE
Dct	chr14	FALSE	FALSE
Igf1	chr10	FALSE	FALSE
Eef1akmt4	chr16	FALSE	TRUE
Abcb6	chr1	FALSE	FALSE
Ltbp1	chr17	FALSE	FALSE
Ndufb6	chr4	FALSE	TRUE
Nap1l2	chrX	FALSE	TRUE
Ankrd2	chr19	FALSE	TRUE
Avl9	chr6	FALSE	TRUE
Rel	chr11	FALSE	TRUE
Thtpa	chr14	FALSE	FALSE
Kcnj5	chr9	FALSE	TRUE
Metap2	chr10	FALSE	TRUE
Tinagl1	chr4	FALSE	FALSE
Zfp687	chr3	FALSE	TRUE
Zfp36	chr7	FALSE	TRUE
Use1	chr8	FALSE	TRUE
Gcat	chr15	FALSE	TRUE
Chst14	chr2	FALSE	TRUE
Tmpo	chr10	FALSE	TRUE
Usp30	chr5	FALSE	FALSE
Tmem72	chr6	FALSE	FALSE
Hs3st6	chr17	FALSE	FALSE
Krt42	chr11	FALSE	FALSE
Trim66	chr7	FALSE	TRUE
Pabpc1l	chr2	FALSE	FALSE
Plscr4	chr9	FALSE	FALSE
Litaf	chr16	FALSE	TRUE
Chp2	chr7	FALSE	FALSE
Abca6	chr11	FALSE	FALSE
Epcam	chr17	FALSE	FALSE
Ccr6	chr17	FALSE	FALSE
Trim52	chr14	FALSE	TRUE
Polr2m	chr9	FALSE	FALSE
Zfp937	chr2	FALSE	TRUE
Tstd1	chr1	FALSE	FALSE
Snrpe	chr1	FALSE	TRUE
Fcrla	chr1	FALSE	FALSE
Nlrx1	chr9	FALSE	FALSE
Ypel5	chr17	FALSE	TRUE
Nsmce1	chr7	FALSE	TRUE
Gm11627	chr11	FALSE	FALSE
Esrp1	chr4	FALSE	FALSE
Slc27a5	chr7	FALSE	FALSE
