gene_name	chr	K119ub_up	mCH_up
Ezh2	chr6	TRUE	TRUE
Gm14137	chr2	FALSE	FALSE
Myh8	chr11	FALSE	FALSE
Trmt10a	chr3	TRUE	FALSE
Tradd	chr8	TRUE	FALSE
Pitx3	chr19	FALSE	FALSE
C2cd4c	chr10	TRUE	FALSE
Nt5dc1	chr10	TRUE	TRUE
LTO1	chr7	TRUE	FALSE
Fat4	chr3	TRUE	TRUE
Zfp759	chr13	TRUE	TRUE
Agfg2	chr5	FALSE	TRUE
Ripor3	chr2	FALSE	FALSE
Tmem258	chr19	TRUE	FALSE
Hspa8	chr9	FALSE	FALSE
Dll4	chr2	TRUE	FALSE
Idh3a	chr9	FALSE	FALSE
9130008F23Rik	chr17	TRUE	FALSE
Brap	chr5	FALSE	FALSE
Sp9	chr2	FALSE	FALSE
Gm7168	chr17	FALSE	FALSE
Tor4a	chr2	TRUE	FALSE
Kcnc1	chr7	FALSE	TRUE
Fgd2	chr17	TRUE	FALSE
Pcsk4	chr10	TRUE	TRUE
Upb1	chr10	TRUE	FALSE
Rps10	chr17	FALSE	FALSE
Igsf9	chr1	TRUE	FALSE
Esm1	chr13	FALSE	TRUE
Zcchc8	chr5	FALSE	TRUE
Abhd11	chr5	TRUE	TRUE
Fgf23	chr6	TRUE	TRUE
Prol1	chr5	FALSE	TRUE
Ppp1r26	chr2	FALSE	TRUE
Lamc3	chr2	FALSE	TRUE
Lax1	chr1	FALSE	FALSE
Nudt1	chr5	TRUE	TRUE
Capza2	chr6	TRUE	TRUE
P2rx2	chr5	FALSE	FALSE
Zfp790	chr7	TRUE	FALSE
Slc35e1	chr8	TRUE	FALSE
Spsb2	chr6	TRUE	FALSE
Uhmk1	chr1	FALSE	TRUE
Phf11c	chr14	FALSE	FALSE
Abhd12b	chr12	TRUE	TRUE
Rrad	chr8	TRUE	TRUE
Mfsd12	chr10	TRUE	FALSE
Klf1	chr8	TRUE	FALSE
Bloc1s4	chr5	TRUE	FALSE
Tgfb3	chr12	TRUE	TRUE
Dynll2	chr11	FALSE	TRUE
Mettl16	chr11	FALSE	TRUE
Nolc1	chr19	FALSE	FALSE
S100g	chrX	FALSE	TRUE
Rsph3a	chr17	TRUE	TRUE
Tlr4	chr4	TRUE	TRUE
C5ar2	chr7	TRUE	TRUE
Nr2e3	chr9	TRUE	FALSE
Zfp386	chr12	TRUE	TRUE
Rtn4ip1	chr10	TRUE	TRUE
Kpnb1	chr11	FALSE	TRUE
Rgmb	chr17	TRUE	TRUE
Zfp773	chr7	TRUE	TRUE
Rest	chr5	TRUE	FALSE
Gabrq	chrX	FALSE	FALSE
Tmtc3	chr10	FALSE	TRUE
Fam50a	chrX	TRUE	FALSE
Adipoq	chr16	FALSE	TRUE
Lim2	chr7	FALSE	FALSE
Thop1	chr10	TRUE	TRUE
Hrnr	chr3	FALSE	FALSE
Dnajc16	chr4	FALSE	TRUE
Sox2	chr3	TRUE	FALSE
Egln3	chr12	TRUE	FALSE
BC005537	chr13	FALSE	FALSE
Mrpl4	chr9	FALSE	TRUE
Tlnrd1	chr7	TRUE	TRUE
Dsc1	chr18	TRUE	TRUE
Usp28	chr9	FALSE	TRUE
Gm1110	chr9	FALSE	TRUE
Pcmt1	chr10	TRUE	TRUE
Thrb	chr14	TRUE	TRUE
Igsf8	chr1	TRUE	TRUE
Pabpc4l	chr3	FALSE	FALSE
1110004F10Rik	chr7	TRUE	TRUE
Crybb3	chr5	TRUE	FALSE
Septin1	chr7	TRUE	FALSE
Tacr2	chr10	TRUE	FALSE
Scn4a	chr11	FALSE	TRUE
Atp6v1b2	chr8	FALSE	TRUE
Wdr75	chr1	TRUE	TRUE
Hnrnpll	chr17	TRUE	TRUE
Epn1	chr7	FALSE	TRUE
Nphp3	chr9	FALSE	TRUE
Ascl1	chr10	TRUE	TRUE
Efcab3	chr11	FALSE	TRUE
Lgmn	chr12	FALSE	TRUE
Higd2a	chr13	TRUE	FALSE
Atpsckmt	chr15	TRUE	FALSE
2310002L09Rik	chr4	FALSE	TRUE
Ubald1	chr16	TRUE	FALSE
Apol6	chr15	FALSE	FALSE
2310057M21Rik	chr7	FALSE	TRUE
Snrpd1	chr18	TRUE	TRUE
Dhx38	chr8	FALSE	TRUE
Ung	chr5	TRUE	FALSE
Srpk3	chrX	FALSE	FALSE
Egfl7	chr2	FALSE	FALSE
Col2a1	chr15	FALSE	TRUE
Dmgdh	chr13	TRUE	TRUE
Zfp473	chr7	TRUE	TRUE
Vat1	chr11	FALSE	FALSE
Trim23	chr13	TRUE	TRUE
Ostc	chr3	TRUE	FALSE
Vmn1r77	chr7	FALSE	TRUE
Klhl11	chr11	FALSE	FALSE
Zglp1	chr9	FALSE	FALSE
Krtap28-13	chr1	FALSE	TRUE
Psen2	chr1	TRUE	TRUE
Klk1b8	chr7	FALSE	FALSE
Sval1	chr6	FALSE	FALSE
Cenpe	chr3	FALSE	TRUE
Slc7a6os	chr8	TRUE	FALSE
Smim38	chr7	TRUE	FALSE
Gtf3c4	chr2	FALSE	TRUE
Zfyve16	chr13	TRUE	TRUE
H3c6	chr13	TRUE	TRUE
AI837181	chr19	FALSE	TRUE
Snx16	chr3	TRUE	TRUE
Kifc2	chr15	TRUE	FALSE
Mest	chr6	TRUE	FALSE
Duox1	chr2	FALSE	TRUE
Chrnb1	chr11	FALSE	FALSE
Tmem176b	chr6	FALSE	TRUE
Plin3	chr17	TRUE	FALSE
Syce1	chr7	FALSE	FALSE
Slc25a13	chr6	TRUE	TRUE
Prl3d3	chr13	FALSE	FALSE
Wrap53	chr11	FALSE	TRUE
Rnase2b	chr14	FALSE	TRUE
Acta1	chr8	TRUE	FALSE
Snx17	chr5	TRUE	TRUE
Rbm38	chr2	TRUE	FALSE
Sec16a	chr2	FALSE	TRUE
Lat2	chr5	FALSE	TRUE
Wtap	chr17	TRUE	TRUE
Gpr61	chr3	TRUE	FALSE
Mdfi	chr17	FALSE	FALSE
Rtn1	chr12	TRUE	TRUE
Mdm1	chr10	TRUE	TRUE
Thbs3	chr3	FALSE	FALSE
Nenf	chr1	TRUE	TRUE
Gm3336	chr8	TRUE	FALSE
Slc38a2	chr15	FALSE	TRUE
Svs3b	chr2	FALSE	FALSE
Cacng7	chr7	FALSE	TRUE
Ifi47	chr11	FALSE	TRUE
Zfp7	chr15	TRUE	FALSE
Cacybp	chr1	TRUE	TRUE
Myb	chr10	TRUE	TRUE
Paip2	chr18	FALSE	TRUE
Arl9	chr5	FALSE	TRUE
Casp1	chr9	TRUE	TRUE
Slc51a	chr16	FALSE	TRUE
Ndufaf1	chr2	TRUE	TRUE
Slco5a1	chr1	TRUE	TRUE
Hras	chr7	FALSE	FALSE
Dleu7	chr14	TRUE	FALSE
Pafah2	chr4	TRUE	TRUE
Dpy19l4	chr4	TRUE	TRUE
Hspa14	chr2	FALSE	FALSE
Trim58	chr11	FALSE	FALSE
Ankrd61	chr5	FALSE	FALSE
Lrrc14b	chr13	TRUE	FALSE
Mup11	chr4	FALSE	TRUE
Bet1	chr6	TRUE	TRUE
Tmem239	chr2	FALSE	FALSE
Dnmt3l	chr10	FALSE	FALSE
Hint2	chr4	TRUE	FALSE
Gstt1	chr10	TRUE	TRUE
Agpat5	chr8	TRUE	TRUE
Ifna14	chr4	TRUE	FALSE
Bcat2	chr7	TRUE	TRUE
Nudt16l2	chr9	FALSE	TRUE
Mrln	chr10	TRUE	TRUE
Diras1	chr10	FALSE	TRUE
Plscr2	chr9	FALSE	TRUE
Igfbp5	chr1	TRUE	TRUE
Brca2	chr5	FALSE	TRUE
Kcnk7	chr19	FALSE	FALSE
Cryba2	chr1	FALSE	FALSE
Dctn4	chr18	FALSE	TRUE
C130073F10Rik	chr4	FALSE	TRUE
Donson	chr16	FALSE	FALSE
Erp29	chr5	FALSE	TRUE
Arpc5	chr1	TRUE	TRUE
Arhgap45	chr10	FALSE	FALSE
Lmcd1	chr6	FALSE	TRUE
Rbm45	chr2	TRUE	FALSE
Slk	chr19	TRUE	TRUE
Ahcyl1	chr3	FALSE	TRUE
Cldn11	chr3	TRUE	FALSE
Kdm6b	chr11	TRUE	TRUE
Lrrc42	chr4	TRUE	TRUE
Zfp385a	chr15	TRUE	FALSE
Slc25a16	chr10	FALSE	TRUE
Aadac	chr3	TRUE	TRUE
Syt17	chr7	TRUE	TRUE
Mettl17	chr14	TRUE	TRUE
Tmem114	chr16	TRUE	TRUE
Figla	chr6	FALSE	FALSE
Rbm18	chr2	FALSE	TRUE
Eid2b	chr7	TRUE	FALSE
Ppp1cc	chr5	FALSE	TRUE
Pzp	chr6	FALSE	TRUE
Nfrkb	chr9	FALSE	TRUE
Rps19bp1	chr15	TRUE	TRUE
Ipo4	chr14	TRUE	FALSE
Mta2	chr19	TRUE	TRUE
Capn13	chr17	FALSE	TRUE
Osm	chr11	FALSE	FALSE
Fcer1a	chr1	FALSE	FALSE
Dars2	chr1	TRUE	FALSE
Kcp	chr6	FALSE	FALSE
Cbr2	chr11	FALSE	FALSE
Pram1	chr17	FALSE	FALSE
Hemgn	chr4	TRUE	FALSE
Cox7a2	chr9	TRUE	TRUE
Krt35	chr11	FALSE	FALSE
Usp46	chr5	TRUE	TRUE
Morn1	chr4	TRUE	TRUE
Ywhaz	chr15	TRUE	TRUE
Dpp4	chr2	TRUE	TRUE
Sra1	chr18	FALSE	TRUE
Fcgr1	chr3	FALSE	FALSE
Procr	chr2	TRUE	FALSE
Ufd1	chr16	FALSE	TRUE
Cep164	chr9	FALSE	TRUE
E2f7	chr10	TRUE	TRUE
Hemk1	chr9	TRUE	TRUE
Jmy	chr13	TRUE	TRUE
Gemin8	chrX	TRUE	TRUE
Zkscan2	chr7	TRUE	TRUE
Dph3	chr14	TRUE	FALSE
Iws1	chr18	FALSE	TRUE
Apoc2	chr7	FALSE	TRUE
Smim19	chr8	TRUE	TRUE
Abcb8	chr5	TRUE	TRUE
Ahsa2	chr11	FALSE	TRUE
Gins1	chr2	TRUE	TRUE
Tmprss12	chr15	TRUE	TRUE
Slc38a4	chr15	FALSE	TRUE
Tnr	chr1	TRUE	TRUE
Krtap16-1	chr11	TRUE	TRUE
Cox19	chr5	TRUE	FALSE
Armt1	chr10	TRUE	TRUE
Stard6	chr18	TRUE	TRUE
Sav1	chr12	TRUE	FALSE
Cyren	chr6	TRUE	FALSE
Riok3	chr18	FALSE	TRUE
Lmod3	chr6	FALSE	TRUE
Fhl5	chr4	TRUE	TRUE
Cpne6	chr14	FALSE	FALSE
Alkbh5	chr11	FALSE	TRUE
Prox2	chr12	TRUE	FALSE
Nptx1	chr11	FALSE	FALSE
Zfp825	chr13	TRUE	TRUE
Lamb1	chr12	TRUE	TRUE
Fam24a	chr7	FALSE	FALSE
Ccdc65	chr15	TRUE	FALSE
Crk	chr11	FALSE	TRUE
Pom121	chr5	FALSE	FALSE
Rad17	chr13	TRUE	TRUE
Rab34	chr11	FALSE	FALSE
Cd44	chr2	FALSE	TRUE
Prss37	chr6	FALSE	FALSE
Nrde2	chr12	FALSE	FALSE
Il18rap	chr1	FALSE	TRUE
Topbp1	chr9	FALSE	TRUE
Dcun1d3	chr7	FALSE	TRUE
Nosip	chr7	FALSE	TRUE
Ttll6	chr11	FALSE	TRUE
Pprc1	chr19	TRUE	TRUE
Ctsd	chr7	TRUE	TRUE
Slc25a48	chr13	TRUE	TRUE
4933412E24Rik	chr15	FALSE	FALSE
Pdgfrb	chr18	FALSE	TRUE
Tmem204	chr17	FALSE	TRUE
Alyref	chr11	FALSE	FALSE
Sh3rf2	chr18	FALSE	TRUE
Atp6v1f	chr6	TRUE	TRUE
Camp	chr9	FALSE	FALSE
Dazap1	chr10	FALSE	TRUE
Dnajc19	chr3	FALSE	TRUE
Tmem45a2	chr16	FALSE	TRUE
Cdhr3	chr12	TRUE	TRUE
Rtca	chr3	TRUE	TRUE
Tmem95	chr11	TRUE	FALSE
Pycard	chr7	FALSE	TRUE
AW209491	chr13	TRUE	TRUE
Acbd4	chr11	TRUE	TRUE
Zfp622	chr15	TRUE	TRUE
Ddrgk1	chr2	TRUE	TRUE
Clp1	chr2	TRUE	TRUE
Zfp970	chr2	TRUE	FALSE
Zrsr2	chrX	FALSE	TRUE
Fam111a	chr19	TRUE	TRUE
Mob4	chr1	FALSE	TRUE
Strn4	chr7	FALSE	FALSE
Etfbkmt	chr6	TRUE	FALSE
Prkar1b	chr5	TRUE	TRUE
Sri	chr5	TRUE	TRUE
Nat8f5	chr6	TRUE	FALSE
Cops2	chr2	FALSE	TRUE
Med22	chr2	TRUE	TRUE
Ifih1	chr2	TRUE	TRUE
Rnf148	chr6	FALSE	FALSE
Jmjd8	chr17	TRUE	FALSE
Qrsl1	chr10	FALSE	TRUE
1700113H08Rik	chr10	FALSE	TRUE
Gkn3	chr6	TRUE	FALSE
Usp19	chr9	FALSE	TRUE
Tcstv3	chr13	FALSE	TRUE
Mis18bp1	chr12	TRUE	TRUE
Ank3	chr10	TRUE	TRUE
Frg1	chr8	FALSE	TRUE
Tfpt	chr7	FALSE	TRUE
Vamp3	chr4	FALSE	TRUE
Omp	chr7	FALSE	FALSE
Snx19	chr9	FALSE	TRUE
Atp1a3	chr7	FALSE	FALSE
Tro	chrX	FALSE	TRUE
Lipm	chr19	FALSE	TRUE
Trappc8	chr18	FALSE	TRUE
Gtf2a2	chr9	FALSE	TRUE
Chmp4c	chr3	FALSE	TRUE
Nkx3-2	chr5	FALSE	TRUE
Pkhd1	chr1	FALSE	TRUE
Nfya	chr17	FALSE	TRUE
Tmub2	chr11	FALSE	FALSE
Bgn	chrX	TRUE	FALSE
Atad3a	chr4	FALSE	FALSE
Ccdc153	chr9	FALSE	FALSE
Chmp3	chr6	FALSE	TRUE
Tubgcp6	chr15	FALSE	TRUE
Cys1	chr12	TRUE	FALSE
Nsfl1c	chr2	FALSE	TRUE
Clec11a	chr7	TRUE	TRUE
Trnt1	chr6	TRUE	TRUE
Khdrbs1	chr4	FALSE	TRUE
Odc1	chr12	TRUE	TRUE
Hsd17b13	chr5	FALSE	TRUE
Ido2	chr8	TRUE	TRUE
C1qa	chr4	FALSE	FALSE
Dhodh	chr8	TRUE	TRUE
Cntn2	chr1	FALSE	TRUE
Psors1c2	chr17	FALSE	FALSE
Tekt4	chr17	FALSE	FALSE
1700025G04Rik	chr1	TRUE	TRUE
Ccl24	chr5	FALSE	FALSE
Lpar3	chr3	FALSE	TRUE
Ddx3x	chrX	FALSE	FALSE
Pde12	chr14	TRUE	FALSE
Ucn	chr5	TRUE	FALSE
Hectd2	chr19	TRUE	TRUE
Ephx3	chr17	FALSE	FALSE
Def6	chr17	TRUE	FALSE
Cpa4	chr6	TRUE	TRUE
Gm867	chr10	FALSE	FALSE
Asz1	chr6	FALSE	TRUE
Tctn1	chr5	TRUE	TRUE
Mis12	chr11	TRUE	TRUE
Ttc38	chr15	TRUE	TRUE
Prss46	chr9	FALSE	FALSE
Ccdc188	chr16	FALSE	FALSE
Ubap2	chr4	FALSE	TRUE
Gtdc1	chr2	TRUE	TRUE
Trim3	chr7	FALSE	TRUE
Sp100	chr1	FALSE	TRUE
Ltbp3	chr19	FALSE	FALSE
Gpkow	chrX	FALSE	FALSE
Ephb6	chr6	TRUE	TRUE
Gosr1	chr11	FALSE	FALSE
Plekha1	chr7	FALSE	TRUE
Ndufaf5	chr2	FALSE	TRUE
Gadd45b	chr10	FALSE	TRUE
Sgpl1	chr10	TRUE	TRUE
Slc39a3	chr10	TRUE	TRUE
Cryaa	chr17	FALSE	FALSE
Lypd8	chr11	FALSE	FALSE
Nsl1	chr1	TRUE	TRUE
Zfp653	chr9	TRUE	TRUE
Lmna	chr3	FALSE	FALSE
Fchsd1	chr18	TRUE	FALSE
Rnaseh1	chr12	TRUE	FALSE
Zfp715	chr7	FALSE	TRUE
Lce1f	chr3	FALSE	TRUE
Myocos	chr1	TRUE	FALSE
Lgals1	chr15	TRUE	FALSE
Crhr2	chr6	FALSE	TRUE
Gzmm	chr10	TRUE	TRUE
Frmpd3	chrX	TRUE	TRUE
Rtp4	chr16	TRUE	TRUE
Tmprss4	chr9	FALSE	TRUE
Izumo3	chr4	FALSE	TRUE
Hax1	chr3	FALSE	FALSE
Apol10a	chr15	FALSE	FALSE
Gdf3	chr6	FALSE	FALSE
Evi2	chr11	FALSE	FALSE
Ar	chrX	FALSE	TRUE
Suco	chr1	TRUE	TRUE
Syne1	chr10	TRUE	TRUE
Gmppa	chr1	TRUE	TRUE
Fam53c	chr18	FALSE	FALSE
Aadacl4fm5	chr4	FALSE	TRUE
Psmd3	chr11	FALSE	FALSE
Nfkbia	chr12	TRUE	FALSE
Fam227b	chr2	FALSE	TRUE
Becn1	chr11	FALSE	TRUE
Cyct	chr2	TRUE	FALSE
Frs3	chr17	TRUE	FALSE
Vax2	chr6	FALSE	TRUE
Tram1	chr1	TRUE	FALSE
Rrp36	chr17	TRUE	TRUE
Vmn2r5	chr3	FALSE	TRUE
Zfp598	chr17	FALSE	FALSE
Srcap	chr7	FALSE	TRUE
Smcp	chr3	FALSE	FALSE
Pheta1	chr5	TRUE	FALSE
Stpg1	chr4	FALSE	TRUE
Rhox5	chrX	FALSE	TRUE
Mptx2	chr1	FALSE	FALSE
Zfp184	chr13	TRUE	FALSE
Adck5	chr15	FALSE	FALSE
Sectm1a	chr11	FALSE	FALSE
Trim47	chr11	FALSE	FALSE
Prss27	chr17	FALSE	TRUE
Sstr3	chr15	TRUE	FALSE
Gtpbp2	chr17	FALSE	TRUE
Gne	chr4	TRUE	TRUE
Duxbl1	chr14	FALSE	FALSE
Tssk1	chr16	TRUE	TRUE
Wnt2b	chr3	FALSE	TRUE
Mavs	chr2	TRUE	FALSE
Maip1	chr1	TRUE	FALSE
Psmd6	chr14	TRUE	FALSE
Fkbp7	chr2	TRUE	FALSE
Adsl	chr15	FALSE	TRUE
Snx32	chr19	FALSE	FALSE
Mtpap	chr18	FALSE	TRUE
Tas2r105	chr6	FALSE	TRUE
Foxr1	chr9	FALSE	FALSE
Ces5a	chr8	TRUE	FALSE
M6pr	chr6	TRUE	FALSE
Crabp1	chr9	FALSE	FALSE
Gpr135	chr12	TRUE	TRUE
Btk	chrX	TRUE	TRUE
Lrrcc1	chr3	TRUE	TRUE
Hbq1b	chr11	FALSE	FALSE
Arr3	chrX	FALSE	FALSE
Dnajb2	chr1	TRUE	FALSE
Fh1	chr1	FALSE	TRUE
Slc6a5	chr7	TRUE	TRUE
Mturn	chr6	TRUE	TRUE
Lepr	chr4	FALSE	TRUE
Rragd	chr4	TRUE	TRUE
Opa3	chr7	TRUE	TRUE
Col24a1	chr3	TRUE	TRUE
Atp6v0e2	chr6	TRUE	FALSE
Api5	chr2	TRUE	FALSE
Topors	chr4	TRUE	TRUE
Dld	chr12	TRUE	TRUE
Mylpf	chr7	TRUE	TRUE
Tfap2d	chr1	FALSE	TRUE
Acy3	chr19	FALSE	FALSE
Pak1	chr7	TRUE	TRUE
Cd70	chr17	TRUE	FALSE
Tasor	chr14	TRUE	TRUE
Ybey	chr10	TRUE	FALSE
Anxa11	chr14	TRUE	FALSE
Aldh3b1	chr19	TRUE	FALSE
Kcnk18	chr19	FALSE	FALSE
Rnf31	chr14	TRUE	TRUE
Gm128	chr3	FALSE	TRUE
Ager	chr17	FALSE	TRUE
Ash2l	chr8	FALSE	TRUE
Bnipl	chr3	TRUE	FALSE
Krt9	chr11	FALSE	FALSE
Sdsl	chr5	FALSE	TRUE
Haspin	chr11	TRUE	FALSE
Syt4	chr18	TRUE	TRUE
Tyw5	chr1	TRUE	FALSE
Rimbp2	chr5	FALSE	TRUE
Spata22	chr11	FALSE	TRUE
Rd3	chr1	TRUE	TRUE
Rpl21	chr5	TRUE	TRUE
Gm6034	chr17	FALSE	FALSE
Rnf207	chr4	FALSE	FALSE
Fxyd7	chr7	FALSE	FALSE
Urod	chr4	TRUE	TRUE
Rccd1	chr7	TRUE	TRUE
Actn2	chr13	FALSE	TRUE
Trappc6b	chr12	TRUE	TRUE
Stk3	chr15	TRUE	TRUE
Pcgf6	chr19	TRUE	TRUE
Rad51ap1	chr6	TRUE	TRUE
Hpgd	chr8	FALSE	TRUE
Arg1	chr10	FALSE	FALSE
H2-M10.2	chr17	FALSE	TRUE
Xaf1	chr11	FALSE	TRUE
Gstt2	chr10	TRUE	FALSE
Bhlhb9	chrX	FALSE	TRUE
Ddr1	chr17	TRUE	TRUE
Etv1	chr12	TRUE	TRUE
Gpbp1l1	chr4	FALSE	TRUE
Ucma	chr2	TRUE	FALSE
Mocs1	chr17	TRUE	TRUE
Cybrd1	chr2	FALSE	TRUE
Rtl1	chr12	FALSE	FALSE
Lrrd1	chr5	FALSE	TRUE
4930579G24Rik	chr3	TRUE	TRUE
Armc10	chr5	TRUE	TRUE
Tcp11l2	chr10	FALSE	TRUE
Rps12	chr10	TRUE	TRUE
Capza3	chr6	FALSE	FALSE
1700056E22Rik	chr1	TRUE	TRUE
Styxl1	chr5	TRUE	TRUE
Cenph	chr13	TRUE	FALSE
Neil1	chr9	TRUE	FALSE
Car4	chr11	TRUE	FALSE
Dusp6	chr10	TRUE	TRUE
Eif4a3l1	chr6	FALSE	FALSE
Nudt10	chrX	TRUE	FALSE
Daxx	chr17	TRUE	TRUE
Cdcp1	chr9	FALSE	TRUE
Ovca2	chr11	TRUE	TRUE
Chac2	chr11	TRUE	FALSE
Eif2b3	chr4	FALSE	TRUE
Lce1a2	chr3	FALSE	FALSE
Kmt5c	chr7	FALSE	TRUE
Rnd1	chr15	TRUE	TRUE
Tnks1bp1	chr2	TRUE	FALSE
Tal2	chr4	FALSE	FALSE
Acvrl1	chr15	TRUE	FALSE
Accs	chr2	TRUE	FALSE
Ankrd34a	chr3	FALSE	FALSE
Sdr39u1	chr14	FALSE	TRUE
Per2	chr1	FALSE	FALSE
Ncstn	chr1	FALSE	TRUE
Tmem50a	chr4	TRUE	TRUE
Hfm1	chr5	TRUE	TRUE
Hivep3	chr4	TRUE	TRUE
Nxt1	chr2	TRUE	TRUE
Ptgds	chr2	TRUE	TRUE
Nol4	chr18	TRUE	TRUE
Pnpo	chr11	TRUE	TRUE
Alg12	chr15	FALSE	TRUE
Gria3	chrX	FALSE	TRUE
Pop5	chr5	FALSE	TRUE
Gal3st2b	chr1	TRUE	TRUE
Gpr132	chr12	FALSE	FALSE
Btg4	chr9	TRUE	TRUE
Tmem97	chr11	TRUE	TRUE
Mcam	chr9	TRUE	TRUE
Uba3	chr6	TRUE	TRUE
Tmx2	chr2	TRUE	TRUE
Vcpkmt	chr12	TRUE	FALSE
Abcd1	chrX	FALSE	FALSE
Chst4	chr8	FALSE	FALSE
Omt2a	chr9	FALSE	TRUE
Gabre	chrX	TRUE	TRUE
Vmn1r35	chr6	FALSE	TRUE
Fam149a	chr8	TRUE	TRUE
Gm45521	chr14	TRUE	TRUE
Cpne8	chr15	FALSE	TRUE
Hrct1	chr4	FALSE	FALSE
Ern2	chr7	FALSE	FALSE
Odf2	chr2	FALSE	TRUE
Prima1	chr12	TRUE	FALSE
Csde1	chr3	FALSE	TRUE
Rab6a	chr7	FALSE	TRUE
Dnajc5b	chr3	TRUE	TRUE
Zfp575	chr7	FALSE	FALSE
Zfp53	chr17	TRUE	TRUE
Mreg	chr1	TRUE	TRUE
Pml	chr9	TRUE	TRUE
Sdc1	chr12	TRUE	TRUE
Ier3ip1	chr18	TRUE	TRUE
Vmn1r54	chr6	FALSE	TRUE
Lad1	chr1	FALSE	FALSE
Xpot	chr10	TRUE	TRUE
Lpin3	chr2	TRUE	TRUE
Acy1	chr9	TRUE	TRUE
Tent5c	chr3	FALSE	TRUE
Nsmce3	chr7	TRUE	FALSE
Mif	chr10	TRUE	TRUE
Selenot	chr3	TRUE	TRUE
Nans	chr4	TRUE	FALSE
Adamdec1	chr14	FALSE	TRUE
Vmn1r46	chr6	FALSE	TRUE
Hoxa9	chr6	FALSE	FALSE
Ttc9b	chr7	FALSE	FALSE
Prss21	chr17	FALSE	FALSE
Gpr26	chr7	FALSE	TRUE
4921536K21Rik	chr11	TRUE	TRUE
Septin5	chr16	TRUE	FALSE
Kdm4d	chr9	TRUE	TRUE
Ckmt2	chr13	TRUE	TRUE
Rps6ka4	chr19	TRUE	FALSE
Taf11	chr17	TRUE	FALSE
Snx1	chr9	FALSE	TRUE
Tmem130	chr5	FALSE	TRUE
Ubxn10	chr4	TRUE	TRUE
Samd10	chr2	TRUE	FALSE
Uba1	chrX	FALSE	TRUE
Rnase10	chr14	FALSE	TRUE
Noxa1	chr2	FALSE	FALSE
H4c1	chr13	TRUE	TRUE
Fas	chr19	FALSE	TRUE
Dnase2b	chr3	TRUE	TRUE
Nudt16l1	chr16	FALSE	FALSE
Itga10	chr3	TRUE	TRUE
Ints11	chr4	FALSE	TRUE
Dlec1	chr9	TRUE	TRUE
Zgrf1	chr3	TRUE	TRUE
Marchf8	chr6	TRUE	TRUE
Parpbp	chr10	TRUE	TRUE
Tlr12	chr4	FALSE	FALSE
Tbc1d9	chr8	TRUE	TRUE
C1galt1	chr6	TRUE	TRUE
Zfp84	chr7	FALSE	FALSE
Dkk1	chr19	FALSE	FALSE
Creld1	chr6	TRUE	TRUE
Asf1a	chr10	TRUE	TRUE
Acin1	chr14	FALSE	TRUE
Mthfsl	chr9	FALSE	TRUE
Notch2	chr3	TRUE	TRUE
Slc36a3	chr11	FALSE	FALSE
Cdhr5	chr7	FALSE	FALSE
Rtcb	chr10	FALSE	TRUE
Glyr1	chr16	FALSE	TRUE
Tomm40l	chr1	TRUE	TRUE
BC049715	chr6	TRUE	TRUE
Shh	chr5	TRUE	TRUE
Cpa6	chr1	FALSE	TRUE
Agr3	chr12	FALSE	TRUE
Mdh1b	chr1	TRUE	TRUE
Saa2	chr7	TRUE	TRUE
Prtn3	chr10	TRUE	FALSE
Mtnr1b	chr9	FALSE	TRUE
Rai14	chr15	FALSE	TRUE
Cpxm1	chr2	FALSE	FALSE
Arhgdia	chr11	FALSE	FALSE
Ddx56	chr11	FALSE	FALSE
Kpna1	chr16	FALSE	TRUE
Rnf151	chr17	TRUE	TRUE
Bace1	chr9	FALSE	TRUE
Cyb5rl	chr4	TRUE	TRUE
Krtap16-3	chr16	FALSE	TRUE
Atcay	chr10	FALSE	TRUE
Shld3	chr13	TRUE	TRUE
Odf1	chr15	FALSE	FALSE
Wdr77	chr3	FALSE	FALSE
H1f7	chr15	TRUE	FALSE
Atat1	chr17	TRUE	TRUE
Prom1	chr5	TRUE	TRUE
Arl8b	chr6	TRUE	TRUE
Borcs7	chr19	TRUE	FALSE
Mrpl11	chr19	FALSE	FALSE
Zmiz2	chr11	FALSE	TRUE
Tedc1	chr12	TRUE	FALSE
Ifna6	chr4	TRUE	TRUE
Ngdn	chr14	TRUE	TRUE
Tmem171	chr13	FALSE	TRUE
Itgav	chr2	TRUE	TRUE
Prmt9	chr8	TRUE	TRUE
Acaa1b	chr9	TRUE	FALSE
Snai1	chr2	FALSE	FALSE
Sord	chr2	TRUE	TRUE
Hsbp1	chr8	TRUE	TRUE
Slc25a4	chr8	TRUE	FALSE
Ptger4	chr15	FALSE	TRUE
Pcdhgc3	chr18	TRUE	TRUE
Stra6l	chr4	FALSE	TRUE
Tpgs2	chr18	FALSE	TRUE
Kat8	chr7	FALSE	TRUE
Magel2	chr7	FALSE	TRUE
1700028J19Rik	chr7	FALSE	FALSE
Slc16a4	chr3	FALSE	TRUE
Msantd1	chr5	FALSE	FALSE
Slfn2	chr11	FALSE	FALSE
Xylt2	chr11	FALSE	FALSE
Ampd1	chr3	FALSE	TRUE
Mtarc2	chr1	TRUE	TRUE
Zfp341	chr2	TRUE	TRUE
Slc2a1	chr4	TRUE	FALSE
Alppl2	chr1	FALSE	FALSE
Ints7	chr1	TRUE	TRUE
