chr	start	end	mecp2_fold	mecp2_fdr	mecp2_direction	peak_class	distance_to_anchor
chr10	81136847	81137617	-0.229694499	0.313752441	Unchanged	Other genome	362383
chr10	86488240	86489624	0.093504271	0.665090763	Unchanged	Other genome	530376
chr10	89326451	89327987	-0.074270333	0.744866797	Unchanged	Matched background	996450
chr10	118641006	118641651	0.789381629	0.007561339	Gained	Other genome	41005
chr10	108832508	108833476	1.324535981	0.000297724	Gained	Other genome	82507
chr10	75052341	75053462	-0.074888917	0.74685606	Unchanged	Other genome	261538
chr10	18544169	18545251	-0.129865374	0.538872764	Unchanged	Other genome	679749
chr10	60189845	60191012	-0.165458687	0.429407566	Unchanged	Other genome	218988
chr10	111903602	111904548	0.00277844	0.994392658	Unchanged	Other genome	1115452
chr10	122821669	122822326	-0.053133884	0.835935025	Unchanged	Other genome	291668
chr10	7680640	7681850	-0.09101128	0.688340152	Unchanged	Other genome	1108150
chr10	115145694	115146965	0.069625373	0.766991029	Unchanged	Lost anchor	0
chr10	115562872	115563443	0.008084235	0.983136557	Unchanged	Other genome	32871
chr10	79984347	79985263	0.012254538	0.971205192	Unchanged	Other genome	1514737
chr10	106469036	106470557	-0.031857843	0.909142362	Unchanged	Other genome	129443
chr10	63099552	63100654	0.032340949	0.907310053	Unchanged	Other genome	379346
chr10	119457681	119458673	-0.126988809	0.577902728	Unchanged	Other genome	357680
chr10	101338203	101340073	0.468882987	0.093784503	Unchanged	Other genome	708202
chr10	75078043	75079599	0.009726127	0.978354199	Unchanged	Other genome	235401
chr10	3956551	3957906	0.071255407	0.763533436	Unchanged	Other genome	692094
chr10	76008342	76009815	-0.001015429	0.997884056	Unchanged	Other genome	50185
chr10	89916231	89918271	0.229139173	0.299773681	Unchanged	Other genome	811729
chr10	37344010	37344624	0.850876528	0.042281906	Gained	Other genome	1525376
chr10	39959162	39960452	-0.080874977	0.718997602	Unchanged	Other genome	889161
chr10	84334067	84334848	0.647466201	0.032739891	Gained	Other genome	365152
chr10	8804299	8805403	0.079939435	0.721074678	Unchanged	Other genome	4298
chr10	77942571	77944058	0.01945927	0.950531691	Unchanged	Other genome	682570
chr10	128913298	128914358	0.080624863	0.722459403	Unchanged	Other genome	2373297
chr10	78388124	78389596	0.029746926	0.918667845	Unchanged	Other genome	1128123
chr10	8806305	8807022	0.818640243	0.004703548	Gained	Other genome	6304
chr10	117628875	117629955	-0.070411282	0.76955673	Unchanged	Other genome	945045
chr10	60194977	60195369	-0.276556297	0.239774776	Unchanged	Other genome	214631
chr10	83758884	83759991	0.158794817	0.450312591	Unchanged	Other genome	308883
chr10	83047467	83048655	-0.191119807	0.368419019	Unchanged	Other genome	376345
chr10	27190070	27191001	0.619214947	0.039235958	Gained	Other genome	1050069
chr10	94544877	94546802	-0.017881557	0.955385897	Unchanged	Other genome	953198
chr10	105841076	105841902	-0.084568716	0.707624182	Unchanged	Other genome	261075
chr10	111381974	111383249	0.457660999	0.076953863	Unchanged	Other genome	1506973
chr10	115007413	115008381	1.500496806	2.88e-05	Gained	Other genome	131619
chr10	86064559	86066082	-0.109587209	0.607481707	Unchanged	Other genome	953918
chr10	115173473	115173986	0.619249859	0.03357233	Gained	Other genome	23472
chr10	66145464	66145709	0.0778071	0.750390896	Unchanged	Other genome	34291
chr10	121955831	121957140	0.01351748	0.967523413	Unchanged	Other genome	67860
chr10	60379831	60381615	-0.117500049	0.597976652	Unchanged	Other genome	28385
chr10	80386274	80387318	-0.059258388	0.839204411	Unchanged	Other genome	1112682
chr10	128493262	128494185	-0.042209645	0.871875284	Unchanged	Other genome	1953261
chr10	42875107	42876469	0.049054734	0.846468387	Unchanged	Other genome	73531
chr10	82664638	82665671	1.339492434	3.27e-05	Gained	Other genome	364637
chr10	111528851	111530155	0.89961	0.007740366	Gained	Other genome	1489845
chr10	77861118	77863512	-0.029374655	0.919808746	Unchanged	Other genome	601117
chr10	78317574	78318939	0.011371004	0.97371292	Unchanged	Other genome	1057573
chr10	128957448	128959060	0.012039557	0.971745114	Unchanged	Other genome	2417447
chr10	11280500	11281207	-0.123854538	0.554046608	Unchanged	Other genome	168793
chr10	34316259	34317595	0.046158126	0.857112493	Unchanged	Other genome	2991258
chr10	80167603	80168417	-0.015433096	0.962611057	Unchanged	Other genome	1331583
chr10	80584859	80585953	-0.024902627	0.933595139	Unchanged	Other genome	914047
chr10	107272006	107273795	-0.013905615	0.966805466	Unchanged	Other genome	166205
chr10	12083360	12085023	0.052698399	0.8337112	Unchanged	Other genome	73359
chr10	94456746	94459371	-0.043880323	0.869439405	Unchanged	Other genome	1026745
chr10	17947225	17948554	-0.037169243	0.892694984	Unchanged	Other genome	217224
chr10	78209967	78211692	0.038616109	0.886622098	Unchanged	Other genome	949966
chr10	86145954	86147443	-0.063338059	0.787777273	Unchanged	Other genome	872557
chr10	23349344	23350933	0.016935327	0.959010621	Unchanged	Other genome	499343
chr10	17129283	17129994	0.101362335	0.643384507	Unchanged	Lost anchor	0
chr10	66114242	66115483	0.083616612	0.72908386	Unchanged	Other genome	64517
chr10	60633666	60634513	-0.03287877	0.906668395	Unchanged	Other genome	45487
chr10	77769720	77771937	0.10554472	0.636052591	Unchanged	Other genome	509719
chr10	128408938	128410068	-0.108562272	0.612332737	Unchanged	Other genome	1868937
chr10	120572107	120573978	-0.120334242	0.57411773	Unchanged	Other genome	356022
chr10	60129851	60131270	-0.176307806	0.413513159	Unchanged	Other genome	278730
chr10	52381285	52382602	-0.440000172	0.091099315	Unchanged	Other genome	142398
chr10	110309217	110309664	1.334375823	0.000552032	Gained	Other genome	434216
chr10	25067593	25069343	0.20170883	0.357665869	Unchanged	Other genome	10657
chr10	19875952	19877915	-0.012991157	0.969027668	Unchanged	Other genome	222085
chr10	93269919	93271197	0.529188347	0.036652127	Gained	Other genome	18803
chr10	111889636	111890984	0.11952285	0.572151328	Unchanged	Other genome	1129016
chr10	110761480	110762594	-0.00157237	0.996619655	Unchanged	Other genome	886479
chr10	39241530	39242994	-0.031122549	0.912330492	Unchanged	Other genome	171529
chr10	13886698	13888254	0.506946172	0.05581869	Unchanged	Other genome	501746
chr10	80666067	80667329	-0.009855963	0.978304717	Unchanged	Other genome	832671
chr10	81544291	81545690	-0.031428553	0.9120411	Unchanged	Other genome	19290
chr10	45144520	45146298	-0.025404484	0.931312471	Unchanged	Other genome	139519
chr10	60284981	60286620	-0.157376073	0.440484755	Unchanged	Other genome	123380
chr10	81069875	81070450	-0.074702107	0.748100472	Unchanged	Other genome	429550
chr10	79743145	79744341	-0.02595622	0.931176716	Unchanged	Other genome	1755659
chr10	80534456	80536297	0.065169704	0.790739231	Unchanged	Other genome	963703
chr10	88730693	88731906	-0.113268293	0.612225364	Unchanged	Other genome	400692
chr10	4050833	4051792	1.408566214	4.46e-05	Gained	Other genome	598208
chr10	121364718	121365999	0.010942276	0.978069985	Unchanged	Other genome	89717
chr10	60747036	60748268	-0.103597886	0.627244335	Unchanged	Other genome	57035
chr10	65181371	65183094	0.279401859	0.237518263	Unchanged	Other genome	996906
chr10	118819861	118820533	0.480802675	0.062815075	Unchanged	Other genome	29467
chr10	39458768	39460173	-0.314339605	0.156849001	Unchanged	Other genome	388767
chr10	86343726	86344100	0.07582238	0.740625207	Unchanged	Other genome	675900
chr10	39505168	39506252	-0.106557251	0.610192051	Unchanged	Other genome	435167
chr10	91387393	91387919	1.742449986	3.49e-06	Gained	Other genome	87392
chr10	79861884	79863285	-0.026999085	0.927270182	Unchanged	Other genome	1636715
chr10	93613390	93614131	1.739645027	7.65e-07	Gained	Other genome	183389
chr10	7333331	7334506	0.053928577	0.828745178	Unchanged	Other genome	1428330
chr10	111581874	111583490	-0.054306564	0.825449949	Unchanged	Other genome	1436510
chr10	12963464	12964853	-0.085801576	0.695127141	Unchanged	Other genome	120147
chr10	80549806	80550992	-0.235364271	0.304808113	Unchanged	Other genome	949008
chr10	62449256	62450644	-0.023707056	0.936936006	Unchanged	Other genome	264255
chr10	90859387	90860335	-0.706147971	0.02382803	Lost	Other genome	24386
chr10	82629686	82630863	-0.043528317	0.868845748	Unchanged	Matched background	329685
chr10	17730567	17731975	0.044831457	0.862350931	Unchanged	Other genome	566
chr10	61285090	61286191	-0.425823996	0.080949635	Unchanged	Other genome	225089
chr10	86021185	86022334	-0.117492973	0.580012199	Unchanged	Other genome	971184
chr10	25219187	25220857	-0.030160097	0.914919946	Unchanged	Other genome	134186
chr10	57793854	57795202	-0.035882237	0.895611062	Unchanged	Other genome	168853
chr10	90770312	90771409	-0.149386767	0.496109175	Unchanged	Other genome	35311
chr10	127542193	127543207	-0.011386827	0.973588357	Unchanged	Other genome	1002192
chr10	79637155	79638292	-0.071746312	0.767298133	Unchanged	Other genome	1861708
chr10	95144572	95145734	-0.326443262	0.151871222	Unchanged	Other genome	354266
chr10	21158435	21159878	0.007738309	0.983796473	Unchanged	Other genome	25122
chr10	78260055	78261530	-0.034146615	0.901143009	Unchanged	Other genome	1000054
chr10	24713403	24714396	-0.081797115	0.720952784	Unchanged	Other genome	145604
chr10	58640636	58641555	-0.085472424	0.708136101	Unchanged	Other genome	168445
chr10	17332739	17333918	1.107182632	0.000275362	Gained	Lost anchor	0
chr10	97588390	97588697	1.41236665	0.000116996	Gained	Lost anchor	0
chr10	95201708	95202461	-1.413963113	6.48e-05	Lost	Other genome	297539
chr10	111562745	111563293	0.198077883	0.362284048	Unchanged	Other genome	1456707
chr10	111885818	111886622	0.106392245	0.64918801	Unchanged	Other genome	1133378
chr10	37840971	37842276	0.193259143	0.418054943	Unchanged	Other genome	1027724
chr10	41010643	41012122	-0.019017319	0.951382822	Unchanged	Other genome	1562878
chr10	109507824	109508515	1.15006308	0.003368226	Gained	Other genome	7823
chr10	41886767	41888147	-0.037639909	0.88975281	Unchanged	Other genome	686853
chr10	108980378	108981095	2.362079893	4.95e-10	Gained	Other genome	18905
chr10	77480267	77481600	-0.022660038	0.940914913	Unchanged	Other genome	220266
chr10	78169358	78169963	-0.15113445	0.505905457	Unchanged	Other genome	909357
chr10	24788988	24790245	-0.174650364	0.430278762	Unchanged	Other genome	69755
chr10	70962793	70964732	0.000988568	0.997905284	Unchanged	Other genome	25268
chr10	62303351	62305012	-0.077204629	0.733097765	Unchanged	Other genome	118350
chr10	42032437	42033473	0.105615211	0.619643716	Unchanged	Other genome	541527
chr10	96722491	96724028	0.076732413	0.731164936	Unchanged	Other genome	72490
chr10	77917752	77918974	-0.055019376	0.823594255	Unchanged	Other genome	657751
chr10	93422729	93424423	-0.004012362	0.991869232	Unchanged	Gained anchor	0
chr10	74004006	74006046	-0.003142167	0.994036377	Unchanged	Other genome	193954
chr10	75020759	75022118	-0.013036931	0.968900713	Unchanged	Other genome	292882
chr10	75667497	75668549	-0.016941395	0.957818967	Unchanged	Other genome	56451
chr10	117792081	117793026	-0.008507722	0.981551528	Unchanged	Other genome	781974
chr10	80412200	80413440	-0.088548985	0.692233054	Unchanged	Other genome	1086560
chr10	16931719	16932391	2.239170061	1.3e-08	Gained	Other genome	42609
chr10	93305301	93306368	0.249418119	0.302803264	Unchanged	Matched background	5300
chr10	42859347	42861007	-0.165906649	0.430584771	Unchanged	Other genome	88993
chr10	62172970	62174914	0.008020497	0.982898461	Unchanged	Other genome	5086
chr10	76801354	76802355	-0.104056208	0.618397903	Unchanged	Other genome	61353
chr10	62274493	62276035	-0.172339118	0.400968907	Unchanged	Other genome	89492
chr10	24711295	24712817	-0.06683965	0.779392136	Unchanged	Other genome	147183
chr10	81357413	81358696	0.084450246	0.707164789	Unchanged	Other genome	141304
chr10	61355791	61357707	-0.102338149	0.633118474	Unchanged	Other genome	295790
chr10	81248919	81250005	-0.07227231	0.758488005	Unchanged	Other genome	249995
chr10	96596454	96597976	-0.007828777	0.983607991	Unchanged	Other genome	2024
chr10	28117510	28119138	-0.074089873	0.74177982	Unchanged	Other genome	1405862
chr10	44379616	44380061	-0.095240335	0.678215748	Unchanged	Matched background	39615
chr10	120476771	120478340	0.021076308	0.946120894	Unchanged	Other genome	451660
chr10	69605177	69607109	0.226603412	0.282260579	Unchanged	Other genome	1382891
chr10	100015105	100016631	-0.064384736	0.78429063	Unchanged	Other genome	603369
chr10	116787455	116788793	-0.016532396	0.959761017	Unchanged	Other genome	1167454
chr10	95152559	95154605	-0.034136347	0.901985438	Unchanged	Other genome	345395
chr10	80260392	80261781	-0.039307009	0.883217923	Unchanged	Other genome	1238219
chr10	60357339	60358583	-0.104396686	0.628723015	Unchanged	Other genome	51417
chr10	80682986	80684550	-0.080298887	0.72408863	Unchanged	Other genome	815450
chr10	60580720	60581996	0.044401357	0.866806882	Unchanged	Other genome	40719
chr10	75926302	75927575	0.014352024	0.965458436	Unchanged	Other genome	26301
chr10	109326128	109326590	-0.161143586	0.481667747	Unchanged	Other genome	148410
chr10	25061043	25062616	1.235940776	9.09e-05	Gained	Other genome	17384
chr10	99569979	99571206	-0.076562219	0.741465542	Unchanged	Other genome	294978
chr10	3446390	3448041	-0.595519358	0.059883282	Unchanged	Other genome	1201959
chr10	58665094	58666411	-0.057060935	0.816863432	Unchanged	Other genome	143589
chr10	75638876	75639647	0.000520375	0.998784345	Unchanged	Other genome	85353
chr10	96224076	96224983	0.31737122	0.193688988	Unchanged	Other genome	275017
chr10	78367612	78369423	-0.046262194	0.857112493	Unchanged	Other genome	1107611
chr10	110163516	110164335	0.099417247	0.658234334	Unchanged	Other genome	288515
chr10	77581488	77582565	-0.059552448	0.811753591	Unchanged	Other genome	321487
chr10	46086923	46089126	0.521247801	0.058716319	Unchanged	Other genome	606922
chr10	9241400	9242481	0.835710016	0.010008136	Gained	Other genome	161399
chr10	63808449	63809740	0.008322769	0.982039595	Unchanged	Other genome	110260
chr10	14543717	14545446	-0.017102827	0.957811108	Unchanged	Other genome	83716
chr10	43221030	43222118	-0.049891708	0.849025297	Unchanged	Other genome	147882
chr10	34206420	34207847	0.084336544	0.712454085	Unchanged	Other genome	2881419
chr10	83819533	83820776	-0.07113365	0.776190912	Unchanged	Other genome	369532
chr10	61547703	61549065	-0.373342943	0.120394099	Unchanged	Other genome	285935
chr10	77242585	77243949	0.0056224	0.988877784	Unchanged	Other genome	6051
chr10	128270242	128270896	-0.035525908	0.897621224	Unchanged	Other genome	1730241
chr10	80426286	80427654	-0.003146034	0.99400254	Unchanged	Other genome	1072346
chr10	18234646	18235637	-0.015384692	0.962503648	Unchanged	Other genome	504645
chr10	60958872	60959836	-0.079758172	0.732662283	Unchanged	Other genome	90164
chr10	36471609	36472767	1.258538554	0.000246051	Gained	Other genome	2397233
chr10	68136299	68137883	0.127257078	0.533332077	Unchanged	Other genome	136298
chr10	76789874	76791479	0.034974347	0.899676963	Unchanged	Other genome	49873
chr10	94410708	94411732	-0.16104058	0.437185244	Unchanged	Other genome	980707
chr10	25039169	25040402	0.909731334	0.002650421	Gained	Other genome	19168
chr10	41486295	41487531	-0.040156403	0.880631205	Unchanged	Other genome	1087469
chr10	4041379	4042258	0.058353017	0.807346566	Unchanged	Other genome	607742
chr10	95321938	95322976	-0.066716164	0.775372098	Unchanged	Other genome	177024
chr10	128437499	128439224	-0.063671225	0.797835829	Unchanged	Other genome	1897498
chr10	91181557	91183150	-0.148693038	0.474494317	Unchanged	Other genome	91850
chr10	108466238	108467731	-0.874874037	0.010348272	Lost	Lost anchor	0
chr10	127665577	127667051	-0.017252311	0.957237426	Unchanged	Other genome	1125576
chr10	105655434	105656647	1.484656633	1.48e-05	Gained	Other genome	75433
chr10	126377239	126378566	0.020186383	0.948274	Unchanged	Other genome	151434
chr10	85127408	85128826	0.123267011	0.56151951	Unchanged	Other genome	77407
chr10	99244654	99245376	0.660305021	0.028884649	Gained	Other genome	4624
chr10	118563092	118564698	0.070669565	0.759726278	Unchanged	Other genome	10302
chr10	65775121	65776086	1.974047119	0.000124643	Gained	Other genome	403914
chr10	110926274	110926825	0.010495192	0.976800936	Unchanged	Other genome	1051273
chr10	37995795	37996882	1.040502206	0.002928739	Gained	Other genome	873118
chr10	3171435	3172523	1.657561924	1.01e-07	Gained	Other genome	1477477
chr10	121922293	121923845	0.022448481	0.94141002	Unchanged	Other genome	82292
chr10	83133083	83134184	-0.014551991	0.964832904	Unchanged	Other genome	290816
chr10	8724425	8725827	0.005778278	0.988431128	Unchanged	Other genome	64173
chr10	67284446	67285851	0.008209945	0.982434824	Unchanged	Other genome	494445
chr10	43370321	43371261	0.556880432	0.082329521	Unchanged	Gained anchor	0
chr10	122448220	122449607	-0.065738616	0.789926011	Unchanged	Gained anchor	0
chr10	46346035	46347042	2.966321411	4.02e-16	Gained	Other genome	866034
chr10	19014608	19015828	-0.086540882	0.70212227	Unchanged	Other genome	209172
chr10	53502647	53503769	-0.00147898	0.996734577	Unchanged	Other genome	152646
chr10	116352069	116353554	0.129354055	0.562212358	Unchanged	Other genome	732068
chr10	69351926	69353146	-0.009583557	0.978652852	Unchanged	Other genome	1351925
chr10	39647856	39648988	-0.005336116	0.989292615	Unchanged	Other genome	577855
chr10	40629595	40630969	-0.137681856	0.513927475	Unchanged	Other genome	1559594
