alist_set	blist_set	permutation	permuted_overlaps	test_id
mCH Hyper gene bodies	ATAC Down	2537	158	mCH Hyper gene bodies x ATAC Down
mCH Hyper gene bodies	ATAC Down	2538	156	mCH Hyper gene bodies x ATAC Down
mCH Hyper gene bodies	ATAC Down	2539	172	mCH Hyper gene bodies x ATAC Down
mCH Hyper gene bodies	ATAC Down	2540	193	mCH Hyper gene bodies x ATAC Down
mCH Hyper gene bodies	ATAC Down	2541	164	mCH Hyper gene bodies x ATAC Down
mCH Hyper gene bodies	ATAC Down	2542	196	mCH Hyper gene bodies x ATAC Down
mCH Hyper gene bodies	ATAC Down	2543	159	mCH Hyper gene bodies x ATAC Down
mCH Hyper gene bodies	ATAC Down	2544	140	mCH Hyper gene bodies x ATAC Down
mCH Hyper gene bodies	ATAC Down	2545	157	mCH Hyper gene bodies x ATAC Down
mCH Hyper gene bodies	ATAC Down	2546	113	mCH Hyper gene bodies x ATAC Down
mCH Hyper gene bodies	ATAC Down	2547	198	mCH Hyper gene bodies x ATAC Down
mCH Hyper gene bodies	ATAC Down	2548	124	mCH Hyper gene bodies x ATAC Down
mCH Hyper gene bodies	ATAC Down	2549	177	mCH Hyper gene bodies x ATAC Down
mCH Hyper gene bodies	ATAC Down	2550	191	mCH Hyper gene bodies x ATAC Down
mCH Hyper gene bodies	ATAC Down	2551	153	mCH Hyper gene bodies x ATAC Down
mCH Hyper gene bodies	ATAC Down	2552	172	mCH Hyper gene bodies x ATAC Down
mCH Hyper gene bodies	ATAC Down	2553	207	mCH Hyper gene bodies x ATAC Down
mCH Hyper gene bodies	ATAC Down	2554	153	mCH Hyper gene bodies x ATAC Down
mCH Hyper gene bodies	ATAC Down	2555	173	mCH Hyper gene bodies x ATAC Down
mCH Hyper gene bodies	ATAC Down	2556	145	mCH Hyper gene bodies x ATAC Down
mCH Hyper gene bodies	ATAC Down	2557	119	mCH Hyper gene bodies x ATAC Down
mCH Hyper gene bodies	ATAC Down	2558	136	mCH Hyper gene bodies x ATAC Down
mCH Hyper gene bodies	ATAC Down	2559	184	mCH Hyper gene bodies x ATAC Down
mCH Hyper gene bodies	ATAC Down	2560	136	mCH Hyper gene bodies x ATAC Down
mCH Hyper gene bodies	ATAC Down	2561	158	mCH Hyper gene bodies x ATAC Down
mCH Hyper gene bodies	ATAC Down	2562	147	mCH Hyper gene bodies x ATAC Down
mCH Hyper gene bodies	ATAC Down	2563	168	mCH Hyper gene bodies x ATAC Down
mCH Hyper gene bodies	ATAC Down	2564	195	mCH Hyper gene bodies x ATAC Down
mCH Hyper gene bodies	ATAC Down	2565	190	mCH Hyper gene bodies x ATAC Down
mCH Hyper gene bodies	ATAC Down	2566	158	mCH Hyper gene bodies x ATAC Down
mCH Hyper gene bodies	ATAC Down	2567	217	mCH Hyper gene bodies x ATAC Down
mCH Hyper gene bodies	ATAC Down	2568	175	mCH Hyper gene bodies x ATAC Down
mCH Hyper gene bodies	ATAC Down	2569	200	mCH Hyper gene bodies x ATAC Down
mCH Hyper gene bodies	ATAC Down	2570	185	mCH Hyper gene bodies x ATAC Down
mCH Hyper gene bodies	ATAC Down	2571	130	mCH Hyper gene bodies x ATAC Down
mCH Hyper gene bodies	ATAC Down	2572	190	mCH Hyper gene bodies x ATAC Down
mCH Hyper gene bodies	ATAC Down	2573	166	mCH Hyper gene bodies x ATAC Down
mCH Hyper gene bodies	ATAC Down	2574	196	mCH Hyper gene bodies x ATAC Down
mCH Hyper gene bodies	ATAC Down	2575	130	mCH Hyper gene bodies x ATAC Down
mCH Hyper gene bodies	ATAC Down	2576	128	mCH Hyper gene bodies x ATAC Down
mCH Hyper gene bodies	ATAC Down	2577	205	mCH Hyper gene bodies x ATAC Down
mCH Hyper gene bodies	ATAC Down	2578	172	mCH Hyper gene bodies x ATAC Down
mCH Hyper gene bodies	ATAC Down	2579	146	mCH Hyper gene bodies x ATAC Down
mCH Hyper gene bodies	ATAC Down	2580	134	mCH Hyper gene bodies x ATAC Down
mCH Hyper gene bodies	ATAC Down	2581	178	mCH Hyper gene bodies x ATAC Down
mCH Hyper gene bodies	ATAC Down	2582	176	mCH Hyper gene bodies x ATAC Down
mCH Hyper gene bodies	ATAC Down	2583	146	mCH Hyper gene bodies x ATAC Down
mCH Hyper gene bodies	ATAC Down	2584	139	mCH Hyper gene bodies x ATAC Down
mCH Hyper gene bodies	ATAC Down	2585	166	mCH Hyper gene bodies x ATAC Down
mCH Hyper gene bodies	ATAC Down	2586	201	mCH Hyper gene bodies x ATAC Down
mCH Hyper gene bodies	ATAC Down	2587	191	mCH Hyper gene bodies x ATAC Down
mCH Hyper gene bodies	ATAC Down	2588	144	mCH Hyper gene bodies x ATAC Down
mCH Hyper gene bodies	ATAC Down	2589	172	mCH Hyper gene bodies x ATAC Down
mCH Hyper gene bodies	ATAC Down	2590	183	mCH Hyper gene bodies x ATAC Down
mCH Hyper gene bodies	ATAC Down	2591	148	mCH Hyper gene bodies x ATAC Down
mCH Hyper gene bodies	ATAC Down	2592	184	mCH Hyper gene bodies x ATAC Down
mCH Hyper gene bodies	ATAC Down	2593	162	mCH Hyper gene bodies x ATAC Down
mCH Hyper gene bodies	ATAC Down	2594	169	mCH Hyper gene bodies x ATAC Down
mCH Hyper gene bodies	ATAC Down	2595	161	mCH Hyper gene bodies x ATAC Down
mCH Hyper gene bodies	ATAC Down	2596	165	mCH Hyper gene bodies x ATAC Down
mCH Hyper gene bodies	ATAC Down	2597	114	mCH Hyper gene bodies x ATAC Down
mCH Hyper gene bodies	ATAC Down	2598	139	mCH Hyper gene bodies x ATAC Down
mCH Hyper gene bodies	ATAC Down	2599	150	mCH Hyper gene bodies x ATAC Down
mCH Hyper gene bodies	ATAC Down	2600	156	mCH Hyper gene bodies x ATAC Down
mCH Hyper gene bodies	ATAC Down	2601	154	mCH Hyper gene bodies x ATAC Down
mCH Hyper gene bodies	ATAC Down	2602	161	mCH Hyper gene bodies x ATAC Down
mCH Hyper gene bodies	ATAC Down	2603	166	mCH Hyper gene bodies x ATAC Down
mCH Hyper gene bodies	ATAC Down	2604	156	mCH Hyper gene bodies x ATAC Down
mCH Hyper gene bodies	ATAC Down	2605	138	mCH Hyper gene bodies x ATAC Down
mCH Hyper gene bodies	ATAC Down	2606	177	mCH Hyper gene bodies x ATAC Down
mCH Hyper gene bodies	ATAC Down	2607	178	mCH Hyper gene bodies x ATAC Down
mCH Hyper gene bodies	ATAC Down	2608	149	mCH Hyper gene bodies x ATAC Down
mCH Hyper gene bodies	ATAC Down	2609	206	mCH Hyper gene bodies x ATAC Down
mCH Hyper gene bodies	ATAC Down	2610	178	mCH Hyper gene bodies x ATAC Down
mCH Hyper gene bodies	ATAC Down	2611	188	mCH Hyper gene bodies x ATAC Down
mCH Hyper gene bodies	ATAC Down	2612	217	mCH Hyper gene bodies x ATAC Down
mCH Hyper gene bodies	ATAC Down	2613	160	mCH Hyper gene bodies x ATAC Down
mCH Hyper gene bodies	ATAC Down	2614	117	mCH Hyper gene bodies x ATAC Down
mCH Hyper gene bodies	ATAC Down	2615	155	mCH Hyper gene bodies x ATAC Down
mCH Hyper gene bodies	ATAC Down	2616	178	mCH Hyper gene bodies x ATAC Down
mCH Hyper gene bodies	ATAC Down	2617	188	mCH Hyper gene bodies x ATAC Down
mCH Hyper gene bodies	ATAC Down	2618	157	mCH Hyper gene bodies x ATAC Down
mCH Hyper gene bodies	ATAC Down	2619	174	mCH Hyper gene bodies x ATAC Down
mCH Hyper gene bodies	ATAC Down	2620	189	mCH Hyper gene bodies x ATAC Down
mCH Hyper gene bodies	ATAC Down	2621	149	mCH Hyper gene bodies x ATAC Down
mCH Hyper gene bodies	ATAC Down	2622	144	mCH Hyper gene bodies x ATAC Down
mCH Hyper gene bodies	ATAC Down	2623	156	mCH Hyper gene bodies x ATAC Down
mCH Hyper gene bodies	ATAC Down	2624	132	mCH Hyper gene bodies x ATAC Down
mCH Hyper gene bodies	ATAC Down	2625	176	mCH Hyper gene bodies x ATAC Down
mCH Hyper gene bodies	ATAC Down	2626	167	mCH Hyper gene bodies x ATAC Down
mCH Hyper gene bodies	ATAC Down	2627	161	mCH Hyper gene bodies x ATAC Down
mCH Hyper gene bodies	ATAC Down	2628	132	mCH Hyper gene bodies x ATAC Down
mCH Hyper gene bodies	ATAC Down	2629	153	mCH Hyper gene bodies x ATAC Down
mCH Hyper gene bodies	ATAC Down	2630	191	mCH Hyper gene bodies x ATAC Down
mCH Hyper gene bodies	ATAC Down	2631	177	mCH Hyper gene bodies x ATAC Down
mCH Hyper gene bodies	ATAC Down	2632	172	mCH Hyper gene bodies x ATAC Down
mCH Hyper gene bodies	ATAC Down	2633	152	mCH Hyper gene bodies x ATAC Down
mCH Hyper gene bodies	ATAC Down	2634	149	mCH Hyper gene bodies x ATAC Down
mCH Hyper gene bodies	ATAC Down	2635	143	mCH Hyper gene bodies x ATAC Down
mCH Hyper gene bodies	ATAC Down	2636	170	mCH Hyper gene bodies x ATAC Down
mCH Hyper gene bodies	ATAC Down	2637	178	mCH Hyper gene bodies x ATAC Down
mCH Hyper gene bodies	ATAC Down	2638	135	mCH Hyper gene bodies x ATAC Down
mCH Hyper gene bodies	ATAC Down	2639	156	mCH Hyper gene bodies x ATAC Down
mCH Hyper gene bodies	ATAC Down	2640	148	mCH Hyper gene bodies x ATAC Down
mCH Hyper gene bodies	ATAC Down	2641	138	mCH Hyper gene bodies x ATAC Down
mCH Hyper gene bodies	ATAC Down	2642	182	mCH Hyper gene bodies x ATAC Down
mCH Hyper gene bodies	ATAC Down	2643	158	mCH Hyper gene bodies x ATAC Down
mCH Hyper gene bodies	ATAC Down	2644	151	mCH Hyper gene bodies x ATAC Down
mCH Hyper gene bodies	ATAC Down	2645	190	mCH Hyper gene bodies x ATAC Down
mCH Hyper gene bodies	ATAC Down	2646	190	mCH Hyper gene bodies x ATAC Down
mCH Hyper gene bodies	ATAC Down	2647	201	mCH Hyper gene bodies x ATAC Down
mCH Hyper gene bodies	ATAC Down	2648	168	mCH Hyper gene bodies x ATAC Down
mCH Hyper gene bodies	ATAC Down	2649	159	mCH Hyper gene bodies x ATAC Down
mCH Hyper gene bodies	ATAC Down	2650	152	mCH Hyper gene bodies x ATAC Down
mCH Hyper gene bodies	ATAC Down	2651	137	mCH Hyper gene bodies x ATAC Down
mCH Hyper gene bodies	ATAC Down	2652	150	mCH Hyper gene bodies x ATAC Down
mCH Hyper gene bodies	ATAC Down	2653	146	mCH Hyper gene bodies x ATAC Down
mCH Hyper gene bodies	ATAC Down	2654	142	mCH Hyper gene bodies x ATAC Down
mCH Hyper gene bodies	ATAC Down	2655	168	mCH Hyper gene bodies x ATAC Down
mCH Hyper gene bodies	ATAC Down	2656	176	mCH Hyper gene bodies x ATAC Down
mCH Hyper gene bodies	ATAC Down	2657	151	mCH Hyper gene bodies x ATAC Down
mCH Hyper gene bodies	ATAC Down	2658	123	mCH Hyper gene bodies x ATAC Down
mCH Hyper gene bodies	ATAC Down	2659	172	mCH Hyper gene bodies x ATAC Down
mCH Hyper gene bodies	ATAC Down	2660	157	mCH Hyper gene bodies x ATAC Down
mCH Hyper gene bodies	ATAC Down	2661	156	mCH Hyper gene bodies x ATAC Down
mCH Hyper gene bodies	ATAC Down	2662	145	mCH Hyper gene bodies x ATAC Down
mCH Hyper gene bodies	ATAC Down	2663	154	mCH Hyper gene bodies x ATAC Down
mCH Hyper gene bodies	ATAC Down	2664	163	mCH Hyper gene bodies x ATAC Down
mCH Hyper gene bodies	ATAC Down	2665	155	mCH Hyper gene bodies x ATAC Down
mCH Hyper gene bodies	ATAC Down	2666	196	mCH Hyper gene bodies x ATAC Down
mCH Hyper gene bodies	ATAC Down	2667	157	mCH Hyper gene bodies x ATAC Down
mCH Hyper gene bodies	ATAC Down	2668	167	mCH Hyper gene bodies x ATAC Down
mCH Hyper gene bodies	ATAC Down	2669	179	mCH Hyper gene bodies x ATAC Down
mCH Hyper gene bodies	ATAC Down	2670	190	mCH Hyper gene bodies x ATAC Down
mCH Hyper gene bodies	ATAC Down	2671	171	mCH Hyper gene bodies x ATAC Down
mCH Hyper gene bodies	ATAC Down	2672	186	mCH Hyper gene bodies x ATAC Down
mCH Hyper gene bodies	ATAC Down	2673	206	mCH Hyper gene bodies x ATAC Down
mCH Hyper gene bodies	ATAC Down	2674	185	mCH Hyper gene bodies x ATAC Down
mCH Hyper gene bodies	ATAC Down	2675	184	mCH Hyper gene bodies x ATAC Down
mCH Hyper gene bodies	ATAC Down	2676	197	mCH Hyper gene bodies x ATAC Down
mCH Hyper gene bodies	ATAC Down	2677	210	mCH Hyper gene bodies x ATAC Down
mCH Hyper gene bodies	ATAC Down	2678	148	mCH Hyper gene bodies x ATAC Down
mCH Hyper gene bodies	ATAC Down	2679	182	mCH Hyper gene bodies x ATAC Down
mCH Hyper gene bodies	ATAC Down	2680	161	mCH Hyper gene bodies x ATAC Down
mCH Hyper gene bodies	ATAC Down	2681	177	mCH Hyper gene bodies x ATAC Down
mCH Hyper gene bodies	ATAC Down	2682	136	mCH Hyper gene bodies x ATAC Down
mCH Hyper gene bodies	ATAC Down	2683	152	mCH Hyper gene bodies x ATAC Down
mCH Hyper gene bodies	ATAC Down	2684	135	mCH Hyper gene bodies x ATAC Down
mCH Hyper gene bodies	ATAC Down	2685	106	mCH Hyper gene bodies x ATAC Down
mCH Hyper gene bodies	ATAC Down	2686	183	mCH Hyper gene bodies x ATAC Down
mCH Hyper gene bodies	ATAC Down	2687	156	mCH Hyper gene bodies x ATAC Down
mCH Hyper gene bodies	ATAC Down	2688	154	mCH Hyper gene bodies x ATAC Down
mCH Hyper gene bodies	ATAC Down	2689	181	mCH Hyper gene bodies x ATAC Down
mCH Hyper gene bodies	ATAC Down	2690	142	mCH Hyper gene bodies x ATAC Down
mCH Hyper gene bodies	ATAC Down	2691	186	mCH Hyper gene bodies x ATAC Down
mCH Hyper gene bodies	ATAC Down	2692	197	mCH Hyper gene bodies x ATAC Down
mCH Hyper gene bodies	ATAC Down	2693	197	mCH Hyper gene bodies x ATAC Down
mCH Hyper gene bodies	ATAC Down	2694	185	mCH Hyper gene bodies x ATAC Down
mCH Hyper gene bodies	ATAC Down	2695	172	mCH Hyper gene bodies x ATAC Down
mCH Hyper gene bodies	ATAC Down	2696	166	mCH Hyper gene bodies x ATAC Down
mCH Hyper gene bodies	ATAC Down	2697	177	mCH Hyper gene bodies x ATAC Down
mCH Hyper gene bodies	ATAC Down	2698	158	mCH Hyper gene bodies x ATAC Down
mCH Hyper gene bodies	ATAC Down	2699	178	mCH Hyper gene bodies x ATAC Down
mCH Hyper gene bodies	ATAC Down	2700	194	mCH Hyper gene bodies x ATAC Down
mCH Hyper gene bodies	ATAC Down	2701	145	mCH Hyper gene bodies x ATAC Down
mCH Hyper gene bodies	ATAC Down	2702	158	mCH Hyper gene bodies x ATAC Down
mCH Hyper gene bodies	ATAC Down	2703	170	mCH Hyper gene bodies x ATAC Down
mCH Hyper gene bodies	ATAC Down	2704	199	mCH Hyper gene bodies x ATAC Down
mCH Hyper gene bodies	ATAC Down	2705	179	mCH Hyper gene bodies x ATAC Down
mCH Hyper gene bodies	ATAC Down	2706	173	mCH Hyper gene bodies x ATAC Down
mCH Hyper gene bodies	ATAC Down	2707	145	mCH Hyper gene bodies x ATAC Down
mCH Hyper gene bodies	ATAC Down	2708	170	mCH Hyper gene bodies x ATAC Down
mCH Hyper gene bodies	ATAC Down	2709	181	mCH Hyper gene bodies x ATAC Down
mCH Hyper gene bodies	ATAC Down	2710	199	mCH Hyper gene bodies x ATAC Down
mCH Hyper gene bodies	ATAC Down	2711	129	mCH Hyper gene bodies x ATAC Down
mCH Hyper gene bodies	ATAC Down	2712	132	mCH Hyper gene bodies x ATAC Down
mCH Hyper gene bodies	ATAC Down	2713	184	mCH Hyper gene bodies x ATAC Down
mCH Hyper gene bodies	ATAC Down	2714	182	mCH Hyper gene bodies x ATAC Down
mCH Hyper gene bodies	ATAC Down	2715	156	mCH Hyper gene bodies x ATAC Down
mCH Hyper gene bodies	ATAC Down	2716	170	mCH Hyper gene bodies x ATAC Down
mCH Hyper gene bodies	ATAC Down	2717	176	mCH Hyper gene bodies x ATAC Down
mCH Hyper gene bodies	ATAC Down	2718	176	mCH Hyper gene bodies x ATAC Down
mCH Hyper gene bodies	ATAC Down	2719	148	mCH Hyper gene bodies x ATAC Down
mCH Hyper gene bodies	ATAC Down	2720	205	mCH Hyper gene bodies x ATAC Down
mCH Hyper gene bodies	ATAC Down	2721	153	mCH Hyper gene bodies x ATAC Down
mCH Hyper gene bodies	ATAC Down	2722	150	mCH Hyper gene bodies x ATAC Down
mCH Hyper gene bodies	ATAC Down	2723	156	mCH Hyper gene bodies x ATAC Down
mCH Hyper gene bodies	ATAC Down	2724	197	mCH Hyper gene bodies x ATAC Down
mCH Hyper gene bodies	ATAC Down	2725	179	mCH Hyper gene bodies x ATAC Down
mCH Hyper gene bodies	ATAC Down	2726	181	mCH Hyper gene bodies x ATAC Down
mCH Hyper gene bodies	ATAC Down	2727	133	mCH Hyper gene bodies x ATAC Down
mCH Hyper gene bodies	ATAC Down	2728	157	mCH Hyper gene bodies x ATAC Down
mCH Hyper gene bodies	ATAC Down	2729	143	mCH Hyper gene bodies x ATAC Down
mCH Hyper gene bodies	ATAC Down	2730	174	mCH Hyper gene bodies x ATAC Down
mCH Hyper gene bodies	ATAC Down	2731	164	mCH Hyper gene bodies x ATAC Down
mCH Hyper gene bodies	ATAC Down	2732	161	mCH Hyper gene bodies x ATAC Down
mCH Hyper gene bodies	ATAC Down	2733	154	mCH Hyper gene bodies x ATAC Down
mCH Hyper gene bodies	ATAC Down	2734	167	mCH Hyper gene bodies x ATAC Down
mCH Hyper gene bodies	ATAC Down	2735	143	mCH Hyper gene bodies x ATAC Down
mCH Hyper gene bodies	ATAC Down	2736	137	mCH Hyper gene bodies x ATAC Down
mCH Hyper gene bodies	ATAC Down	2737	185	mCH Hyper gene bodies x ATAC Down
mCH Hyper gene bodies	ATAC Down	2738	145	mCH Hyper gene bodies x ATAC Down
mCH Hyper gene bodies	ATAC Down	2739	185	mCH Hyper gene bodies x ATAC Down
mCH Hyper gene bodies	ATAC Down	2740	146	mCH Hyper gene bodies x ATAC Down
mCH Hyper gene bodies	ATAC Down	2741	131	mCH Hyper gene bodies x ATAC Down
mCH Hyper gene bodies	ATAC Down	2742	177	mCH Hyper gene bodies x ATAC Down
mCH Hyper gene bodies	ATAC Down	2743	146	mCH Hyper gene bodies x ATAC Down
mCH Hyper gene bodies	ATAC Down	2744	147	mCH Hyper gene bodies x ATAC Down
mCH Hyper gene bodies	ATAC Down	2745	147	mCH Hyper gene bodies x ATAC Down
mCH Hyper gene bodies	ATAC Down	2746	185	mCH Hyper gene bodies x ATAC Down
mCH Hyper gene bodies	ATAC Down	2747	140	mCH Hyper gene bodies x ATAC Down
mCH Hyper gene bodies	ATAC Down	2748	165	mCH Hyper gene bodies x ATAC Down
mCH Hyper gene bodies	ATAC Down	2749	174	mCH Hyper gene bodies x ATAC Down
mCH Hyper gene bodies	ATAC Down	2750	137	mCH Hyper gene bodies x ATAC Down
mCH Hyper gene bodies	ATAC Down	2751	194	mCH Hyper gene bodies x ATAC Down
mCH Hyper gene bodies	ATAC Down	2752	214	mCH Hyper gene bodies x ATAC Down
mCH Hyper gene bodies	ATAC Down	2753	146	mCH Hyper gene bodies x ATAC Down
mCH Hyper gene bodies	ATAC Down	2754	149	mCH Hyper gene bodies x ATAC Down
mCH Hyper gene bodies	ATAC Down	2755	138	mCH Hyper gene bodies x ATAC Down
mCH Hyper gene bodies	ATAC Down	2756	169	mCH Hyper gene bodies x ATAC Down
mCH Hyper gene bodies	ATAC Down	2757	167	mCH Hyper gene bodies x ATAC Down
mCH Hyper gene bodies	ATAC Down	2758	155	mCH Hyper gene bodies x ATAC Down
mCH Hyper gene bodies	ATAC Down	2759	173	mCH Hyper gene bodies x ATAC Down
mCH Hyper gene bodies	ATAC Down	2760	161	mCH Hyper gene bodies x ATAC Down
mCH Hyper gene bodies	ATAC Down	2761	176	mCH Hyper gene bodies x ATAC Down
mCH Hyper gene bodies	ATAC Down	2762	154	mCH Hyper gene bodies x ATAC Down
mCH Hyper gene bodies	ATAC Down	2763	188	mCH Hyper gene bodies x ATAC Down
mCH Hyper gene bodies	ATAC Down	2764	155	mCH Hyper gene bodies x ATAC Down
mCH Hyper gene bodies	ATAC Down	2765	160	mCH Hyper gene bodies x ATAC Down
mCH Hyper gene bodies	ATAC Down	2766	180	mCH Hyper gene bodies x ATAC Down
mCH Hyper gene bodies	ATAC Down	2767	116	mCH Hyper gene bodies x ATAC Down
mCH Hyper gene bodies	ATAC Down	2768	154	mCH Hyper gene bodies x ATAC Down
mCH Hyper gene bodies	ATAC Down	2769	140	mCH Hyper gene bodies x ATAC Down
mCH Hyper gene bodies	ATAC Down	2770	218	mCH Hyper gene bodies x ATAC Down
mCH Hyper gene bodies	ATAC Down	2771	216	mCH Hyper gene bodies x ATAC Down
mCH Hyper gene bodies	ATAC Down	2772	149	mCH Hyper gene bodies x ATAC Down
mCH Hyper gene bodies	ATAC Down	2773	195	mCH Hyper gene bodies x ATAC Down
mCH Hyper gene bodies	ATAC Down	2774	165	mCH Hyper gene bodies x ATAC Down
mCH Hyper gene bodies	ATAC Down	2775	176	mCH Hyper gene bodies x ATAC Down
mCH Hyper gene bodies	ATAC Down	2776	126	mCH Hyper gene bodies x ATAC Down
mCH Hyper gene bodies	ATAC Down	2777	139	mCH Hyper gene bodies x ATAC Down
mCH Hyper gene bodies	ATAC Down	2778	145	mCH Hyper gene bodies x ATAC Down
mCH Hyper gene bodies	ATAC Down	2779	135	mCH Hyper gene bodies x ATAC Down
mCH Hyper gene bodies	ATAC Down	2780	180	mCH Hyper gene bodies x ATAC Down
mCH Hyper gene bodies	ATAC Down	2781	176	mCH Hyper gene bodies x ATAC Down
mCH Hyper gene bodies	ATAC Down	2782	191	mCH Hyper gene bodies x ATAC Down
mCH Hyper gene bodies	ATAC Down	2783	147	mCH Hyper gene bodies x ATAC Down
mCH Hyper gene bodies	ATAC Down	2784	153	mCH Hyper gene bodies x ATAC Down
mCH Hyper gene bodies	ATAC Down	2785	165	mCH Hyper gene bodies x ATAC Down
mCH Hyper gene bodies	ATAC Down	2786	139	mCH Hyper gene bodies x ATAC Down
mCH Hyper gene bodies	ATAC Down	2787	158	mCH Hyper gene bodies x ATAC Down
mCH Hyper gene bodies	ATAC Down	2788	169	mCH Hyper gene bodies x ATAC Down
mCH Hyper gene bodies	ATAC Down	2789	156	mCH Hyper gene bodies x ATAC Down
mCH Hyper gene bodies	ATAC Down	2790	182	mCH Hyper gene bodies x ATAC Down
mCH Hyper gene bodies	ATAC Down	2791	139	mCH Hyper gene bodies x ATAC Down
mCH Hyper gene bodies	ATAC Down	2792	160	mCH Hyper gene bodies x ATAC Down
mCH Hyper gene bodies	ATAC Down	2793	141	mCH Hyper gene bodies x ATAC Down
mCH Hyper gene bodies	ATAC Down	2794	193	mCH Hyper gene bodies x ATAC Down
mCH Hyper gene bodies	ATAC Down	2795	161	mCH Hyper gene bodies x ATAC Down
mCH Hyper gene bodies	ATAC Down	2796	191	mCH Hyper gene bodies x ATAC Down
mCH Hyper gene bodies	ATAC Down	2797	167	mCH Hyper gene bodies x ATAC Down
mCH Hyper gene bodies	ATAC Down	2798	153	mCH Hyper gene bodies x ATAC Down
mCH Hyper gene bodies	ATAC Down	2799	158	mCH Hyper gene bodies x ATAC Down
mCH Hyper gene bodies	ATAC Down	2800	184	mCH Hyper gene bodies x ATAC Down
mCH Hyper gene bodies	ATAC Down	2801	177	mCH Hyper gene bodies x ATAC Down
mCH Hyper gene bodies	ATAC Down	2802	137	mCH Hyper gene bodies x ATAC Down
mCH Hyper gene bodies	ATAC Down	2803	156	mCH Hyper gene bodies x ATAC Down
mCH Hyper gene bodies	ATAC Down	2804	167	mCH Hyper gene bodies x ATAC Down
mCH Hyper gene bodies	ATAC Down	2805	150	mCH Hyper gene bodies x ATAC Down
mCH Hyper gene bodies	ATAC Down	2806	161	mCH Hyper gene bodies x ATAC Down
mCH Hyper gene bodies	ATAC Down	2807	156	mCH Hyper gene bodies x ATAC Down
mCH Hyper gene bodies	ATAC Down	2808	129	mCH Hyper gene bodies x ATAC Down
mCH Hyper gene bodies	ATAC Down	2809	136	mCH Hyper gene bodies x ATAC Down
mCH Hyper gene bodies	ATAC Down	2810	150	mCH Hyper gene bodies x ATAC Down
mCH Hyper gene bodies	ATAC Down	2811	152	mCH Hyper gene bodies x ATAC Down
mCH Hyper gene bodies	ATAC Down	2812	154	mCH Hyper gene bodies x ATAC Down
mCH Hyper gene bodies	ATAC Down	2813	178	mCH Hyper gene bodies x ATAC Down
mCH Hyper gene bodies	ATAC Down	2814	165	mCH Hyper gene bodies x ATAC Down
mCH Hyper gene bodies	ATAC Down	2815	179	mCH Hyper gene bodies x ATAC Down
mCH Hyper gene bodies	ATAC Down	2816	166	mCH Hyper gene bodies x ATAC Down
mCH Hyper gene bodies	ATAC Down	2817	178	mCH Hyper gene bodies x ATAC Down
mCH Hyper gene bodies	ATAC Down	2818	155	mCH Hyper gene bodies x ATAC Down
mCH Hyper gene bodies	ATAC Down	2819	187	mCH Hyper gene bodies x ATAC Down
mCH Hyper gene bodies	ATAC Down	2820	151	mCH Hyper gene bodies x ATAC Down
mCH Hyper gene bodies	ATAC Down	2821	192	mCH Hyper gene bodies x ATAC Down
mCH Hyper gene bodies	ATAC Down	2822	157	mCH Hyper gene bodies x ATAC Down
mCH Hyper gene bodies	ATAC Down	2823	157	mCH Hyper gene bodies x ATAC Down
mCH Hyper gene bodies	ATAC Down	2824	151	mCH Hyper gene bodies x ATAC Down
mCH Hyper gene bodies	ATAC Down	2825	138	mCH Hyper gene bodies x ATAC Down
mCH Hyper gene bodies	ATAC Down	2826	192	mCH Hyper gene bodies x ATAC Down
