"peak_id","h2a_Fold","h2a_FDR","SYMBOL"
"h2a_peak_5350",0.144882629,0.129421408,"Lrrc75b"
"h2a_peak_5352",-0.158707201,0.226769422,"Edar"
"h2a_peak_5355",0.154985872,0.197179059,"Pcdh15"
"h2a_peak_5356",0.717804616,9.14e-10,"Cabin1"
"h2a_peak_5357",0.226030989,0.024735793,"Lrrc75b"
"h2a_peak_5357",0.226030989,0.024735793,"Ggt1"
"h2a_peak_5358",0.260731139,0.026331348,"Ust"
"h2a_peak_5359",0.30838529,0.001514174,"Mcu"
"h2a_peak_5360",0.448597494,6.63e-06,"Akap7"
"h2a_peak_5361",0.582478176,1.11e-05,"Lama2"
"h2a_peak_5364",0.59622398,2.22e-10,"Col18a1"
"h2a_peak_5366",0.085998899,0.516711725,"Stx11"
"h2a_peak_5367",-0.100339811,0.394276714,"Ccn2"
"h2a_peak_5368",0.701977053,2.24e-13,"Cnksr3"
"h2a_peak_5369",0.077427309,0.50201541,"Elk3"
"h2a_peak_5370",0.768070022,1.36e-15,"Aig1"
"h2a_peak_5373",0.61688123,4.94e-12,"Ank3"
"h2a_peak_5374",1.051747811,1.25e-27,"Tmtc2"
"h2a_peak_5375",1.653217446,2.06e-35,"Nav3"
"h2a_peak_5377",0.199436634,0.08810178,"Col18a1"
"h2a_peak_5378",0.291398784,0.005609958,"Pcbp3"
"h2a_peak_5379",0.387495445,0.000301798,"Cd63"
"h2a_peak_5379",0.387495445,0.000301798,"Rdh5"
"h2a_peak_5381",0.438297647,2.9e-05,"Utrn"
"h2a_peak_5382",0.463830732,2.41e-05,"Pcdh15"
"h2a_peak_5384",0.266000436,0.018484512,"Rassf3"
"h2a_peak_5385",0.170023654,0.100385395,"Syn3"
"h2a_peak_5386",0.410384647,4.29e-06,"Ank3"
"h2a_peak_5387",-0.138408875,0.200255331,"Btbd11"
"h2a_peak_5391",-0.282907654,0.003004697,"Erbb3"
"h2a_peak_5392",1.074522737,6.78e-25,"Septin10"
"h2a_peak_5392",1.074522737,6.78e-25,"Sowahc"
"h2a_peak_5394",-0.047571319,0.725691138,"Lrrc3"
"h2a_peak_5395",0.899373815,1.16e-21,"Grik2"
"h2a_peak_5396",0.091751007,0.466112067,"Slc35f1"
"h2a_peak_5400",0.177897214,0.114608825,"Foxo3"
"h2a_peak_5402",0.255775172,0.0276349,"Pde7b"
"h2a_peak_5403",0.888719142,2.57e-15,"Ptprk"
"h2a_peak_5404",0.856056741,1.02e-17,"Ptprb"
"h2a_peak_5405",0.467001779,8.61e-06,"E2f7"
"h2a_peak_5406",0.173726848,0.056500979,"Ppp1r14c"
"h2a_peak_5407",0.90693955,4.18e-22,"Tnfaip3"
"h2a_peak_5408",0.328537095,0.000661488,"Slc19a1"
"h2a_peak_5411",0.615760778,8.43e-10,"Ntn4"
"h2a_peak_5412",0.059492368,0.783460068,"Vgll2"
"h2a_peak_5413",0.233648907,0.021405276,"Cabin1"
"h2a_peak_5414",-0.241431168,0.021757453,"Ank3"
"h2a_peak_5415",0.330249707,0.000665526,"Hivep2"
"h2a_peak_5416",0.153565158,0.213369087,"Csrp2"
"h2a_peak_5417",-0.176116104,0.199470569,"Cdh23"
"h2a_peak_5417",-0.176116104,0.199470569,"Gm17455"
"h2a_peak_5418",0.52561485,9.25e-06,"Fyn"
"h2a_peak_5420",1.266912994,2.18e-40,"Mcm9"
"h2a_peak_5421",-0.040752104,0.75520121,"Syn3"
"h2a_peak_5422",-0.322630956,0.001139745,"Mknk2"
"h2a_peak_5423",1.229958404,1.12e-38,"Kera"
"h2a_peak_5424",0.437654149,3.79e-06,"Csrp2"
"h2a_peak_5427",0.017147253,0.902825554,"Nxph4"
"h2a_peak_5428",-0.112083049,0.579744996,"Bend3"
"h2a_peak_5429",0.125757556,0.209690928,"Gas2l3"
"h2a_peak_5430",0.526255286,4.15e-07,"Ilvbl"
"h2a_peak_5431",1.081558201,1.74e-28,"Map3k5"
"h2a_peak_5432",0.200858995,0.031592259,"Rfx4"
"h2a_peak_5433",0.700347749,5.48e-12,"Nhsl1"
"h2a_peak_5434",1.167374878,6.63e-37,"Tmtc2"
"h2a_peak_5436",0.125482703,0.240921034,"Chst11"
"h2a_peak_5438",0.495621337,7.95e-07,"Fgd6"
"h2a_peak_5439",0.089740883,0.435017269,"Fstl3"
"h2a_peak_5439",0.089740883,0.435017269,"Prss57"
"h2a_peak_5440",0.470792571,1.8e-07,"Adgb"
"h2a_peak_5441",0.384837275,0.000870837,"Grip1"
"h2a_peak_5442",0.022567731,0.842865911,"Srgap1"
"h2a_peak_5444",0.20817601,0.035643214,"Rassf3"
"h2a_peak_5447",-0.037974462,0.775869192,"Kcnc2"
"h2a_peak_5449",-0.215132896,0.026287042,"Tspear"
"h2a_peak_5449",-0.215132896,0.026287042,"Gm19402"
"h2a_peak_5450",-0.056904601,0.634596043,"Cyp27b1"
"h2a_peak_5455",-0.170437702,0.077051208,"Anks1b"
"h2a_peak_5457",-0.017815024,0.87166094,"Rsph14"
"h2a_peak_5457",-0.017815024,0.87166094,"Gnaz"
"h2a_peak_5458",0.685216662,1.8e-14,"Utrn"
"h2a_peak_5459",0.375225628,0.000101818,"Fam207a"
"h2a_peak_5460",0.312684376,0.000137146,"Cradd"
"h2a_peak_5461",0.007601837,0.947250318,"Rab36"
"h2a_peak_5462",0.243845664,0.015686913,"Edar"
"h2a_peak_5463",0.578443074,1.2e-06,"Ptprr"
"h2a_peak_5465",0.423227111,2.66e-06,"Cabin1"
"h2a_peak_5466",1.295132184,4.21e-38,"Nav3"
"h2a_peak_5467",1.022644713,3.31e-27,"Nav3"
"h2a_peak_5469",0.27296317,0.00611345,"Ppp1r14c"
"h2a_peak_5470",0.246286466,0.009706789,"Tmcc3"
"h2a_peak_5471",0.67131276,2.7e-10,"Lama2"
"h2a_peak_5472",1.024459914,2.15e-34,"Slc6a15"
"h2a_peak_5473",-0.193988831,0.087647558,"Kitl"
"h2a_peak_5474",0.453433408,7.07e-06,"Nab2"
"h2a_peak_5474",0.453433408,7.07e-06,"Nemp1"
"h2a_peak_5475",0.153315817,0.13682526,"Usp44"
"h2a_peak_5477",0.332762625,0.000128018,"Nav3"
"h2a_peak_5478",0.252300289,0.008734399,"Ctnna3"
"h2a_peak_5478",0.252300289,0.008734399,"Lrrtm3"
"h2a_peak_5480",0.923198987,3.23e-18,"Soga3"
"h2a_peak_5481",-0.138195264,0.130846142,"Phactr2"
"h2a_peak_5482",-0.468920716,1.65e-07,"Crybg1"
"h2a_peak_5483",0.669610011,1.88e-09,"Elk3"
"h2a_peak_5484",-0.428712559,1.32e-05,"Hmga2"
"h2a_peak_5485",0.114227161,0.266724128,"Pald1"
"h2a_peak_5487",0.152243023,0.091263411,"Rhobtb1"
"h2a_peak_5487",0.152243023,0.091263411,"A930033H14Rik"
"h2a_peak_5489",0.341986993,0.000106855,"Marcks"
"h2a_peak_5490",-0.282522596,0.001878706,"Cabin1"
"h2a_peak_5492",-0.380509519,2.8e-06,"Adora2a"
"h2a_peak_5493",0.121561125,0.159021281,"Syn3"
"h2a_peak_5493",0.121561125,0.159021281,"Timp3"
"h2a_peak_5494",0.586652885,4.03e-11,"Map3k5"
"h2a_peak_5495",0.803932227,3.53e-21,"Utrn"
"h2a_peak_5496",-0.527785589,4.4e-08,"Nr2e1"
"h2a_peak_5497",0.957460452,3.23e-27,"Armc2"
"h2a_peak_5499",0.457200204,6.61e-06,"Tph2"
"h2a_peak_5500",0.849773734,1.06e-16,"Ptprk"
"h2a_peak_5502",-0.142201155,0.133246599,"Sh3rf3"
"h2a_peak_5503",-0.052381302,0.691573796,"Grip1"
"h2a_peak_5504",-0.205170708,0.031295247,"Adamtsl5"
"h2a_peak_5505",-0.269348679,0.001753312,"Arhgap9"
"h2a_peak_5505",-0.269348679,0.001753312,"Gli1"
"h2a_peak_5506",0.595431346,2.46e-09,"Nhsl1"
"h2a_peak_5507",-0.208734589,0.042846815,"Gli1"
"h2a_peak_5508",0.486241509,7.42e-08,"Ctnna3"
"h2a_peak_5510",-0.263325683,0.008272416,"Col13a1"
"h2a_peak_5511",1.392076383,7.97e-69,"Nav3"
"h2a_peak_5512",0.592232684,2.36e-11,"Nav3"
"h2a_peak_5513",-0.0591631,0.625675708,"Eya4"
"h2a_peak_5514",0.179058385,0.067739409,"Cd24a"
"h2a_peak_5515",0.141528607,0.141109013,"Cdh23"
"h2a_peak_5516",0.465331577,1.03e-06,"Nhsl1"
"h2a_peak_5517",0.624745931,1.52e-15,"Cited2"
"h2a_peak_5520",-0.324821727,0.006968991,"Adamts14"
"h2a_peak_5521",0.130514519,0.220352799,"Hmga2"
"h2a_peak_5522",-0.004126498,0.966784715,"Cdh23"
"h2a_peak_5524",0.069761119,0.510616582,"Plxnc1"
"h2a_peak_5525",0.799321424,1.55e-15,"Nav3"
"h2a_peak_5526",-0.060554031,0.584173492,"Btbd11"
"h2a_peak_5527",0.02019436,0.862323665,"Arid3a"
"h2a_peak_5528",-0.153295409,0.154554079,"Nxph4"
"h2a_peak_5529",-0.040935486,0.665352882,"Ano4"
"h2a_peak_5530",-0.40112012,3.06e-06,"Slc26a10"
"h2a_peak_5530",-0.40112012,3.06e-06,"Arhgef25"
"h2a_peak_5531",-0.146000962,0.109267294,"Tafa2"
"h2a_peak_5532",-0.279207563,0.001754022,"Cdh23"
"h2a_peak_5533",0.967459562,3.8e-18,"Ptprk"
"h2a_peak_5536",0.345305678,9.56e-05,"Lrig3"
"h2a_peak_5538",0.235622841,0.008764381,"Sgk1"
"h2a_peak_5539",0.351789932,0.000551999,"Lgr5"
"h2a_peak_5540",-0.030284337,0.773317126,"Unc5b"
"h2a_peak_5541",-0.020552812,0.858423745,"Esr1"
"h2a_peak_5542",0.300491248,0.00145439,"Traf3ip2"
"h2a_peak_5544",-0.160379307,0.071319039,"Chst3"
"h2a_peak_5545",-0.416311374,1.07e-05,"Fam241b"
"h2a_peak_5545",-0.416311374,1.07e-05,"Neurog3"
"h2a_peak_5546",0.048611513,0.666145663,"Ctnna3"
"h2a_peak_5546",0.048611513,0.666145663,"Lrrtm3"
"h2a_peak_5547",0.214095004,0.005628617,"Phlda1"
"h2a_peak_5548",-0.156738361,0.125995982,"Tmcc3"
"h2a_peak_5549",0.314413252,0.000110224,"Cabin1"
"h2a_peak_5552",0.296437694,0.004562825,"Ptprk"
"h2a_peak_5553",0.434386682,8.18e-08,"Tspan15"
"h2a_peak_5554",0.053187847,0.57118301,"C2cd4c"
"h2a_peak_5555",-0.156847316,0.08533815,"Gpr6"
"h2a_peak_5556",-0.173474959,0.093638497,"Btbd11"
"h2a_peak_5557",-0.170146106,0.070494821,"Grip1"
"h2a_peak_5558",0.978579733,3.26e-34,"Nav3"
"h2a_peak_5559",0.404847219,1.22e-05,"Csrp2"
"h2a_peak_5560",0.283984262,0.000771013,"Susd2"
"h2a_peak_5561",-0.014725788,0.891004193,"Edar"
"h2a_peak_5562",0.250728599,0.00102285,"Perp"
"h2a_peak_5563",-0.351184314,0.00095303,"Lin28b"
"h2a_peak_5564",-0.148181164,0.171303631,"Btbd11"
"h2a_peak_5565",-0.335526574,0.000441103,"Adamts14"
"h2a_peak_5567",0.01263687,0.912334677,"Samd5"
"h2a_peak_5568",0.183854619,0.030981398,"Lgr5"
"h2a_peak_5569",-0.087089621,0.427533236,"Man1a"
"h2a_peak_5570",0.20704377,0.006652225,"Rsph14"
"h2a_peak_5570",0.20704377,0.006652225,"Gnaz"
"h2a_peak_5571",0.076888616,0.504672098,"Gja1"
"h2a_peak_5572",-0.138367424,0.110075978,"Wif1"
"h2a_peak_5573",0.416226947,3.7e-07,"Hs3st5"
"h2a_peak_5574",0.176869263,0.092766765,"Stac3"
"h2a_peak_5574",0.176869263,0.092766765,"Ndufa4l2"
"h2a_peak_5574",0.176869263,0.092766765,"Shmt2"
"h2a_peak_5575",-0.016812029,0.864069192,"Scml4"
"h2a_peak_5576",0.343740948,0.000424988,"Hey2"
"h2a_peak_5577",0.249164942,0.002819744,"Cabin1"
"h2a_peak_5578",-0.229678713,0.021413724,"Btbd11"
"h2a_peak_5579",0.006213348,0.961469946,"Rspo3"
"h2a_peak_5580",-0.159365731,0.096678176,"Prdm1"
"h2a_peak_5581",-0.098042141,0.322290762,"Myb"
"h2a_peak_5582",-0.175526872,0.062423072,"Socs2"
"h2a_peak_5583",1.257256571,8.08e-59,"Syt1"
"h2a_peak_5584",-0.722769364,1.65e-11,"Tcf21"
"h2a_peak_5585",-0.135655217,0.098957467,"Slc35d3"
"h2a_peak_5585",-0.135655217,0.098957467,"Pex7"
"h2a_peak_5586",-0.541963823,3.38e-10,"Ostm1"
"h2a_peak_5587",-0.157679114,0.110611607,"Egr2"
"h2a_peak_5588",0.368281049,3.68e-06,"Dusp6"
"h2a_peak_5589",0.080527321,0.459219534,"Grip1"
"h2a_peak_5590",-0.020260426,0.858352218,"Syn3"
"h2a_peak_5590",-0.020260426,0.858352218,"Timp3"
"h2a_peak_5591",-0.121383596,0.172295979,"Prdm1"
"h2a_peak_5592",-0.124479357,0.247894398,"Olig3"
"h2a_peak_5593",-0.051959356,0.600773863,"Syn3"
"h2a_peak_5593",-0.051959356,0.600773863,"Timp3"
"h2a_peak_5594",-0.524866206,1.92e-05,"Alx1"
"h2a_peak_5595",-0.080939565,0.421640703,"Hmga2"
"h2a_peak_5596",-0.39975094,2e-05,"Ostm1"
"h2a_peak_5597",-0.472402851,3.94e-07,"Nr2e1"
"h2a_peak_5597",-0.472402851,3.94e-07,"Ostm1"
"h2a_peak_5598",0.556561876,1.68e-11,"Mical1"
"h2a_peak_5598",0.556561876,1.68e-11,"Smpd2"
"h2a_peak_5598",0.556561876,1.68e-11,"Ppil6"
"h2a_peak_5599",-0.412805336,0.000250699,"Sim1"
"h2a_peak_5600",-0.700043335,0.017293767,"Tmem104"
"h2a_peak_5601",-0.250702512,0.350979257,"Irf1"
"h2a_peak_5602",0.343684391,0.191415689,"Timp2"
"h2a_peak_5603",-0.048459518,0.865358899,"Hs3st3b1"
"h2a_peak_5607",-0.185650401,0.462932254,"Sec14l1"
"h2a_peak_5608",-0.519971169,0.025357963,"Tbc1d16"
"h2a_peak_5609",-0.616908816,0.006856621,"Msi2"
"h2a_peak_5610",0.318289728,0.175519441,"Col1a1"
"h2a_peak_5612",-0.611632909,0.006948554,"Sdk2"
"h2a_peak_5613",-0.184854881,0.380150818,"Csf2"
"h2a_peak_5614",-0.290248621,0.154081407,"Camk2b"
"h2a_peak_5615",-0.197376056,0.383687851,"Timp2"
"h2a_peak_5615",-0.197376056,0.383687851,"Cep295nl"
"h2a_peak_5616",-0.773264693,6.25e-05,"Mtmr3"
"h2a_peak_5617",-0.369631614,0.050046017,"Grb10"
"h2a_peak_5618",-0.411497729,0.043014441,"Rai1"
"h2a_peak_5619",0.174362787,0.437714401,"Lpo"
"h2a_peak_5620",-0.427816681,0.028397373,"Slc39a11"
"h2a_peak_5621",-0.40197887,0.047263605,"Stx8"
"h2a_peak_5622",0.115212953,0.586234371,"Map2k6"
"h2a_peak_5624",-0.160367333,0.452925606,"Msi2"
"h2a_peak_5625",-0.660209821,0.000356554,"Jup"
"h2a_peak_5626",-0.018381061,0.938956645,"Hdac5"
"h2a_peak_5628",-0.253587398,0.184946526,"Vwc2"
"h2a_peak_5629",-0.532033985,0.011707962,"Rbfox3"
"h2a_peak_5631",-0.899841469,1.23e-05,"Rap1gap2"
"h2a_peak_5632",-0.917589504,1.61e-06,"Rbfox3"
"h2a_peak_5633",-0.519199072,0.00394829,"Fstl4"
"h2a_peak_5634",-0.309776814,0.098411128,"Phf12"
"h2a_peak_5635",-0.751855272,4.3e-05,"Septin9"
"h2a_peak_5636",-0.141791464,0.514011558,"Flt4"
"h2a_peak_5637",-0.653059167,0.000661799,"Evpl"
"h2a_peak_5638",-0.761683584,9.5e-05,"Rbfox3"
"h2a_peak_5639",-0.826544825,2.32e-06,"Nos2"
"h2a_peak_5640",-0.515998231,0.005621547,"Camk2b"
"h2a_peak_5643",-0.664273383,0.000298758,"Rbfox3"
"h2a_peak_5645",-0.33741961,0.069670254,"Ubald2"
"h2a_peak_5646",0.323872753,0.064679786,"Dock2"
"h2a_peak_5646",0.323872753,0.064679786,"Insyn2b"
"h2a_peak_5647",-0.645836715,0.00031517,"Ccr7"
"h2a_peak_5648",-0.160659429,0.41467479,"Tspoap1"
"h2a_peak_5649",-0.09769885,0.597729924,"Tenm2"
"h2a_peak_5650",-0.45060777,0.016847288,"Srcin1"
"h2a_peak_5651",-0.302175239,0.086534236,"Etv4"
"h2a_peak_5652",-0.175445971,0.343666214,"Ksr1"
"h2a_peak_5653",-0.02391352,0.904221693,"Tenm2"
"h2a_peak_5654",0.031283972,0.875661365,"Cyb561"
"h2a_peak_5655",-0.213884608,0.266713533,"Otop2"
"h2a_peak_5655",-0.213884608,0.266713533,"Ush1g"
"h2a_peak_5656",-0.067035583,0.744016951,"Wnt3"
"h2a_peak_5657",-0.101983387,0.604075468,"Myh13"
"h2a_peak_5658",-0.608955465,0.000420894,"Bcas3"
"h2a_peak_5659",-0.494303759,0.003773568,"4930469K13Rik"
"h2a_peak_5660",-1.321974918,4.17e-13,"Rbfox3"
"h2a_peak_5663",-0.456206321,0.008133636,"Atp10b"
"h2a_peak_5664",-0.412436938,0.015158652,"Ntn1"
"h2a_peak_5666",-0.62695364,0.001164463,"Slc39a11"
"h2a_peak_5667",-0.611642907,0.000390979,"Llgl2"
"h2a_peak_5669",-0.271701398,0.135693671,"Lgals3bp"
"h2a_peak_5670",-0.457990612,0.004740344,"Krt19"
"h2a_peak_5671",-0.148115112,0.450185775,"Grb7"
"h2a_peak_5672",-0.398521246,0.018579874,"Marchf10"
"h2a_peak_5673",-0.497643978,0.004701881,"Marchf10"
"h2a_peak_5674",-0.455059468,0.008723386,"Abr"
"h2a_peak_5676",-0.25175173,0.178446025,"Prkca"
"h2a_peak_5678",-0.572932697,0.000706737,"Baiap2"
"h2a_peak_5679",-0.858801525,2.08e-07,"Hoxb9"
"h2a_peak_5680",-0.225892357,0.171271861,"Tbc1d16"
"h2a_peak_5681",-1.007393587,1.08e-08,"Rnf157"
"h2a_peak_5682",-0.429358796,0.014849297,"Kcnip1"
"h2a_peak_5683",-0.296264775,0.086150775,"Epn3"
"h2a_peak_5684",-0.76027843,9.82e-06,"Sec14l1"
"h2a_peak_5687",-0.236714328,0.178327586,"Hmga1b"
"h2a_peak_5689",-0.153740084,0.402813385,"Abr"
"h2a_peak_5690",-0.481302458,0.004475457,"Rab11fip4"
"h2a_peak_5695",-0.586506286,0.001807007,"Neurod2"
"h2a_peak_5696",-0.508146507,0.002511563,"Rab11fip4"
"h2a_peak_5697",-0.529840897,0.000937916,"Sdk2"
"h2a_peak_5698",-0.19880767,0.283462149,"Cacna1g"
"h2a_peak_5699",-0.617248003,0.000588014,"Dnah2"
"h2a_peak_5700",-0.316934242,0.047639427,"Arhgap44"
"h2a_peak_5701",-0.508410376,0.002748214,"Itgb4"
"h2a_peak_5702",-0.776148041,9.61e-06,"Camk2b"
"h2a_peak_5703",-0.199477874,0.250090756,"Pld2"
"h2a_peak_5704",-0.515957385,0.001304024,"Sdk2"
"h2a_peak_5705",0.077665686,0.661628905,"Gpr75"
"h2a_peak_5705",0.077665686,0.661628905,"Asb3"
"h2a_peak_5706",0.205391544,0.225310905,"Camkk1"
"h2a_peak_5707",-0.826130137,2.39e-06,"Rnf157"
"h2a_peak_5709",-0.872229262,6.69e-08,"Alox15"
"h2a_peak_5710",-0.091802833,0.635355098,"Map3k14"
"h2a_peak_5711",-0.153232021,0.376565047,"Wnt3"
"h2a_peak_5713",-0.369869305,0.031437728,"Ssh2"
"h2a_peak_5714",-0.631709154,0.000209051,"Baiap2"
"h2a_peak_5716",-0.189972888,0.365541174,"Igfbp4"
"h2a_peak_5717",0.172534388,0.323670208,"Lgalsl"
"h2a_peak_5719",0.296824014,0.125634402,"Ctns"
"h2a_peak_5719",0.296824014,0.125634402,"Shpk"
"h2a_peak_5720",-0.899736568,2.41e-06,"Rbfox3"
"h2a_peak_5721",-0.681076764,2.52e-05,"Rab11fip4"
"h2a_peak_5723",3.22e-06,0.999983224,"5730522E02Rik"
"h2a_peak_5725",-0.296676846,0.086212571,"Acly"
"h2a_peak_5727",0.074747126,0.684511034,"Slit3"
"h2a_peak_5728",-0.369653065,0.029170596,"Ttc25"
"h2a_peak_5729",-0.76183466,9.69e-05,"Slc25a10"
"h2a_peak_5731",0.010023541,0.958737995,"Nfe2l1"
"h2a_peak_5732",-0.685092941,1.87e-05,"Tmem94"
"h2a_peak_5736",-0.336954365,0.036809735,"Hdac5"
"h2a_peak_5737",-0.296991599,0.076012172,"Abr"
"h2a_peak_5738",-0.81761073,1.01e-07,"Tbc1d10a"
"h2a_peak_5739",-0.174632729,0.28426332,"Mpp3"
"h2a_peak_5740",0.050123896,0.790680935,"Tns3"
"h2a_peak_5741",0.759506925,3.94e-05,"Mgat1"
"h2a_peak_5742",-0.238311315,0.149023664,"Fstl4"
"h2a_peak_5744",-0.406885044,0.008429027,"Samd14"
"h2a_peak_5747",-0.314343794,0.050901452,"Adap2"
"h2a_peak_5749",-0.012798486,0.954959994,"Nxn"
"h2a_peak_5750",0.001668461,0.99329852,"Abcc3"
"h2a_peak_5752",-0.246237331,0.196659616,"Tekt1"
"h2a_peak_5754",-0.190904904,0.332584605,"Plcd3"
"h2a_peak_5755",-0.329891816,0.03037029,"Kcnip1"
"h2a_peak_5756",0.03388667,0.849311586,"Fasn"
"h2a_peak_5758",-0.52957398,0.001185752,"Ntn1"
"h2a_peak_5759",-0.712041979,3.43e-05,"Myo15b"
"h2a_peak_5759",-0.712041979,3.43e-05,"Recql5"
"h2a_peak_5760",-0.762428176,3.4e-06,"Cacna1g"
"h2a_peak_5762",-0.279681436,0.072655636,"Tenm2"
"h2a_peak_5764",-0.32266651,0.044579545,"Tmem104"
"h2a_peak_5765",-0.644000906,2.64e-05,"Nptx1"
"h2a_peak_5766",-0.417557795,0.011759237,"Msi2"
"h2a_peak_5767",-0.828441959,3.06e-05,"Rbfox3"
"h2a_peak_5768",-0.210690218,0.256833746,"Tenm2"
"h2a_peak_5769",-0.586288961,0.0003358,"Sh3pxd2b"
"h2a_peak_5770",-0.66559295,0.000186246,"Cbx4"
"h2a_peak_5772",-0.774109082,1.11e-05,"Rbfox3"
"h2a_peak_5773",-0.487229905,0.003546996,"Baiap2"
"h2a_peak_5774",-0.441026513,0.004639933,"B3gnt2"
"h2a_peak_5775",-1.002286157,9.09e-10,"Rbfox3"
"h2a_peak_5776",0.110844673,0.50222799,"Slc1a4"
"h2a_peak_5777",-0.240406261,0.148522083,"Sh3pxd2b"
"h2a_peak_5779",-0.413793245,0.013684945,"Trim58"
"h2a_peak_5780",-0.425270156,0.026109764,"Ccm2"
"h2a_peak_5781",-0.539790351,0.002636696,"Sez6"
"h2a_peak_5782",-0.286636667,0.092429827,"Irf1"
"h2a_peak_5784",-0.423535064,0.028073209,"Adam11"
"h2a_peak_5785",-0.251154017,0.093102817,"Myo18a"
"h2a_peak_5785",-0.251154017,0.093102817,"Gm10277"
"h2a_peak_5787",-0.370668473,0.023180804,"Anxa6"
"h2a_peak_5788",-0.306819124,0.066068345,"Rtn4rl1"
"h2a_peak_5790",-0.345140226,0.037239618,"Zfp385c"
"h2a_peak_5791",-0.216062465,0.207407529,"Slit3"
"h2a_peak_5793",-0.59685704,0.000321943,"Myo15b"
"h2a_peak_5794",-0.062809108,0.726727383,"Myh10"
"h2a_peak_5796",0.03371812,0.869786775,"Tenm2"
"h2a_peak_5798",0.056284433,0.744978801,"Slit3"
"h2a_peak_5800",-0.184415365,0.335659977,"Gpr179"
"h2a_peak_5801",-0.688218657,6.44e-06,"Tns3"
"h2a_peak_5803",-0.06796834,0.687320814,"Hap1"
"h2a_peak_5804",-0.386659241,0.020773934,"Spns3"
"h2a_peak_5805",-0.438741182,0.011238824,"Caskin2"
"h2a_peak_5806",-0.291306759,0.095890143,"Cyb561"
"h2a_peak_5808",-0.404379157,0.007497523,"Nos2"
"h2a_peak_5809",-0.07153677,0.688341588,"Commd1b"
"h2a_peak_5810",-0.217482819,0.178387555,"Mrc2"
"h2a_peak_5811",-0.439281896,0.003600964,"Abr"
"h2a_peak_5813",-0.08967567,0.615534936,"Cuedc1"
"h2a_peak_5814",-0.231487374,0.17248512,"Abca13"
"h2a_peak_5815",0.006829137,0.972011828,"Tom1l2"
"h2a_peak_5816",-0.123813986,0.494838634,"Fstl4"
"h2a_peak_5817",-0.670346847,2.37e-05,"Rai1"
"h2a_peak_5818",-0.215089524,0.20805706,"Zmat5"
"h2a_peak_5819",-0.472694848,0.006445602,"Tenm2"
"h2a_peak_5820",-0.143902067,0.437135475,"Grb10"
"h2a_peak_5821",-0.051008589,0.808390363,"Rara"
"h2a_peak_5822",0.006664478,0.971581167,"Camk2b"
"h2a_peak_5824",-0.88342982,4.23e-08,"Myo18a"
"h2a_peak_5826",-0.283361097,0.084835043,"Ppp1r9b"
"h2a_peak_5827",0.33079768,0.068742314,"Gas7"
"h2a_peak_5828",-0.272659086,0.079808298,"Zfp385c"
"h2a_peak_5830",-0.438944182,0.002449049,"Pitpnm3"
"h2a_peak_5832",-0.383549358,0.018602615,"Sdk2"
"h2a_peak_5835",-0.86716207,3.89e-08,"Rbfox3"
"h2a_peak_5836",-0.318097065,0.039808825,"Camk2b"
"h2a_peak_5837",-0.343251459,0.043085723,"Myo18a"
"h2a_peak_5838",-0.855969034,3.37e-06,"Rbfox3"
"h2a_peak_5839",-0.129385423,0.454370849,"Crhr1"
"h2a_peak_5840",-0.714186501,1.3e-05,"Plekhh3"
"h2a_peak_5841",-0.235966639,0.158241826,"Pitpnc1"
"h2a_peak_5842",0.007896211,0.966451422,"Tenm2"
"h2a_peak_5843",-0.32007244,0.035328477,"B3gnt2"
"h2a_peak_5844",-1.108719324,7.26e-14,"Slc25a10"
"h2a_peak_5845",-0.224013062,0.160911132,"Marchf10"
"h2a_peak_5846",0.165346591,0.329537829,"Spred2"
"h2a_peak_5847",-0.767951764,1.13e-05,"Ube2o"
"h2a_peak_5848",-0.31587908,0.041429253,"Sez6"
"h2a_peak_5849",-0.558996549,0.000580071,"Erbb2"
"h2a_peak_5850",0.204835524,0.196260126,"Tenm2"
"h2a_peak_5852",-0.212828043,0.201460293,"Plekhh3"
"h2a_peak_5852",-0.212828043,0.201460293,"Cntnap1"
"h2a_peak_5853",-0.24475511,0.175646067,"Septin9"
"h2a_peak_5854",-0.289727255,0.07316882,"Cacng4"
"h2a_peak_5855",0.147514381,0.357072963,"Fads6"
"h2a_peak_5856",-0.745279756,1.04e-06,"Rptor"
"h2a_peak_5857",-0.25960402,0.110584691,"Cuedc1"
"h2a_peak_5858",-0.190233111,0.228848711,"Galnt10"
"h2a_peak_5859",-0.801595458,2.32e-06,"Dnah17"
"h2a_peak_5861",-0.039426504,0.825139345,"Crhr1"
"h2a_peak_5864",-0.137977999,0.415427225,"Tmem132e"
"h2a_peak_5865",0.402673649,0.005399322,"Tns3"
"h2a_peak_5866",-0.091271507,0.563108606,"Slc39a11"
"h2a_peak_5867",0.092401358,0.625670879,"Tmem95"
"h2a_peak_5867",0.092401358,0.625670879,"Kctd11"
"h2a_peak_5868",0.889559743,2.78e-07,"Ebf1"
"h2a_peak_5869",-0.114573412,0.551059588,"Arhgap23"
"h2a_peak_5871",-0.187029406,0.239276641,"Slc39a11"
"h2a_peak_5872",-0.34742086,0.035300244,"Rptor"
"h2a_peak_5875",-0.027616748,0.887146329,"Epn2"
"h2a_peak_5876",-0.22822297,0.146169919,"Dhrs7c"
"h2a_peak_5877",-0.293474779,0.047446929,"Zfp652"
