gene_name	chr	mch_sig	in_state
L3mbtl1	chr2	TRUE	FALSE
Cplx1	chr5	TRUE	FALSE
Hltf	chr3	TRUE	FALSE
Casr	chr16	TRUE	FALSE
Scrg1	chr8	TRUE	TRUE
Kcnk3	chr5	TRUE	FALSE
Lum	chr10	TRUE	FALSE
Gm21992	chr19	TRUE	FALSE
Ciita	chr16	TRUE	FALSE
Rapgef3	chr15	TRUE	FALSE
Tspan5	chr3	TRUE	FALSE
Alkbh6	chr7	TRUE	FALSE
Vapb	chr2	TRUE	FALSE
Actl6b	chr5	TRUE	FALSE
Prkacb	chr3	TRUE	FALSE
Adcy1	chr11	TRUE	FALSE
Ass1	chr2	TRUE	FALSE
Slc35f1	chr10	TRUE	FALSE
Golga7	chr8	TRUE	FALSE
Ntm	chr9	TRUE	FALSE
Adgrg4	chrX	TRUE	TRUE
Rab28	chr5	TRUE	FALSE
Ubr5	chr15	TRUE	FALSE
Pef1	chr4	TRUE	FALSE
Rabep1	chr11	TRUE	FALSE
Zfp474	chr18	TRUE	FALSE
Fgd3	chr13	TRUE	FALSE
Fzd7	chr1	TRUE	FALSE
Acacb	chr5	TRUE	FALSE
Gap43	chr16	TRUE	FALSE
Zap70	chr1	TRUE	FALSE
Hdlbp	chr1	TRUE	FALSE
Spink10	chr18	TRUE	TRUE
Rhbdl1	chr17	TRUE	FALSE
Aff2	chrX	TRUE	FALSE
Hrh1	chr6	TRUE	FALSE
Sin3a	chr9	TRUE	FALSE
Fam171a1	chr2	TRUE	FALSE
Cand1	chr10	TRUE	FALSE
Cps1	chr1	TRUE	TRUE
Lars2	chr9	TRUE	FALSE
Ltk	chr2	TRUE	FALSE
Fbxl18	chr5	TRUE	FALSE
Rock1	chr18	TRUE	FALSE
Pkn1	chr8	TRUE	FALSE
Ppp1r21	chr17	TRUE	FALSE
Sptlc1	chr13	TRUE	FALSE
Mlec	chr5	TRUE	FALSE
Gm20695	chr16	TRUE	FALSE
Krt80	chr15	TRUE	FALSE
Ncbp3	chr11	TRUE	FALSE
Acsf2	chr11	TRUE	FALSE
Tmem87b	chr2	TRUE	FALSE
Uox	chr3	TRUE	FALSE
Baz1b	chr5	TRUE	FALSE
Mrgpre	chr7	TRUE	FALSE
Ckap5	chr2	TRUE	FALSE
Cttnbp2	chr6	TRUE	FALSE
Ptpn2	chr18	TRUE	FALSE
A630023A22Rik	chr14	TRUE	FALSE
Ackr1	chr1	TRUE	FALSE
Zfp101	chr17	TRUE	FALSE
Ccdc187	chr2	TRUE	FALSE
Arhgef33	chr17	TRUE	FALSE
Picalm	chr7	TRUE	FALSE
Arl13b	chr16	TRUE	FALSE
P2rx4	chr5	TRUE	FALSE
Kcnq5	chr1	TRUE	FALSE
Alpk2	chr18	TRUE	FALSE
Tbc1d32	chr10	TRUE	FALSE
Asap1	chr15	TRUE	FALSE
Clec18a	chr8	TRUE	FALSE
Rnf149	chr1	TRUE	FALSE
Polr3b	chr10	TRUE	FALSE
Atp6v0a1	chr11	TRUE	FALSE
Eif4a1	chr11	TRUE	FALSE
Pcdha9	chr18	TRUE	FALSE
Vmn1r21	chr6	TRUE	TRUE
Hnf4a	chr2	TRUE	FALSE
Enpp2	chr15	TRUE	FALSE
Kdm2b	chr5	TRUE	FALSE
Tjap1	chr17	TRUE	FALSE
Lekr1	chr3	TRUE	FALSE
Rft1	chr14	TRUE	FALSE
Cog4	chr8	TRUE	FALSE
Tcp11l1	chr2	TRUE	FALSE
Pik3r1	chr13	TRUE	FALSE
Lin52	chr12	TRUE	FALSE
P3h4	chr11	TRUE	FALSE
Ankhd1	chr18	TRUE	FALSE
Chrna2	chr14	TRUE	FALSE
Loxl1	chr9	TRUE	FALSE
Ctcf	chr8	TRUE	FALSE
Mpp6	chr6	TRUE	FALSE
Gm45062	chr6	TRUE	FALSE
Pbx3	chr2	TRUE	FALSE
Fosl2	chr5	TRUE	FALSE
Mcf2	chrX	TRUE	FALSE
Nccrp1	chr7	TRUE	FALSE
Gm14393	chr2	TRUE	TRUE
Lmbrd1	chr1	TRUE	FALSE
Kif5a	chr10	TRUE	FALSE
Fbxo41	chr6	TRUE	FALSE
E2f1	chr2	TRUE	FALSE
Dnajc11	chr4	TRUE	FALSE
Myo10	chr15	TRUE	FALSE
Itpk1	chr12	TRUE	FALSE
Plekhg3	chr12	TRUE	FALSE
Pakap	chr4	TRUE	FALSE
Ercc6l2	chr13	TRUE	FALSE
Mctp1	chr13	TRUE	FALSE
Ubp1	chr9	TRUE	FALSE
Crmp1	chr5	TRUE	FALSE
Olfr1495	chr19	TRUE	FALSE
Gabrr2	chr4	TRUE	FALSE
Ube4b	chr4	TRUE	FALSE
Atp2a2	chr5	TRUE	FALSE
Popdc3	chr10	TRUE	FALSE
Mgat3	chr15	TRUE	FALSE
Arhgap39	chr15	TRUE	FALSE
Mcm3ap	chr10	TRUE	FALSE
Mapk14	chr17	TRUE	FALSE
CN725425	chr15	TRUE	TRUE
Scn9a	chr2	TRUE	FALSE
Slc26a4	chr12	TRUE	FALSE
Dnajb13	chr7	TRUE	TRUE
Ndc1	chr4	TRUE	FALSE
Qk	chr17	TRUE	FALSE
Eml6	chr11	TRUE	FALSE
Klhl26	chr8	TRUE	FALSE
Pikfyve	chr1	TRUE	FALSE
Col14a1	chr15	TRUE	FALSE
Mindy4	chr6	TRUE	FALSE
Pced1b	chr15	TRUE	FALSE
Cdc42bpg	chr19	TRUE	FALSE
Rimklb	chr6	TRUE	FALSE
Tnfsf8	chr4	TRUE	FALSE
Rnf217	chr10	TRUE	FALSE
Mal	chr2	TRUE	FALSE
Mbtd1	chr11	TRUE	FALSE
Rsph6a	chr7	TRUE	FALSE
Kcnk2	chr1	TRUE	FALSE
Vsig10	chr5	TRUE	FALSE
Cd163	chr6	TRUE	FALSE
Uimc1	chr13	TRUE	FALSE
Cdk19	chr10	TRUE	FALSE
Fam163a	chr1	TRUE	FALSE
Prkd3	chr17	TRUE	FALSE
Kcnk10	chr12	TRUE	FALSE
Acot7	chr4	TRUE	FALSE
Ripor2	chr13	TRUE	FALSE
Elovl5	chr9	TRUE	FALSE
Pcnt	chr10	TRUE	FALSE
Trappc10	chr10	TRUE	FALSE
Desi1	chr15	TRUE	FALSE
Ldb2	chr5	TRUE	FALSE
3110082I17Rik	chr5	TRUE	FALSE
Shc2	chr10	TRUE	FALSE
Ankub1	chr3	TRUE	FALSE
Klhl31	chr9	TRUE	TRUE
Jdp2	chr12	TRUE	FALSE
Kcnmb2	chr3	TRUE	FALSE
Kcnip1	chr11	TRUE	FALSE
Smim5	chr11	TRUE	FALSE
Il27ra	chr8	TRUE	FALSE
P2ry6	chr7	TRUE	FALSE
Otop2	chr11	TRUE	FALSE
F12	chr13	TRUE	FALSE
Ptpn14	chr1	TRUE	FALSE
Sox5	chr6	TRUE	FALSE
Rpia	chr6	TRUE	FALSE
Fat3	chr9	TRUE	FALSE
Dnaic2	chr11	TRUE	FALSE
Bcl2l13	chr6	TRUE	FALSE
Ankib1	chr5	TRUE	FALSE
Cntn1	chr15	TRUE	FALSE
Vkorc1l1	chr5	TRUE	FALSE
Fam228a	chr12	TRUE	TRUE
Heyl	chr4	TRUE	FALSE
Cdc42bpb	chr12	TRUE	FALSE
Qrich1	chr9	TRUE	FALSE
Zeb1	chr18	TRUE	FALSE
Serpina3a	chr12	TRUE	TRUE
Olfr112	chr17	TRUE	TRUE
Gramd2	chr9	TRUE	FALSE
Orc4	chr2	TRUE	FALSE
Svop	chr5	TRUE	FALSE
Rprd2	chr3	TRUE	FALSE
Trip12	chr1	TRUE	FALSE
Nat8f6	chr6	TRUE	FALSE
Nup155	chr15	TRUE	FALSE
Akap10	chr11	TRUE	FALSE
Rap2a	chr14	TRUE	FALSE
Ehd2	chr7	TRUE	FALSE
Foxn2	chr17	TRUE	FALSE
Zfp521	chr18	TRUE	FALSE
Cep70	chr9	TRUE	FALSE
Umad1	chr6	TRUE	FALSE
Grm8	chr6	TRUE	FALSE
Foxk1	chr5	TRUE	FALSE
Cldn1	chr16	TRUE	FALSE
Afmid	chr11	TRUE	FALSE
Stat6	chr10	TRUE	FALSE
Elavl1	chr8	TRUE	FALSE
Faxc	chr4	TRUE	FALSE
Srpx	chrX	TRUE	FALSE
Ano7	chr1	TRUE	TRUE
Gata3	chr2	TRUE	FALSE
Cpa2	chr6	TRUE	FALSE
Arhgap27	chr11	TRUE	FALSE
Hcfc2	chr10	TRUE	FALSE
Atp6v0a4	chr6	TRUE	FALSE
Sypl	chr12	TRUE	FALSE
Wasf3	chr5	TRUE	FALSE
Txlnb	chr10	TRUE	FALSE
Hes3	chr4	TRUE	FALSE
Trim29	chr9	TRUE	FALSE
Eif4b	chr15	TRUE	FALSE
Ush1c	chr7	TRUE	FALSE
A4galt	chr15	TRUE	FALSE
Fgfr3	chr5	TRUE	FALSE
Adamts2	chr11	TRUE	FALSE
Wasl	chr6	TRUE	FALSE
Ccz1	chr5	TRUE	FALSE
Pstpip1	chr9	TRUE	FALSE
Nckap1l	chr15	TRUE	TRUE
Fam163b	chr2	TRUE	FALSE
Dchs2	chr3	TRUE	FALSE
Cacng3	chr7	TRUE	FALSE
Trmt9b	chr8	TRUE	FALSE
Hspbap1	chr16	TRUE	FALSE
Ptprz1	chr6	TRUE	FALSE
Edil3	chr13	TRUE	FALSE
Acnat1	chr4	TRUE	TRUE
Klhl3	chr13	TRUE	FALSE
Cd99l2	chrX	TRUE	FALSE
Pwwp2b	chr7	TRUE	FALSE
Scn4b	chr9	TRUE	FALSE
Nek1	chr8	TRUE	FALSE
Capn7	chr14	TRUE	FALSE
Arhgef6	chrX	TRUE	FALSE
Alx4	chr2	TRUE	FALSE
Rfx8	chr1	TRUE	FALSE
Tle4	chr19	TRUE	FALSE
Arl2bp	chr8	TRUE	FALSE
Prss12	chr3	TRUE	FALSE
Srrm1	chr4	TRUE	FALSE
Xylt1	chr7	TRUE	FALSE
Trim55	chr3	TRUE	FALSE
Ago2	chr15	TRUE	FALSE
Lims1	chr10	TRUE	FALSE
Neo1	chr9	TRUE	FALSE
Slc44a3	chr3	TRUE	FALSE
Kif21b	chr1	TRUE	FALSE
Mob1b	chr5	TRUE	FALSE
Hs3st1	chr5	TRUE	FALSE
Atg13	chr2	TRUE	FALSE
Cystm1	chr18	TRUE	FALSE
Uqcc1	chr2	TRUE	FALSE
Parg	chr14	TRUE	FALSE
Tmem184b	chr15	TRUE	FALSE
Ankrd55	chr13	TRUE	FALSE
Itgb3bp	chr4	TRUE	FALSE
Slc47a1	chr11	TRUE	FALSE
Asb3	chr11	TRUE	FALSE
Extl3	chr14	TRUE	FALSE
Nudt3	chr17	TRUE	FALSE
Ifnar2	chr16	TRUE	FALSE
Osmr	chr15	TRUE	FALSE
Eif4e3	chr6	TRUE	FALSE
Anapc1	chr2	TRUE	FALSE
Col5a2	chr1	TRUE	FALSE
Dgkh	chr14	TRUE	FALSE
Cpq	chr15	TRUE	FALSE
Pkd1l2	chr8	TRUE	FALSE
Fgd4	chr16	TRUE	FALSE
Atp6v1g3	chr1	TRUE	FALSE
Muc2	chr7	TRUE	FALSE
Mettl9	chr7	TRUE	FALSE
Ehhadh	chr16	TRUE	FALSE
Gnai3	chr3	TRUE	FALSE
Snx24	chr18	TRUE	FALSE
Abcg3	chr5	TRUE	TRUE
Dnaaf5	chr5	TRUE	FALSE
Tacc1	chr8	TRUE	FALSE
Slc6a17	chr3	TRUE	FALSE
Olfr1324	chrX	TRUE	FALSE
Olfr954	chr9	TRUE	TRUE
Ano10	chr9	TRUE	FALSE
Wnt7b	chr15	TRUE	FALSE
Psmd12	chr11	TRUE	FALSE
Pdgfc	chr3	TRUE	FALSE
Exog	chr9	TRUE	FALSE
Crisp2	chr17	TRUE	TRUE
Lcp2	chr11	TRUE	FALSE
Ak1	chr2	TRUE	FALSE
Tmbim7	chr5	TRUE	TRUE
Hadh	chr3	TRUE	FALSE
Cdh1	chr8	TRUE	FALSE
Lrrc27	chr7	TRUE	FALSE
Ranbp2	chr10	TRUE	FALSE
Col15a1	chr4	TRUE	FALSE
Cyp19a1	chr9	TRUE	FALSE
Wscd2	chr5	TRUE	FALSE
Lonrf3	chrX	TRUE	FALSE
Cttn	chr7	TRUE	FALSE
Phldb2	chr16	TRUE	FALSE
Wsb2	chr5	TRUE	FALSE
Zc3hav1l	chr6	TRUE	FALSE
Glb1	chr9	TRUE	FALSE
Fgfr4	chr13	TRUE	FALSE
Crem	chr18	TRUE	FALSE
Magi3	chr3	TRUE	FALSE
4931428L18Rik	chr1	TRUE	FALSE
Pdgfa	chr5	TRUE	FALSE
Sema6a	chr18	TRUE	FALSE
Ppp1r16b	chr2	TRUE	FALSE
Stx2	chr5	TRUE	FALSE
Mthfsd	chr8	TRUE	FALSE
Dapp1	chr3	TRUE	FALSE
Cmas	chr6	TRUE	FALSE
Kbtbd11	chr8	TRUE	FALSE
Zfp652	chr11	TRUE	FALSE
Ngf	chr3	TRUE	FALSE
Zbtb6	chr2	TRUE	FALSE
Ash1l	chr3	TRUE	FALSE
Dnaja2	chr8	TRUE	FALSE
Smarca5	chr8	TRUE	FALSE
Hpca	chr4	TRUE	FALSE
Pla2g4e	chr2	TRUE	FALSE
Baiap3	chr17	TRUE	FALSE
Gm2115	chr7	TRUE	FALSE
Sptb	chr12	TRUE	FALSE
Spint3	chr2	TRUE	TRUE
Adcyap1r1	chr6	TRUE	FALSE
Enox2	chrX	TRUE	FALSE
Immp2l	chr12	TRUE	FALSE
Anks4b	chr7	TRUE	FALSE
Smarcc2	chr10	TRUE	FALSE
2700049A03Rik	chr12	TRUE	FALSE
Fam102b	chr3	TRUE	FALSE
Gm5592	chr7	TRUE	TRUE
Prim2	chr1	TRUE	FALSE
Npepps	chr11	TRUE	FALSE
Zfp362	chr4	TRUE	FALSE
Hhipl1	chr12	TRUE	FALSE
Npat	chr9	TRUE	FALSE
Plekho2	chr9	TRUE	FALSE
Aldh5a1	chr13	TRUE	FALSE
Kif21a	chr15	TRUE	FALSE
Kmt2e	chr5	TRUE	FALSE
Adad1	chr3	TRUE	TRUE
Onecut2	chr18	TRUE	FALSE
Wwp2	chr8	TRUE	FALSE
Flywch1	chr17	TRUE	FALSE
Fer	chr17	TRUE	FALSE
P2ry14	chr3	TRUE	FALSE
Fam71f2	chr6	TRUE	TRUE
Rbm27	chr18	TRUE	FALSE
Tph2	chr10	TRUE	FALSE
Gcgr	chr11	TRUE	FALSE
Sycp1	chr3	TRUE	TRUE
Sgsm1	chr5	TRUE	FALSE
Agap2	chr10	TRUE	FALSE
Dctn1	chr6	TRUE	FALSE
Mettl26	chr17	TRUE	TRUE
Smarcal1	chr1	TRUE	FALSE
Cdk13	chr13	TRUE	FALSE
Sult2b1	chr7	TRUE	FALSE
Aknad1	chr3	TRUE	TRUE
Crybg1	chr10	TRUE	FALSE
Adra1b	chr11	TRUE	FALSE
Nck1	chr9	TRUE	FALSE
Sertad4	chr1	TRUE	FALSE
Cabp7	chr11	TRUE	FALSE
Slit3	chr11	TRUE	FALSE
Thoc2	chrX	TRUE	FALSE
Ppp1cb	chr5	TRUE	FALSE
Frmpd2	chr14	TRUE	FALSE
Trmt13	chr3	TRUE	FALSE
Gmeb1	chr4	TRUE	FALSE
Coro2a	chr4	TRUE	FALSE
Krt5	chr15	TRUE	FALSE
Cdkl1	chr12	TRUE	FALSE
Sesn2	chr4	TRUE	FALSE
Grin3a	chr4	TRUE	FALSE
Clip1	chr5	TRUE	FALSE
Blnk	chr19	TRUE	FALSE
Foxj1	chr11	TRUE	FALSE
Phf12	chr11	TRUE	FALSE
Papln	chr12	TRUE	FALSE
Bahd1	chr2	TRUE	FALSE
Cc2d2a	chr5	TRUE	FALSE
Depdc7	chr2	TRUE	FALSE
Tbc1d10a	chr11	TRUE	FALSE
Nyx	chrX	TRUE	FALSE
Hnrnpk	chr13	TRUE	FALSE
Col8a1	chr16	TRUE	FALSE
Slc25a21	chr12	TRUE	FALSE
Agbl4	chr4	TRUE	FALSE
Ajuba	chr14	TRUE	FALSE
Rock2	chr12	TRUE	FALSE
Mapre3	chr5	TRUE	FALSE
Dsn1	chr2	TRUE	FALSE
Tmprss11e	chr5	TRUE	TRUE
Cxcr5	chr9	TRUE	FALSE
Slc6a9	chr4	TRUE	FALSE
Slamf6	chr1	TRUE	TRUE
Kansl1l	chr1	TRUE	FALSE
Aspscr1	chr11	TRUE	FALSE
Sesn1	chr10	TRUE	FALSE
Cttnbp2nl	chr3	TRUE	FALSE
Olfm2	chr9	TRUE	FALSE
6330411D24Rik	chr4	TRUE	FALSE
Tll1	chr8	TRUE	FALSE
Nedd4	chr9	TRUE	FALSE
Nox1	chrX	TRUE	FALSE
Lrriq3	chr3	TRUE	FALSE
Pknox1	chr17	TRUE	FALSE
Klc1	chr12	TRUE	FALSE
Pkd1l3	chr8	TRUE	FALSE
Sidt1	chr16	TRUE	FALSE
Epb41l1	chr2	TRUE	FALSE
Abl2	chr1	TRUE	FALSE
Map3k20	chr2	TRUE	FALSE
Rps6ka5	chr12	TRUE	FALSE
Evc2	chr5	TRUE	FALSE
Gm4924	chr10	TRUE	TRUE
Nwd1	chr8	TRUE	TRUE
Tut4	chr4	TRUE	FALSE
Terf2	chr8	TRUE	FALSE
Ano9	chr7	TRUE	FALSE
Kcnh7	chr2	TRUE	FALSE
Spag6l	chr16	TRUE	TRUE
B4galt1	chr4	TRUE	FALSE
3830406C13Rik	chr14	TRUE	FALSE
Ddah1	chr3	TRUE	FALSE
Rbm41	chrX	TRUE	FALSE
Cdc42ep5	chr7	TRUE	FALSE
Trpc4ap	chr2	TRUE	FALSE
Dexi	chr16	TRUE	FALSE
Gmds	chr13	TRUE	FALSE
Napa	chr7	TRUE	FALSE
Tekt5	chr16	TRUE	FALSE
Fzd6	chr15	TRUE	FALSE
Trip11	chr12	TRUE	FALSE
Lman2	chr13	TRUE	FALSE
Ptprj	chr2	TRUE	FALSE
Il13ra1	chrX	TRUE	FALSE
Lrrc3	chr10	TRUE	FALSE
Whamm	chr7	TRUE	FALSE
Arhgap18	chr10	TRUE	FALSE
Rasl12	chr9	TRUE	FALSE
Prorp	chr12	TRUE	FALSE
Trappc9	chr15	TRUE	FALSE
Qrich2	chr11	TRUE	FALSE
Slc12a6	chr2	TRUE	FALSE
Grb2	chr11	TRUE	FALSE
Atf7ip2	chr16	TRUE	FALSE
Agps	chr2	TRUE	FALSE
Car8	chr4	TRUE	FALSE
Gfpt1	chr6	TRUE	FALSE
Med25	chr7	TRUE	FALSE
Rpgrip1l	chr8	TRUE	FALSE
Phf3	chr1	TRUE	FALSE
Slc28a3	chr13	TRUE	FALSE
Mgam	chr6	TRUE	TRUE
Sgcg	chr14	TRUE	FALSE
Vwa5b1	chr4	TRUE	FALSE
Wnt10a	chr1	TRUE	FALSE
Inpp5b	chr4	TRUE	FALSE
Ablim3	chr18	TRUE	FALSE
Cbln3	chr14	TRUE	FALSE
Vcan	chr13	TRUE	FALSE
Prkdc	chr16	TRUE	FALSE
Hook3	chr8	TRUE	FALSE
Usp44	chr10	TRUE	FALSE
Rap1gap	chr4	TRUE	FALSE
Mtx2	chr2	TRUE	FALSE
H2-Aa	chr17	TRUE	TRUE
Olfml3	chr3	TRUE	FALSE
Tns1	chr1	TRUE	FALSE
Arfgap3	chr15	TRUE	FALSE
Pax4	chr6	TRUE	FALSE
Decr1	chr4	TRUE	FALSE
Cpne2	chr8	TRUE	FALSE
Micos10	chr4	TRUE	FALSE
Gbp3	chr3	TRUE	FALSE
Tmem132e	chr11	TRUE	FALSE
Dnajc17	chr2	TRUE	FALSE
Sohlh2	chr3	TRUE	TRUE
Serp2	chr14	TRUE	FALSE
Cfap45	chr1	TRUE	FALSE
Rab40b	chr11	TRUE	FALSE
Etv3	chr3	TRUE	FALSE
Ift140	chr17	TRUE	FALSE
Enpp7	chr11	TRUE	TRUE
Slc16a14	chr1	TRUE	FALSE
Ensa	chr3	TRUE	FALSE
Fam185a	chr5	TRUE	FALSE
Taf2	chr15	TRUE	FALSE
Ppm1h	chr10	TRUE	FALSE
Slc4a8	chr15	TRUE	FALSE
Mgarp	chr3	TRUE	FALSE
Shc3	chr13	TRUE	FALSE
Ntng1	chr3	TRUE	FALSE
Ace	chr11	TRUE	FALSE
Gab3	chrX	TRUE	FALSE
Grem2	chr1	TRUE	FALSE
Bora	chr14	TRUE	FALSE
Lrrc51	chr7	TRUE	FALSE
Nefm	chr14	TRUE	FALSE
Rbpms2	chr9	TRUE	FALSE
Sema7a	chr9	TRUE	FALSE
Adora3	chr3	TRUE	FALSE
Hnf4g	chr3	TRUE	FALSE
Ccm2l	chr2	TRUE	FALSE
Cstf2	chrX	TRUE	FALSE
Kcnip2	chr19	TRUE	FALSE
Deaf1	chr7	TRUE	FALSE
Ctc1	chr11	TRUE	FALSE
Fam114a1	chr5	TRUE	FALSE
Nfatc2	chr2	TRUE	FALSE
Cyfip2	chr11	TRUE	FALSE
Hmcn1	chr1	TRUE	FALSE
Tmem44	chr16	TRUE	FALSE
Eif5b	chr1	TRUE	FALSE
Stox1	chr10	TRUE	FALSE
Camsap2	chr1	TRUE	FALSE
Slc41a3	chr6	TRUE	FALSE
Ralbp1	chr17	TRUE	FALSE
Sarm1	chr11	TRUE	FALSE
Atr	chr9	TRUE	FALSE
Ush1g	chr11	TRUE	FALSE
Macc1	chr12	TRUE	TRUE
Capn5	chr7	TRUE	FALSE
Chst7	chrX	TRUE	FALSE
Pnpla1	chr17	TRUE	FALSE
Sh3kbp1	chrX	TRUE	FALSE
C130026I21Rik	chr1	TRUE	FALSE
Hs2st1	chr3	TRUE	FALSE
Ramp3	chr11	TRUE	FALSE
Acot3	chr12	TRUE	FALSE
Rapgef4	chr2	TRUE	FALSE
Slc18a1	chr8	TRUE	FALSE
Rasal1	chr5	TRUE	FALSE
Pfkfb2	chr1	TRUE	FALSE
Nufip2	chr11	TRUE	FALSE
Wdr78	chr4	TRUE	FALSE
Wdr41	chr13	TRUE	FALSE
Acss3	chr10	TRUE	FALSE
Ilf3	chr9	TRUE	FALSE
Cwf19l1	chr19	TRUE	FALSE
Col25a1	chr3	TRUE	FALSE
4931428F04Rik	chr8	TRUE	FALSE
Jcad	chr18	TRUE	FALSE
Tcf7l1	chr6	TRUE	FALSE
Man2b1	chr8	TRUE	FALSE
Glrb	chr3	TRUE	FALSE
Ebf4	chr2	TRUE	FALSE
Slc25a46	chr18	TRUE	FALSE
Plekhg6	chr6	TRUE	FALSE
Irak2	chr6	TRUE	FALSE
Shmt1	chr11	TRUE	TRUE
Rnf145	chr11	TRUE	FALSE
Gm14862	chrX	TRUE	FALSE
Sik1	chr17	TRUE	FALSE
Nap1l4	chr7	TRUE	FALSE
Med24	chr11	TRUE	FALSE
Ctdp1	chr18	TRUE	FALSE
Dpy19l2	chr9	TRUE	FALSE
Atp6v1h	chr1	TRUE	FALSE
Ift80	chr3	TRUE	FALSE
Nxph4	chr10	TRUE	FALSE
Zbtb4	chr11	TRUE	FALSE
Tnfsf13	chr11	TRUE	FALSE
Serpinb6e	chr13	TRUE	TRUE
Arhgap42	chr9	TRUE	FALSE
Ltbp2	chr12	TRUE	FALSE
Rnf180	chr13	TRUE	FALSE
Vegfa	chr17	TRUE	FALSE
Aox2	chr1	TRUE	FALSE
Ror1	chr4	TRUE	FALSE
Ccdc144b	chr3	TRUE	TRUE
Git2	chr5	TRUE	FALSE
Psmf1	chr2	TRUE	FALSE
Gm28551	chr1	TRUE	FALSE
Gm49496	chr13	TRUE	FALSE
Scap	chr9	TRUE	FALSE
Bcas1	chr2	TRUE	FALSE
Cryl1	chr14	TRUE	FALSE
Sfrp5	chr19	TRUE	FALSE
Mbd2	chr18	TRUE	FALSE
Tmem41a	chr16	TRUE	FALSE
Kif14	chr1	TRUE	FALSE
Sparc	chr11	TRUE	FALSE
Slc22a22	chr15	TRUE	FALSE
Srgn	chr10	TRUE	FALSE
F11r	chr1	TRUE	FALSE
Atp8b5	chr4	TRUE	FALSE
Gm42906	chr5	TRUE	FALSE
Tulp4	chr17	TRUE	FALSE
Abi3	chr11	TRUE	FALSE
Prkcq	chr2	TRUE	FALSE
Sbno2	chr10	TRUE	FALSE
Cd8b1	chr6	TRUE	TRUE
Apol11b	chr15	TRUE	TRUE
Sugp1	chr8	TRUE	FALSE
Vmn2r107	chr17	TRUE	TRUE
Nid1	chr13	TRUE	FALSE
Clns1a	chr7	TRUE	FALSE
Nr1d2	chr14	TRUE	FALSE
Yy1	chr12	TRUE	FALSE
Cpt1a	chr19	TRUE	FALSE
Abcb7	chrX	TRUE	FALSE
Ptar1	chr19	TRUE	FALSE
G2e3	chr12	TRUE	FALSE
Dnajc5	chr2	TRUE	FALSE
Wdr33	chr18	TRUE	FALSE
Tmem52	chr4	TRUE	TRUE
Cxcl17	chr7	TRUE	FALSE
Kat7	chr11	TRUE	FALSE
Mef2b	chr8	TRUE	FALSE
Adam18	chr8	TRUE	FALSE
Gm21961	chr15	TRUE	FALSE
Iqschfp	chr3	TRUE	FALSE
Rhof	chr5	TRUE	FALSE
AL646049.1	chrX	TRUE	TRUE
Pam	chr1	TRUE	FALSE
Map2k1	chr9	TRUE	FALSE
Syt12	chr19	TRUE	FALSE
Zfp853	chr5	TRUE	FALSE
Slco1b2	chr6	TRUE	TRUE
Dctn3	chr4	TRUE	FALSE
Spry2	chr14	TRUE	FALSE
Pros1	chr16	TRUE	FALSE
Stim1	chr7	TRUE	FALSE
Zmym2	chr14	TRUE	FALSE
Prkcd	chr14	TRUE	FALSE
Clcn1	chr6	TRUE	FALSE
Rc3h2	chr2	TRUE	FALSE
Erh	chr12	TRUE	FALSE
Pcbp2	chr15	TRUE	FALSE
Zfp654	chr16	TRUE	FALSE
Vat1l	chr8	TRUE	FALSE
Arfip1	chr3	TRUE	FALSE
Psme4	chr11	TRUE	FALSE
Strn3	chr12	TRUE	FALSE
Ccdc85a	chr11	TRUE	FALSE
Zmiz1	chr14	TRUE	FALSE
Tfip11	chr5	TRUE	FALSE
Scamp2	chr9	TRUE	FALSE
Tmem267	chr13	TRUE	FALSE
Dnajc24	chr2	TRUE	FALSE
Galk2	chr2	TRUE	FALSE
Tiparp	chr3	TRUE	FALSE
Col6a1	chr10	TRUE	TRUE
Colgalt1	chr8	TRUE	FALSE
Rufy2	chr10	TRUE	FALSE
Map3k19	chr1	TRUE	TRUE
Acer3	chr7	TRUE	FALSE
Mboat2	chr12	TRUE	FALSE
Mfsd4a	chr1	TRUE	FALSE
Edem1	chr6	TRUE	FALSE
Ly6g6f	chr17	TRUE	FALSE
Mapk8	chr14	TRUE	FALSE
Phyhd1	chr2	TRUE	FALSE
Apol7b	chr15	TRUE	TRUE
Pitpna	chr11	TRUE	FALSE
Naalad2	chr9	TRUE	TRUE
H1f6	chr13	TRUE	FALSE
Mrc1	chr2	TRUE	FALSE
Atp6v1c2	chr12	TRUE	FALSE
Nim1k	chr13	TRUE	FALSE
Tmem229b	chr12	TRUE	FALSE
Ankmy1	chr1	TRUE	FALSE
Odf3l2	chr10	TRUE	FALSE
Lgals3bp	chr11	TRUE	FALSE
Gm37240	chr3	TRUE	FALSE
Rnf219	chr14	TRUE	FALSE
Otulin	chr15	TRUE	FALSE
Lonp2	chr8	TRUE	FALSE
Sema6c	chr3	TRUE	FALSE
Lamtor1	chr7	TRUE	FALSE
Tbr1	chr2	TRUE	FALSE
Tmem38b	chr4	TRUE	FALSE
Pfkm	chr15	TRUE	FALSE
Gm20517	chr17	TRUE	FALSE
Cdkl3	chr11	TRUE	FALSE
Kirrel	chr3	TRUE	FALSE
Krt71	chr15	TRUE	FALSE
Dhh	chr15	TRUE	FALSE
Eif1	chr11	TRUE	FALSE
Pacrg	chr17	TRUE	FALSE
