gene_name	chr	promoter_state_Unmarked_Promoter	mch_hyper
Zfp35	chr18	FALSE	TRUE
Npat	chr9	FALSE	FALSE
Vmn2r32	chr7	TRUE	FALSE
P2rx4	chr5	TRUE	FALSE
Vmn1r5	chr6	TRUE	FALSE
Olfr113	chr17	TRUE	FALSE
Padi4	chr4	TRUE	FALSE
Zfp647	chr15	TRUE	FALSE
Mrps9	chr1	FALSE	FALSE
Eef1a1	chr9	TRUE	TRUE
Arf5	chr6	FALSE	FALSE
F830045P16Rik	chr2	TRUE	TRUE
Gpr52	chr1	TRUE	FALSE
Gprin2	chr14	FALSE	FALSE
Icam4	chr9	FALSE	FALSE
Wfdc3	chr2	TRUE	FALSE
Retsat	chr6	FALSE	FALSE
Armc5	chr7	TRUE	FALSE
Tcf24	chr1	FALSE	FALSE
Cstad	chr2	TRUE	FALSE
Sec14l3	chr11	TRUE	FALSE
Gje1	chr10	TRUE	FALSE
Olfr1369-ps1	chr13	TRUE	FALSE
Olfr1357	chr10	TRUE	FALSE
Zfp112	chr7	TRUE	FALSE
Mtif3	chr5	TRUE	FALSE
Adgrb2	chr4	FALSE	FALSE
Olfr65	chr7	TRUE	FALSE
Olfr53	chr7	TRUE	FALSE
H2bl1	chr13	TRUE	FALSE
Gpc2	chr5	TRUE	FALSE
Lgalsl	chr11	FALSE	FALSE
Olfr1271	chr2	TRUE	FALSE
Dsn1	chr2	TRUE	TRUE
Olfr1380	chr11	TRUE	FALSE
Gm10439	chrX	TRUE	FALSE
Lnp1	chr16	TRUE	FALSE
Cilp	chr9	TRUE	FALSE
Zcchc9	chr13	FALSE	FALSE
Med24	chr11	TRUE	FALSE
Pkia	chr3	FALSE	FALSE
Tmem14a	chr1	FALSE	FALSE
Vmn2r84	chr10	TRUE	FALSE
Spag4	chr2	TRUE	FALSE
Chmp7	chr14	FALSE	FALSE
Tmbim7	chr5	TRUE	FALSE
Olfr1140	chr2	TRUE	FALSE
Olfr127	chr17	TRUE	FALSE
Casp6	chr3	FALSE	FALSE
Gbgt1	chr2	TRUE	FALSE
Batf	chr12	TRUE	FALSE
Bloc1s1	chr10	TRUE	FALSE
Map3k6	chr4	TRUE	FALSE
Iqcf6	chr9	TRUE	FALSE
Zfp280d	chr9	TRUE	FALSE
Alad	chr4	FALSE	FALSE
Ptk2	chr15	FALSE	FALSE
Vps13d	chr4	FALSE	FALSE
Lmf1	chr17	TRUE	FALSE
Gfer	chr17	TRUE	FALSE
Ptrh2	chr11	FALSE	FALSE
Gm3106	chr5	TRUE	FALSE
Galk1	chr11	TRUE	FALSE
Zfp575	chr7	TRUE	FALSE
Gm12790	chr4	TRUE	FALSE
Smndc1	chr19	TRUE	FALSE
Ntn5	chr7	TRUE	FALSE
2410137M14Rik	chr17	FALSE	FALSE
Ccin	chr4	FALSE	FALSE
Olfr1219	chr2	TRUE	FALSE
Pgk2	chr17	TRUE	FALSE
Rimbp3	chr16	FALSE	FALSE
Clstn3	chr6	FALSE	FALSE
Mkln1	chr6	FALSE	FALSE
Zfp830	chr11	TRUE	FALSE
Psmd13	chr7	FALSE	FALSE
Mapkbp1	chr2	FALSE	FALSE
Tmem61	chr4	TRUE	FALSE
Prrt4	chr6	TRUE	FALSE
Zfp954	chr7	TRUE	FALSE
Mrpl21	chr19	TRUE	FALSE
Slc22a17	chr14	FALSE	FALSE
Mettl27	chr5	TRUE	FALSE
Pgap3	chr11	TRUE	FALSE
Atg4d	chr9	TRUE	FALSE
Gpbar1	chr1	TRUE	FALSE
Akip1	chr7	TRUE	TRUE
Aen	chr7	FALSE	FALSE
Mink1	chr11	FALSE	FALSE
Olfr799	chr10	TRUE	FALSE
Gria2	chr3	FALSE	FALSE
Mllt11	chr3	FALSE	FALSE
Papola	chr12	FALSE	FALSE
Siglecf	chr7	TRUE	FALSE
4930579G24Rik	chr3	FALSE	FALSE
Twf1	chr15	FALSE	FALSE
Oaf	chr9	FALSE	FALSE
Cryaa	chr17	FALSE	FALSE
Serp2	chr14	FALSE	FALSE
Flot2	chr11	TRUE	FALSE
Eprs	chr1	FALSE	FALSE
Olfr74	chr2	TRUE	FALSE
Afmid	chr11	FALSE	FALSE
Hsd17b6	chr10	TRUE	FALSE
Il17ra	chr6	FALSE	FALSE
Tmco2	chr4	TRUE	FALSE
Ghdc	chr11	TRUE	FALSE
Flii	chr11	FALSE	FALSE
Smim10l1	chr6	FALSE	FALSE
Gm6614	chr6	TRUE	FALSE
Gatd1	chr7	TRUE	FALSE
Olfr319	chr11	TRUE	FALSE
C1qb	chr4	TRUE	FALSE
Gan	chr8	FALSE	FALSE
Dnajb1	chr8	FALSE	FALSE
Ndufb11	chrX	FALSE	FALSE
Ces1c	chr8	TRUE	FALSE
Rps19bp1	chr15	TRUE	FALSE
Pabpc4l	chr3	TRUE	FALSE
Klk1b4	chr7	TRUE	FALSE
BC030500	chr8	FALSE	FALSE
Dnajc14	chr10	FALSE	FALSE
Cd46	chr1	TRUE	FALSE
Pcdhb6	chr18	TRUE	FALSE
Rpl37a	chr1	FALSE	FALSE
Mpp4	chr1	TRUE	FALSE
Adam22	chr5	FALSE	FALSE
Psg25	chr7	TRUE	FALSE
Mob2	chr7	FALSE	FALSE
Gm8251	chr1	TRUE	FALSE
Gp1bb	chr16	TRUE	FALSE
Ldb1	chr19	FALSE	FALSE
Car15	chr16	TRUE	FALSE
Gm4707	chr17	TRUE	FALSE
1700008P02Rik	chr3	TRUE	FALSE
Hspa5	chr2	FALSE	FALSE
Gm28360	chr1	TRUE	FALSE
Ldlrad2	chr4	TRUE	FALSE
Prl3d1	chr13	TRUE	FALSE
Rdh16f2	chr10	TRUE	FALSE
Itga7	chr10	FALSE	TRUE
Krt71	chr15	FALSE	FALSE
4930568D16Rik	chr2	TRUE	FALSE
Rpn2	chr2	TRUE	FALSE
Etfa	chr9	TRUE	FALSE
Supt4a	chr11	TRUE	FALSE
Kcnk6	chr7	FALSE	FALSE
Dpp9	chr17	TRUE	FALSE
Olfr342	chr2	TRUE	FALSE
Olfr790	chr10	TRUE	FALSE
Mslnl	chr17	TRUE	FALSE
Fam180a	chr6	FALSE	TRUE
Lypd9	chr11	TRUE	FALSE
Msrb1	chr17	TRUE	FALSE
Ddt	chr10	TRUE	FALSE
Tmem156	chr5	TRUE	TRUE
Vmn2r39	chr7	TRUE	FALSE
Sirt7	chr11	TRUE	FALSE
Gm11444	chr11	TRUE	FALSE
Fbxl22	chr9	TRUE	FALSE
Actl9	chr17	TRUE	FALSE
Rph3a	chr5	FALSE	FALSE
Rnase11	chr14	TRUE	FALSE
Pdap1	chr5	TRUE	FALSE
Wdr25	chr12	TRUE	FALSE
Olfr1214	chr2	TRUE	FALSE
Ccdc138	chr10	TRUE	FALSE
Get1	chr16	TRUE	TRUE
Pigyl	chr9	TRUE	FALSE
Olfr450	chr6	TRUE	FALSE
Cygb	chr11	TRUE	FALSE
Gnmt	chr17	TRUE	FALSE
Ms4a15	chr19	TRUE	FALSE
Zfp689	chr7	FALSE	FALSE
Hapln4	chr8	TRUE	FALSE
Ifi211	chr1	TRUE	FALSE
Spata31d1b	chr13	TRUE	FALSE
Olfr477	chr7	TRUE	FALSE
Arl4a	chr12	FALSE	FALSE
Gbp2	chr3	TRUE	FALSE
Btbd3	chr2	FALSE	TRUE
Olig1	chr16	FALSE	FALSE
Pgr15l	chrX	FALSE	FALSE
Myh7	chr14	TRUE	FALSE
Vmn1r198	chr13	TRUE	FALSE
Zfp446	chr7	TRUE	FALSE
Saal1	chr7	TRUE	FALSE
Ldha	chr7	TRUE	FALSE
Abl1	chr2	FALSE	FALSE
Ppp2r2a	chr14	FALSE	FALSE
Fgfr1op2	chr6	FALSE	FALSE
Fbxl15	chr19	FALSE	FALSE
Gm7954	chr14	TRUE	FALSE
Smarca5	chr8	FALSE	FALSE
Ctsb	chr14	FALSE	FALSE
Slc16a14	chr1	FALSE	FALSE
Tnni1	chr1	FALSE	FALSE
Dnttip1	chr2	TRUE	FALSE
Ngb	chr12	FALSE	FALSE
Slc66a2	chr18	FALSE	FALSE
Ergic3	chr2	TRUE	FALSE
Phlda2	chr7	FALSE	FALSE
Ffar3	chr7	FALSE	FALSE
Ilvbl	chr10	FALSE	TRUE
Fzd9	chr5	FALSE	FALSE
8030462N17Rik	chr18	FALSE	FALSE
Kcng4	chr8	FALSE	FALSE
Mxd3	chr13	TRUE	FALSE
Psmb10	chr8	FALSE	FALSE
Araf	chrX	TRUE	FALSE
Nudt10	chrX	FALSE	FALSE
Olfr1462	chr19	TRUE	FALSE
Tmem106c	chr15	FALSE	FALSE
Spag11a	chr8	TRUE	FALSE
Kcne4	chr1	FALSE	FALSE
Mrpl41	chr2	FALSE	FALSE
Nipsnap3b	chr4	FALSE	FALSE
Smad6	chr9	FALSE	FALSE
Gnl1	chr17	FALSE	FALSE
Akap6	chr12	FALSE	FALSE
Rpl9	chr5	FALSE	FALSE
Mstn	chr1	TRUE	TRUE
Esp16	chr17	TRUE	FALSE
Tmem270	chr5	TRUE	FALSE
Atg13	chr2	TRUE	FALSE
Zfp219	chr14	FALSE	FALSE
Snf8	chr11	TRUE	FALSE
Mospd1	chrX	TRUE	FALSE
Clec14a	chr12	FALSE	FALSE
Klk1b21	chr7	TRUE	FALSE
Cd79b	chr11	TRUE	FALSE
Trp73	chr4	FALSE	FALSE
Ube2o	chr11	TRUE	FALSE
5330417C22Rik	chr3	TRUE	FALSE
Dusp7	chr9	FALSE	FALSE
Abi3	chr11	TRUE	FALSE
Zfp691	chr4	TRUE	FALSE
Phb	chr11	TRUE	FALSE
Olfr1315-ps1	chr2	TRUE	FALSE
Ugt8a	chr3	FALSE	FALSE
Urod	chr4	FALSE	FALSE
Tnrc6a	chr7	TRUE	FALSE
Higd1a	chr9	FALSE	FALSE
Vti1b	chr12	FALSE	FALSE
Med10	chr13	TRUE	FALSE
Guca1a	chr17	FALSE	FALSE
Olfr209	chr16	TRUE	FALSE
Rnf122	chr8	FALSE	TRUE
Vmn1r219	chr13	TRUE	FALSE
Gm973	chr1	TRUE	TRUE
4930513O06Rik	chrX	TRUE	FALSE
Lce1a1	chr3	TRUE	FALSE
Mettl6	chr14	FALSE	TRUE
Trh	chr6	FALSE	FALSE
Pabpc2	chr18	TRUE	FALSE
Cd48	chr1	TRUE	FALSE
Olfr960	chr9	TRUE	FALSE
Ncl	chr1	FALSE	FALSE
Dyrk1a	chr16	FALSE	FALSE
Rdh13	chr7	TRUE	FALSE
Zfp944	chr17	FALSE	FALSE
Ubac1	chr2	FALSE	FALSE
Ube2d2b	chr5	TRUE	FALSE
Fbxw20	chr9	TRUE	FALSE
Mad2l1	chr6	FALSE	FALSE
Arhgap35	chr7	FALSE	FALSE
Ephb1	chr9	FALSE	FALSE
Prr22	chr17	TRUE	FALSE
Guk1	chr11	TRUE	FALSE
Stat6	chr10	FALSE	FALSE
Coro7	chr16	FALSE	FALSE
1700016H13Rik	chr5	FALSE	FALSE
Olfr455	chr6	TRUE	FALSE
Zfp763	chr17	TRUE	TRUE
Ncor2	chr5	FALSE	FALSE
AI429214	chr8	TRUE	FALSE
Adamtsl5	chr10	FALSE	FALSE
Fcnb	chr2	TRUE	FALSE
Casp14	chr10	TRUE	FALSE
Bmpr2	chr1	FALSE	FALSE
Pum1	chr4	FALSE	FALSE
Tgif2	chr2	FALSE	FALSE
Rom1	chr19	TRUE	FALSE
Cox6a2	chr7	TRUE	FALSE
Mrpl15	chr1	FALSE	FALSE
Olfr299	chr7	TRUE	FALSE
Slc37a4	chr9	TRUE	FALSE
Cdip1	chr16	FALSE	FALSE
Rnaseh2c	chr19	TRUE	FALSE
Tmem121b	chr6	TRUE	FALSE
Ace2	chrX	TRUE	TRUE
Disp3	chr4	FALSE	FALSE
Nsf	chr11	TRUE	FALSE
Dusp9	chrX	FALSE	FALSE
Zfp51	chr17	TRUE	FALSE
Emsy	chr7	FALSE	FALSE
Armc8	chr9	FALSE	FALSE
Cramp1l	chr17	FALSE	FALSE
Uck1	chr2	TRUE	FALSE
Eif3g	chr9	TRUE	FALSE
Tmcc1	chr6	TRUE	FALSE
H2-Q7	chr17	FALSE	FALSE
L3mbtl1	chr2	FALSE	FALSE
Gm28778	chr1	FALSE	TRUE
BC028528	chr3	FALSE	FALSE
Vmn2r107	chr17	TRUE	FALSE
Gm3512	chr14	FALSE	FALSE
H60c	chr10	TRUE	TRUE
Rnd2	chr11	TRUE	FALSE
Rhbdl2	chr4	TRUE	FALSE
Trmt2a	chr16	FALSE	FALSE
Pdk2	chr11	FALSE	FALSE
Tmem87b	chr2	FALSE	FALSE
Gng8	chr7	TRUE	FALSE
Clec11a	chr7	TRUE	FALSE
Tmem88	chr11	FALSE	FALSE
Dnajb6	chr5	FALSE	FALSE
Triap1	chr5	TRUE	FALSE
Efhd2	chr4	FALSE	FALSE
Gm45713	chr7	TRUE	FALSE
Fbxo10	chr4	FALSE	FALSE
Pcare	chr17	FALSE	FALSE
Medag	chr5	FALSE	FALSE
Spatc1l	chr10	TRUE	FALSE
Rnf26	chr9	TRUE	FALSE
Raet1d	chr10	TRUE	FALSE
Naip5	chr13	TRUE	FALSE
Hacd2	chr16	TRUE	FALSE
Cyth3	chr5	TRUE	FALSE
Pax8	chr2	FALSE	FALSE
Siah3	chr14	FALSE	FALSE
Tmub2	chr11	TRUE	FALSE
Nanos3	chr8	TRUE	FALSE
Cpsf1	chr15	TRUE	FALSE
Cdk15	chr1	TRUE	TRUE
Arf2	chr11	TRUE	FALSE
Terf2	chr8	TRUE	FALSE
Rpe65	chr3	TRUE	FALSE
Rasl12	chr9	TRUE	FALSE
Tchp	chr5	TRUE	FALSE
Ffar2	chr7	TRUE	FALSE
Slc29a3	chr10	TRUE	FALSE
Krtap6-5	chr16	TRUE	FALSE
Clns1a	chr7	TRUE	FALSE
Olfr633	chr7	TRUE	FALSE
Olfr808	chr10	TRUE	FALSE
Rnasek	chr11	TRUE	FALSE
Mms22l	chr4	FALSE	FALSE
Zfp952	chr17	TRUE	FALSE
Nap1l4	chr7	FALSE	FALSE
Cst10	chr2	TRUE	FALSE
Rabggtb	chr3	FALSE	FALSE
Osbpl6	chr2	FALSE	FALSE
Lhx6	chr2	FALSE	FALSE
Olfr609	chr7	TRUE	FALSE
Sec11a	chr7	FALSE	FALSE
Klf3	chr5	FALSE	FALSE
Olfr1511	chr14	TRUE	FALSE
Sec23a	chr12	FALSE	FALSE
A930017K11Rik	chr17	FALSE	FALSE
Gm5861	chr5	TRUE	FALSE
Sccpdh	chr1	TRUE	FALSE
Lypd3	chr7	FALSE	FALSE
Slc10a4	chr5	FALSE	FALSE
Ppp4r4	chr12	TRUE	FALSE
Psmf1	chr2	TRUE	FALSE
Scgb2a2	chr19	TRUE	FALSE
Zbtb40	chr4	TRUE	TRUE
Stoml3	chr3	TRUE	FALSE
Trim30c	chr7	TRUE	FALSE
Jam2	chr16	FALSE	FALSE
H2-T22	chr17	TRUE	FALSE
Srfbp1	chr18	FALSE	FALSE
Bicd2	chr13	FALSE	FALSE
Tmem178b	chr6	FALSE	FALSE
Gm5127	chrX	TRUE	FALSE
Slc35a4	chr18	FALSE	FALSE
Mtfr1	chr3	FALSE	TRUE
Doc2a	chr7	TRUE	FALSE
Nlrp6	chr7	FALSE	FALSE
Tmprss11e	chr5	TRUE	FALSE
Zbtb16	chr9	FALSE	FALSE
Trappc2l	chr8	FALSE	FALSE
Unc13a	chr8	FALSE	FALSE
Scgb1b30	chr7	TRUE	FALSE
Ifnar2	chr16	FALSE	FALSE
Padi1	chr4	TRUE	FALSE
Slc25a38	chr9	TRUE	FALSE
Bub1b	chr2	TRUE	FALSE
Cxcl10	chr5	TRUE	FALSE
Dtd2	chr12	TRUE	TRUE
Rhox4f	chrX	TRUE	FALSE
Olfr1497	chr19	TRUE	FALSE
Ksr2	chr5	TRUE	FALSE
Apoc4	chr7	TRUE	FALSE
Nle1	chr11	TRUE	FALSE
Psg17	chr7	TRUE	FALSE
Sstr2	chr11	FALSE	FALSE
Gdpd5	chr7	FALSE	FALSE
Ythdf1	chr2	TRUE	FALSE
Traf7	chr17	TRUE	FALSE
Fads6	chr11	FALSE	FALSE
Atf2	chr2	FALSE	FALSE
Nxph4	chr10	TRUE	FALSE
Cyp4a10	chr4	TRUE	FALSE
Nxpe2	chr9	TRUE	FALSE
Dok4	chr8	TRUE	FALSE
Syt7	chr19	FALSE	FALSE
Eif2b2	chr12	TRUE	FALSE
Mdm4	chr1	TRUE	FALSE
Clvs1	chr4	FALSE	FALSE
4933405O20Rik	chr7	TRUE	FALSE
Rsph1	chr17	TRUE	FALSE
Rhox3h	chrX	TRUE	FALSE
Hdac11	chr6	FALSE	TRUE
Pomc	chr12	FALSE	FALSE
Atf5	chr7	TRUE	FALSE
Osr2	chr15	FALSE	FALSE
Fbrsl1	chr5	FALSE	FALSE
Trmt10b	chr4	TRUE	FALSE
Lrrc14b	chr13	TRUE	FALSE
Mamdc2	chr19	FALSE	TRUE
Mast3	chr8	FALSE	FALSE
Amd1	chr10	FALSE	FALSE
Bet1l	chr7	FALSE	FALSE
Zfp26	chr9	FALSE	FALSE
Castor1	chr11	FALSE	FALSE
Kbtbd11	chr8	FALSE	FALSE
Ube2w	chr1	FALSE	FALSE
Syt11	chr3	TRUE	FALSE
Trappc1	chr11	TRUE	FALSE
Pex13	chr11	FALSE	FALSE
Syngr3	chr17	TRUE	FALSE
Adamts14	chr10	FALSE	FALSE
Upk3b	chr5	TRUE	FALSE
Arrdc4	chr7	FALSE	TRUE
Gm20547	chr17	TRUE	FALSE
Isg20	chr7	FALSE	FALSE
Mef2b	chr8	FALSE	FALSE
Btnl1	chr17	TRUE	FALSE
Srgn	chr10	TRUE	FALSE
Rfx6	chr10	FALSE	FALSE
Serpina1a	chr12	TRUE	FALSE
Pla2g4b	chr2	TRUE	FALSE
Gm8122	chr14	TRUE	FALSE
Atp7a	chrX	TRUE	FALSE
Vmn1r24	chr6	TRUE	FALSE
Slc6a21	chr7	TRUE	FALSE
Iglon5	chr7	TRUE	FALSE
Fam107b	chr2	TRUE	TRUE
Hsbp1l1	chr18	TRUE	FALSE
Rplp2	chr7	TRUE	FALSE
Kl	chr5	FALSE	FALSE
2410004B18Rik	chr3	FALSE	FALSE
Txn2	chr15	TRUE	FALSE
Cactin	chr10	TRUE	FALSE
Atg4b	chr1	FALSE	FALSE
Olfr987	chr2	TRUE	FALSE
Olfr125	chr17	TRUE	FALSE
Idh3b	chr2	FALSE	FALSE
Ankfy1	chr11	TRUE	FALSE
Albfm1	chr5	TRUE	FALSE
Atp5j2	chr5	TRUE	FALSE
Calm3	chr7	FALSE	FALSE
Rasgrp2	chr19	TRUE	FALSE
Mrpl55	chr11	TRUE	FALSE
Pla2g1b	chr5	TRUE	FALSE
Fam216a	chr5	TRUE	FALSE
Sult4a1	chr15	TRUE	FALSE
Mettl4	chr17	TRUE	FALSE
Trmt13	chr3	TRUE	TRUE
Pias3	chr3	FALSE	FALSE
1700019D03Rik	chr1	TRUE	TRUE
Npc1l1	chr11	TRUE	FALSE
Ago1	chr4	TRUE	FALSE
Cby3	chr11	TRUE	FALSE
Pkn1	chr8	FALSE	FALSE
Lnpk	chr2	FALSE	FALSE
Jhy	chr9	TRUE	FALSE
Olfr680-ps1	chr7	TRUE	FALSE
Mrpl58	chr11	TRUE	FALSE
Casp4	chr9	TRUE	FALSE
Olfr1510	chr14	TRUE	FALSE
A030003K21Rik	chr1	TRUE	FALSE
BC029722	chr2	TRUE	FALSE
Lgi2	chr5	TRUE	FALSE
Eif3j2	chr18	FALSE	FALSE
Ncbp3	chr11	FALSE	FALSE
Olfr338	chr2	TRUE	FALSE
Arl2	chr19	TRUE	FALSE
Cldn6	chr17	FALSE	FALSE
Plpp7	chr2	FALSE	FALSE
Zfp87	chr13	FALSE	FALSE
Klk1b8	chr7	TRUE	FALSE
Psmc3ip	chr11	TRUE	FALSE
Gm7030	chr17	FALSE	FALSE
Olfr504	chr7	TRUE	FALSE
Zp1	chr19	TRUE	FALSE
Wsb2	chr5	TRUE	FALSE
R3hcc1	chr14	FALSE	FALSE
Taar7d	chr10	TRUE	FALSE
E2f1	chr2	TRUE	TRUE
Th	chr7	TRUE	FALSE
Il17rb	chr14	FALSE	FALSE
Gm45015	chrX	TRUE	FALSE
Kif1b	chr4	FALSE	FALSE
Cops3	chr11	TRUE	TRUE
Atp6v1g3	chr1	FALSE	FALSE
Nova2	chr7	TRUE	FALSE
Neurod6	chr6	FALSE	FALSE
Itgb1bp2	chrX	FALSE	FALSE
Gjb2	chr14	FALSE	FALSE
Usp17ld	chr7	TRUE	FALSE
Lrrc10	chr10	TRUE	FALSE
Apoc3	chr9	TRUE	FALSE
Rab23	chr1	TRUE	FALSE
Ivns1abp	chr1	FALSE	FALSE
Slc9a2	chr1	FALSE	FALSE
Arhgef40	chr14	FALSE	FALSE
Gm6377	chrX	TRUE	FALSE
Meikin	chr11	TRUE	FALSE
Denr	chr5	TRUE	FALSE
Grm6	chr11	FALSE	FALSE
Krt35	chr11	FALSE	FALSE
Olfr30	chr11	TRUE	FALSE
Hoxb4	chr11	FALSE	FALSE
1700016C15Rik	chr1	TRUE	FALSE
Scamp2	chr9	TRUE	FALSE
Samd10	chr2	FALSE	FALSE
Mtrf1	chr14	TRUE	FALSE
Sdc4	chr2	FALSE	FALSE
Aar2	chr2	TRUE	FALSE
Tusc2	chr9	TRUE	FALSE
Ly6g2	chr15	TRUE	FALSE
Dmc1	chr15	FALSE	FALSE
Zfp771	chr7	TRUE	FALSE
Krtap3-2	chr11	TRUE	FALSE
Mlc1	chr15	TRUE	FALSE
Decr1	chr4	FALSE	FALSE
Gm47429	chr13	TRUE	FALSE
Orc4	chr2	FALSE	TRUE
Gm44973	chr7	FALSE	FALSE
Sirt2	chr7	FALSE	FALSE
Ccl5	chr11	TRUE	FALSE
Gm136	chr4	TRUE	FALSE
Olfr1042	chr2	TRUE	FALSE
Fam78a	chr2	FALSE	FALSE
Vcpkmt	chr12	FALSE	FALSE
Hcfc1	chrX	FALSE	FALSE
Olfr866	chr9	TRUE	FALSE
Trim34b	chr7	TRUE	FALSE
Mrpl12	chr11	TRUE	FALSE
Cfd	chr10	TRUE	FALSE
Zfp945	chr17	TRUE	FALSE
Gmfg	chr7	TRUE	FALSE
Olfr556	chr7	TRUE	FALSE
Ebf2	chr14	FALSE	FALSE
Clp1	chr2	TRUE	FALSE
Gabrg1	chr5	FALSE	TRUE
Pank3	chr11	FALSE	FALSE
Atf4	chr15	FALSE	FALSE
Clec10a	chr11	TRUE	FALSE
Asic3	chr5	TRUE	FALSE
Cyp4f14	chr17	TRUE	FALSE
Noto	chr6	TRUE	FALSE
Sec14l1	chr11	FALSE	FALSE
Pax3	chr1	FALSE	FALSE
Ssna1	chr2	TRUE	FALSE
Tceal6	chrX	TRUE	FALSE
Vdac3	chr8	FALSE	FALSE
Ric1	chr19	FALSE	FALSE
Slamf6	chr1	TRUE	TRUE
Mmd2	chr5	TRUE	FALSE
Fsip1	chr2	TRUE	FALSE
Ptchd4	chr17	FALSE	TRUE
Cstf2t	chr19	FALSE	FALSE
Rps18	chr17	TRUE	FALSE
Fkbp4	chr6	FALSE	FALSE
Bnip2	chr9	FALSE	FALSE
Capn7	chr14	FALSE	FALSE
Rab5c	chr11	TRUE	FALSE
Klhdc10	chr6	FALSE	FALSE
Trp53bp2	chr1	FALSE	TRUE
Smap2	chr4	FALSE	FALSE
Rpl10a	chr17	TRUE	FALSE
Olfr914	chr9	TRUE	FALSE
Prop1	chr11	FALSE	FALSE
Prr5	chr15	TRUE	FALSE
1700001F09Rik	chr14	TRUE	FALSE
Lmbr1l	chr15	FALSE	FALSE
Zswim1	chr2	TRUE	FALSE
Cfap74	chr4	TRUE	FALSE
Pqlc2	chr4	FALSE	FALSE
Clec18a	chr8	TRUE	FALSE
Sdr9c7	chr10	TRUE	FALSE
9830107B12Rik	chr17	TRUE	FALSE
Kbtbd13	chr9	FALSE	FALSE
Olfm5	chr7	TRUE	FALSE
Cog4	chr8	FALSE	FALSE
Lgals3bp	chr11	TRUE	FALSE
Egr2	chr10	FALSE	FALSE
Cyp4f17	chr17	TRUE	FALSE
Krt28	chr11	TRUE	FALSE
Ism1	chr2	FALSE	FALSE
Vsig2	chr9	TRUE	FALSE
Src	chr2	TRUE	FALSE
Ppa2	chr3	FALSE	FALSE
Psg19	chr7	TRUE	FALSE
Olfr1176	chr2	TRUE	FALSE
Tbx10	chr19	TRUE	FALSE
Zswim9	chr7	FALSE	FALSE
Serpinb3a	chr1	TRUE	FALSE
1110032A03Rik	chr9	TRUE	FALSE
Teddm1b	chr1	TRUE	FALSE
Mtap	chr4	FALSE	FALSE
1300017J02Rik	chr9	TRUE	FALSE
Kpna2	chr11	TRUE	FALSE
Tlr13	chrX	TRUE	FALSE
Olfr1277	chr2	TRUE	FALSE
BC004004	chr17	TRUE	FALSE
Atxn7l3	chr11	TRUE	FALSE
Spag17	chr3	TRUE	TRUE
Kif5a	chr10	FALSE	FALSE
Plcb4	chr2	FALSE	FALSE
Nr3c1	chr18	TRUE	TRUE
Fosl2	chr5	FALSE	FALSE
Emg1	chr6	FALSE	FALSE
Hdgfl2	chr17	TRUE	FALSE
Pla2g2f	chr4	TRUE	FALSE
Defb28	chr2	TRUE	FALSE
Pgam1	chr19	FALSE	FALSE
Car6	chr4	TRUE	FALSE
Itgb5	chr16	FALSE	TRUE
Adnp	chr2	FALSE	FALSE
Luzp1	chr4	TRUE	FALSE
Vps41	chr13	FALSE	FALSE
Enah	chr1	FALSE	FALSE
Prm1	chr16	TRUE	FALSE
Lgals1	chr15	TRUE	FALSE
Dnajc4	chr19	TRUE	FALSE
Tfcp2	chr15	FALSE	FALSE
Rp9	chr9	TRUE	TRUE
Cwc15	chr9	FALSE	FALSE
Fabp5	chr3	FALSE	FALSE
Kctd8	chr5	FALSE	TRUE
Phtf1	chr3	FALSE	FALSE
1700016K19Rik	chr11	TRUE	FALSE
Fam71f1	chr6	TRUE	FALSE
Polr2m	chr9	TRUE	FALSE
Olfr617	chr7	TRUE	FALSE
Tbx3	chr5	FALSE	FALSE
Tnfsf9	chr17	TRUE	FALSE
Prr18	chr17	TRUE	FALSE
Dffb	chr4	FALSE	FALSE
Trub1	chr19	TRUE	FALSE
Itgb7	chr15	TRUE	FALSE
Cbl	chr9	TRUE	FALSE
Cox17	chr16	TRUE	FALSE
Vmn1r39	chr6	TRUE	FALSE
Gm11733	chr11	TRUE	FALSE
Fam120a	chr13	FALSE	FALSE
Ccm2l	chr2	TRUE	FALSE
Ankub1	chr3	TRUE	FALSE
Cstf3	chr2	FALSE	FALSE
Nyx	chrX	TRUE	TRUE
Gnptab	chr10	FALSE	FALSE
Furin	chr7	TRUE	FALSE
Vtn	chr11	FALSE	FALSE
Narf	chr11	FALSE	TRUE
Ssxb3	chrX	TRUE	FALSE
Cyp2t4	chr7	TRUE	FALSE
Zfp120	chr2	FALSE	FALSE
Tmem151a	chr19	TRUE	FALSE
D8Ertd738e	chr8	TRUE	FALSE
Nlgn2	chr11	FALSE	FALSE
Fcrls	chr3	TRUE	FALSE
Ppp1r10	chr17	FALSE	FALSE
Bahd1	chr2	FALSE	FALSE
Prpf40a	chr2	FALSE	FALSE
Ddx17	chr15	FALSE	FALSE
Fzd10	chr5	FALSE	FALSE
Anapc2	chr2	TRUE	FALSE
Ilf3	chr9	FALSE	FALSE
Terb2	chr2	TRUE	TRUE
Btaf1	chr19	TRUE	FALSE
Cyp4a12a	chr4	TRUE	TRUE
Zfp941	chr7	TRUE	FALSE
Ppp1r14b	chr19	TRUE	FALSE
Ube2k	chr5	FALSE	FALSE
Mbd5	chr2	FALSE	FALSE
Dph7	chr2	TRUE	FALSE
