gene_name	chr	is_neuronal_and_mecp2_up	k27ac_remodeled
B3gat1	chr9	FALSE	TRUE
Ppp6r1	chr7	FALSE	FALSE
Btg3	chr16	FALSE	TRUE
Chrm3	chr13	TRUE	TRUE
B3gnt7	chr1	FALSE	TRUE
Rhpn2	chr7	FALSE	FALSE
Hmgn3	chr9	FALSE	FALSE
Tmem131	chr1	FALSE	FALSE
Pcdhga11	chr18	FALSE	TRUE
Iglon5	chr7	FALSE	FALSE
Dab1	chr4	FALSE	FALSE
Fat2	chr11	FALSE	FALSE
Prrc2c	chr1	FALSE	FALSE
Phip	chr9	FALSE	FALSE
Tbc1d15	chr10	FALSE	TRUE
Lmo7	chr14	FALSE	TRUE
Cc2d1b	chr4	FALSE	FALSE
Smarcad1	chr6	FALSE	FALSE
Rcan3	chr4	FALSE	TRUE
Sorbs3	chr14	FALSE	FALSE
Prdm10	chr9	FALSE	FALSE
Rhobtb3	chr13	FALSE	FALSE
Uvssa	chr5	FALSE	FALSE
Ivns1abp	chr1	FALSE	FALSE
Ugcg	chr4	FALSE	TRUE
Add1	chr5	FALSE	TRUE
Phkb	chr8	FALSE	TRUE
Snx18	chr13	FALSE	TRUE
Plscr5	chr9	FALSE	TRUE
Ccnt1	chr15	FALSE	FALSE
Trp53inp2	chr2	FALSE	FALSE
Plekhb2	chr1	FALSE	FALSE
Soga1	chr2	FALSE	FALSE
Klhl18	chr9	FALSE	TRUE
Cebpg	chr7	FALSE	FALSE
Sptssb	chr3	FALSE	TRUE
Rreb1	chr13	FALSE	FALSE
Adam7	chr14	FALSE	FALSE
Galntl6	chr8	FALSE	TRUE
Gdpd1	chr11	FALSE	FALSE
Zc3h4	chr7	FALSE	FALSE
Adnp	chr2	FALSE	FALSE
Pptc7	chr5	FALSE	FALSE
Ccnd3	chr17	FALSE	FALSE
Serinc2	chr4	FALSE	FALSE
Igsf9b	chr9	FALSE	TRUE
Rab18	chr18	FALSE	FALSE
Ptpn23	chr9	FALSE	FALSE
Cul1	chr6	FALSE	TRUE
Zfp174	chr16	FALSE	FALSE
Mospd1	chrX	FALSE	FALSE
Cop1	chr1	FALSE	TRUE
Snx25	chr8	FALSE	FALSE
Mettl6	chr14	FALSE	FALSE
Sacm1l	chr9	FALSE	FALSE
Zbtb44	chr9	FALSE	FALSE
Sez6l2	chr7	FALSE	FALSE
Cpe	chr8	FALSE	FALSE
Fbxo34	chr14	FALSE	FALSE
Plxnd1	chr6	FALSE	TRUE
Snx27	chr3	FALSE	FALSE
Grap2	chr15	FALSE	FALSE
Map4k5	chr12	FALSE	TRUE
Ap3b2	chr7	FALSE	FALSE
Slco4a1	chr2	FALSE	TRUE
Myo5c	chr9	FALSE	TRUE
Hp1bp3	chr4	FALSE	FALSE
Senp6	chr9	FALSE	FALSE
Kras	chr6	FALSE	FALSE
Furin	chr7	FALSE	FALSE
Pi4k2a	chr19	FALSE	FALSE
Dennd6a	chr14	FALSE	FALSE
Atp13a3	chr16	FALSE	FALSE
Bcor	chrX	FALSE	FALSE
Impdh1	chr6	FALSE	TRUE
Zer1	chr2	FALSE	FALSE
Epn3	chr11	FALSE	FALSE
Pgap1	chr1	FALSE	FALSE
Urm1	chr2	FALSE	FALSE
Itpa	chr2	FALSE	FALSE
Acvr1	chr2	FALSE	FALSE
E130114P18Rik	chr4	FALSE	TRUE
Cdk17	chr10	FALSE	FALSE
D6Wsu163e	chr6	FALSE	FALSE
Phf20l1	chr15	FALSE	FALSE
Abcb9	chr5	FALSE	FALSE
Drc7	chr8	FALSE	TRUE
Chst10	chr1	FALSE	FALSE
Psmd11	chr11	FALSE	FALSE
Ubn2	chr6	FALSE	FALSE
Rab7	chr6	FALSE	FALSE
Cpsf6	chr10	FALSE	FALSE
Gpd1l	chr9	FALSE	FALSE
Acsl3	chr1	FALSE	FALSE
Tent4a	chr13	FALSE	FALSE
Ttbk1	chr17	FALSE	TRUE
Bend6	chr1	FALSE	FALSE
Ephx1	chr1	FALSE	FALSE
D930020B18Rik	chr10	FALSE	FALSE
Tnfsfm13	chr11	FALSE	TRUE
Far1	chr7	FALSE	FALSE
Gpat3	chr5	FALSE	TRUE
Cab39	chr1	FALSE	TRUE
Zfp275	chrX	FALSE	FALSE
Pitpnc1	chr11	FALSE	FALSE
Tep1	chr14	FALSE	FALSE
9430038I01Rik	chr7	FALSE	TRUE
Tmod2	chr9	FALSE	FALSE
Prkaca	chr8	FALSE	FALSE
Tjp2	chr19	FALSE	FALSE
Plxnc1	chr10	FALSE	TRUE
Commd3	chr2	FALSE	FALSE
Ncoa7	chr10	FALSE	FALSE
Cplane1	chr15	FALSE	TRUE
Bcar1	chr8	FALSE	TRUE
Gclc	chr9	FALSE	FALSE
Tmem9b	chr7	FALSE	FALSE
A830018L16Rik	chr1	FALSE	TRUE
Slc20a2	chr8	FALSE	FALSE
Myh7b	chr2	FALSE	TRUE
Gpatch8	chr11	FALSE	FALSE
Apoh	chr11	FALSE	FALSE
Fbxl5	chr5	FALSE	FALSE
Ntng2	chr2	FALSE	TRUE
L1cam	chrX	FALSE	FALSE
Sdc2	chr15	FALSE	TRUE
Ube3a	chr7	FALSE	FALSE
Zdhhc2	chr8	FALSE	FALSE
Rac1	chr5	FALSE	TRUE
Coq10b	chr1	FALSE	FALSE
Tmem14a	chr1	FALSE	FALSE
Tns2	chr15	FALSE	FALSE
Fignl2	chr15	FALSE	TRUE
Ctnnal1	chr4	FALSE	FALSE
Gdf9	chr11	FALSE	FALSE
Sfxn4	chr19	FALSE	FALSE
D17H6S53E	chr17	FALSE	FALSE
Dnajb14	chr3	FALSE	FALSE
Golph3	chr15	FALSE	FALSE
Comt	chr16	FALSE	FALSE
Plekhm2	chr4	FALSE	FALSE
Sil1	chr18	FALSE	TRUE
Mtcl1	chr17	FALSE	FALSE
Gpr107	chr2	FALSE	FALSE
Ciao2b	chr8	FALSE	FALSE
Mcur1	chr13	FALSE	FALSE
Crocc	chr4	FALSE	FALSE
A930009A15Rik	chr10	FALSE	TRUE
Efnb2	chr8	FALSE	TRUE
Grn	chr11	FALSE	FALSE
Lrp8	chr4	FALSE	FALSE
1700010I14Rik	chr17	FALSE	FALSE
Pde1c	chr6	FALSE	FALSE
Herc1	chr9	FALSE	FALSE
Cct8	chr16	FALSE	FALSE
Arhgef7	chr8	FALSE	FALSE
Ccdc50	chr16	FALSE	FALSE
Lama3	chr18	FALSE	TRUE
Cnot1	chr8	FALSE	TRUE
Atg2b	chr12	FALSE	FALSE
Scyl3	chr1	FALSE	TRUE
Ppp2r2c	chr5	FALSE	FALSE
Zfp322a	chr13	FALSE	FALSE
Gpbp1	chr13	FALSE	TRUE
Opa1	chr16	FALSE	FALSE
Uqcc2	chr17	FALSE	FALSE
Wnt7a	chr6	FALSE	FALSE
Ankrd13a	chr5	FALSE	FALSE
Nkrf	chrX	FALSE	FALSE
Mark3	chr12	FALSE	TRUE
Rab2b	chr14	FALSE	FALSE
Lrch2	chrX	FALSE	FALSE
4931429L15Rik	chr9	FALSE	FALSE
Lhx2	chr2	FALSE	TRUE
Cmtm4	chr8	FALSE	FALSE
Gabpb2	chr3	FALSE	TRUE
Ifitm10	chr7	FALSE	FALSE
Frem1	chr4	FALSE	FALSE
Prr36	chr8	FALSE	FALSE
Hadha	chr5	FALSE	FALSE
Plin2	chr4	FALSE	TRUE
Faap20	chr4	FALSE	FALSE
Anxa6	chr11	FALSE	TRUE
Mab21l2	chr3	FALSE	TRUE
Cdsn	chr17	FALSE	TRUE
Atg9b	chr5	FALSE	FALSE
Sec24b	chr3	FALSE	FALSE
Asphd2	chr5	FALSE	FALSE
Nxpe3	chr16	FALSE	FALSE
Gls	chr1	FALSE	FALSE
Tspan15	chr10	FALSE	FALSE
Zfp935	chr13	FALSE	TRUE
Prdm8	chr5	FALSE	TRUE
Gcc2	chr10	FALSE	FALSE
4933427D14Rik	chr11	FALSE	TRUE
Irs1	chr1	FALSE	FALSE
Eif4enif1	chr11	FALSE	FALSE
Snx13	chr12	FALSE	FALSE
Mtus1	chr8	FALSE	TRUE
Sv2b	chr7	TRUE	FALSE
Ski	chr4	FALSE	FALSE
Oxa1l	chr14	FALSE	FALSE
Clcn5	chrX	FALSE	FALSE
Dennd6b	chr15	FALSE	FALSE
Edc3	chr9	FALSE	TRUE
Bcl9	chr3	FALSE	FALSE
Camkk2	chr5	FALSE	TRUE
Tmem63c	chr12	FALSE	FALSE
Grid2	chr6	FALSE	FALSE
Stk39	chr2	FALSE	FALSE
Mrps6	chr16	FALSE	FALSE
Pcid2	chr8	FALSE	FALSE
Gem	chr4	FALSE	FALSE
Majin	chr19	FALSE	TRUE
Tarbp1	chr8	FALSE	FALSE
Cep250	chr2	FALSE	FALSE
Pggt1b	chr18	FALSE	FALSE
Serpinb6a	chr13	FALSE	FALSE
Neto2	chr8	FALSE	FALSE
Mroh1	chr15	FALSE	TRUE
Ifngr1	chr10	FALSE	FALSE
Arid1a	chr4	FALSE	FALSE
Rasgef1a	chr6	FALSE	FALSE
Lrrc32	chr7	FALSE	FALSE
Zswim9	chr7	FALSE	TRUE
Rpp40	chr13	FALSE	TRUE
Lamtor3	chr3	FALSE	FALSE
Golph3l	chr3	FALSE	FALSE
Alms1	chr6	FALSE	FALSE
Zfp324	chr7	FALSE	TRUE
Aar2	chr2	FALSE	TRUE
Naa15	chr3	FALSE	FALSE
Tmem190	chr7	FALSE	TRUE
2010109A12Rik	chr5	FALSE	FALSE
Klf15	chr6	FALSE	FALSE
Cep162	chr9	FALSE	FALSE
Pbld2	chr10	FALSE	FALSE
Tmem185a	chrX	FALSE	FALSE
Cutc	chr19	FALSE	FALSE
Fhdc1	chr3	FALSE	TRUE
Pard6g	chr18	FALSE	TRUE
Slco4c1	chr1	FALSE	TRUE
Tpcn2	chr7	FALSE	TRUE
Gcfc2	chr6	FALSE	FALSE
Wdr6	chr9	FALSE	TRUE
Chmp7	chr14	FALSE	FALSE
Dcaf12	chr4	FALSE	FALSE
Chp1	chr2	FALSE	TRUE
Myo1c	chr11	FALSE	FALSE
Sin3b	chr8	FALSE	TRUE
Sntb2	chr8	FALSE	TRUE
Slc36a4	chr9	FALSE	TRUE
Sgo1	chr17	FALSE	TRUE
Ddit3	chr10	FALSE	TRUE
Eme2	chr17	FALSE	FALSE
Tasor2	chr13	FALSE	FALSE
Clip2	chr5	FALSE	FALSE
Noct	chr3	FALSE	FALSE
Pappa	chr4	FALSE	TRUE
Spaca3	chr11	FALSE	TRUE
Galc	chr12	FALSE	FALSE
Ppic	chr18	FALSE	TRUE
Creb1	chr1	FALSE	FALSE
Wdhd1	chr14	FALSE	FALSE
Ss18	chr18	FALSE	FALSE
Plek	chr11	FALSE	FALSE
Actr2	chr11	FALSE	FALSE
Fbxo42	chr4	FALSE	FALSE
Zyg11b	chr4	FALSE	FALSE
Cntn5	chr9	TRUE	TRUE
Rtl4	chrX	FALSE	TRUE
Usp22	chr11	FALSE	FALSE
Fbxo24	chr5	FALSE	FALSE
Gk	chrX	FALSE	FALSE
Lmbr1l	chr15	FALSE	FALSE
Anapc15	chr7	FALSE	FALSE
Tmed10	chr12	FALSE	FALSE
Plppr4	chr3	FALSE	FALSE
Tmem120b	chr5	FALSE	FALSE
Ccdc28a	chr10	FALSE	FALSE
Mfsd14b	chr13	FALSE	FALSE
Sppl3	chr5	FALSE	FALSE
Plekha5	chr6	FALSE	FALSE
Prdm15	chr16	FALSE	FALSE
Agbl2	chr2	FALSE	TRUE
Agt	chr8	FALSE	TRUE
Mmp15	chr8	FALSE	TRUE
Tmem165	chr5	FALSE	FALSE
Mapk13	chr17	FALSE	FALSE
Crnkl1	chr2	FALSE	TRUE
Trim45	chr3	FALSE	FALSE
Ppip5k2	chr1	FALSE	FALSE
Pom121l2	chr13	FALSE	TRUE
Exd2	chr12	FALSE	FALSE
Uchl3	chr14	FALSE	FALSE
Kcns1	chr2	FALSE	FALSE
Far2	chr6	FALSE	TRUE
Tsc22d2	chr3	FALSE	FALSE
Tmem243	chr5	FALSE	FALSE
Mgst2	chr3	FALSE	TRUE
Srsf9	chr5	FALSE	FALSE
Mtdh	chr15	FALSE	FALSE
Dnajc1	chr2	FALSE	FALSE
Zfp3	chr11	FALSE	FALSE
Plppr1	chr4	FALSE	TRUE
Chka	chr19	FALSE	FALSE
Gabpb1	chr2	FALSE	FALSE
Rflna	chr5	FALSE	TRUE
Micall2	chr5	FALSE	FALSE
Impa1	chr3	FALSE	FALSE
Bmp5	chr9	TRUE	TRUE
Cdk6	chr5	FALSE	TRUE
Pcdhga12	chr18	FALSE	TRUE
Wdr47	chr3	FALSE	FALSE
Pde6a	chr18	FALSE	TRUE
Mthfs	chr9	FALSE	FALSE
Zfp410	chr12	FALSE	FALSE
Kcnt1	chr2	FALSE	FALSE
Fbxo45	chr16	FALSE	FALSE
Myo19	chr11	FALSE	FALSE
Eomes	chr9	FALSE	TRUE
1810024B03Rik	chr2	FALSE	FALSE
Tmem242	chr17	FALSE	FALSE
Os9	chr10	FALSE	FALSE
Smg1	chr7	FALSE	FALSE
Abhd6	chr14	FALSE	FALSE
Rmnd5a	chr6	FALSE	FALSE
Fbxo6	chr4	FALSE	FALSE
Zfyve21	chr12	FALSE	FALSE
Ranbp10	chr8	FALSE	FALSE
Slc1a2	chr2	FALSE	FALSE
Slc8a1	chr17	FALSE	TRUE
Irak1	chrX	FALSE	TRUE
Gpr153	chr4	FALSE	TRUE
Dnajc27	chr12	FALSE	FALSE
Gdap2	chr3	FALSE	FALSE
Rap1b	chr10	FALSE	TRUE
Pdcd2l	chr7	FALSE	FALSE
Sp4	chr12	FALSE	FALSE
Atf1	chr15	FALSE	FALSE
Tet1	chr10	FALSE	FALSE
Arid3a	chr10	FALSE	FALSE
Syt9	chr7	FALSE	FALSE
Reep4	chr14	FALSE	FALSE
Macroh2a2	chr10	FALSE	TRUE
Eif4g2	chr7	FALSE	FALSE
Gapvd1	chr2	FALSE	TRUE
H3f3a	chr1	FALSE	FALSE
Hexa	chr9	FALSE	TRUE
Frrs1l	chr4	FALSE	TRUE
Efcab14	chr4	FALSE	FALSE
Fam234b	chr6	FALSE	FALSE
Crat	chr2	FALSE	TRUE
Armc7	chr11	FALSE	TRUE
Rsbn1l	chr5	FALSE	FALSE
Mtmr12	chr15	FALSE	FALSE
Cdkl2	chr5	FALSE	FALSE
Ahdc1	chr4	FALSE	TRUE
Nudt18	chr14	FALSE	FALSE
Trappc12	chr12	FALSE	FALSE
Tagln3	chr16	FALSE	FALSE
Synj1	chr16	FALSE	FALSE
Gprasp1	chrX	FALSE	FALSE
Plxnb3	chrX	FALSE	TRUE
Il1rap	chr16	FALSE	TRUE
Pcnp	chr16	FALSE	FALSE
Glrx3	chr7	FALSE	FALSE
Cd40	chr2	FALSE	FALSE
Mtmr4	chr11	FALSE	FALSE
Ddx17	chr15	FALSE	FALSE
Cipc	chr12	FALSE	TRUE
Metrnl	chr11	FALSE	TRUE
Prkcsh	chr9	FALSE	FALSE
Stard3	chr11	FALSE	FALSE
Gsto2	chr19	FALSE	FALSE
Zfp112	chr7	FALSE	FALSE
Adcy3	chr12	FALSE	FALSE
Cabin1	chr10	FALSE	TRUE
Zfand1	chr3	FALSE	FALSE
Ddx6	chr9	FALSE	FALSE
Aqp6	chr15	FALSE	TRUE
Fbxo33	chr12	FALSE	FALSE
Fgd1	chrX	FALSE	FALSE
Dhps	chr8	FALSE	FALSE
Ppp3cb	chr14	FALSE	TRUE
Rrm2b	chr15	FALSE	FALSE
Rps14	chr18	FALSE	FALSE
Max	chr12	FALSE	TRUE
Eif3h	chr15	FALSE	FALSE
Zfp329	chr7	FALSE	FALSE
Dmbt1	chr7	FALSE	TRUE
Stk10	chr11	FALSE	FALSE
Eya2	chr2	FALSE	TRUE
Tmem151a	chr19	FALSE	FALSE
Lrtm2	chr6	FALSE	FALSE
Sncaip	chr18	FALSE	TRUE
Btbd17	chr11	FALSE	TRUE
Rab30	chr7	FALSE	FALSE
Ell	chr8	FALSE	FALSE
Ccdc93	chr1	FALSE	FALSE
St8sia1	chr6	FALSE	FALSE
Arrdc4	chr7	FALSE	FALSE
Prepl	chr17	FALSE	FALSE
Ttc17	chr2	FALSE	FALSE
Slc22a1	chr17	FALSE	TRUE
Ppm1f	chr16	FALSE	FALSE
Emc1	chr4	FALSE	FALSE
Dhx15	chr5	FALSE	TRUE
Pcdhgb7	chr18	FALSE	TRUE
Galns	chr8	FALSE	TRUE
Hcfc1	chrX	FALSE	FALSE
Col23a1	chr11	FALSE	TRUE
Galnt2	chr8	FALSE	FALSE
Ap3s1	chr18	FALSE	FALSE
Pemt	chr11	FALSE	TRUE
Palld	chr8	FALSE	TRUE
Sucla2	chr14	FALSE	FALSE
Nol10	chr12	FALSE	FALSE
Slco2b1	chr7	FALSE	TRUE
Pdk3	chrX	FALSE	FALSE
Denr	chr5	FALSE	FALSE
Pdk2	chr11	FALSE	FALSE
Spon2	chr5	FALSE	TRUE
Jam3	chr9	FALSE	TRUE
Stum	chr1	FALSE	TRUE
Zfp606	chr7	FALSE	FALSE
Jade2	chr11	FALSE	FALSE
Galnt1	chr18	FALSE	FALSE
Zfp945	chr17	FALSE	FALSE
Xrcc4	chr13	FALSE	FALSE
Adora1	chr1	FALSE	FALSE
Zfp316	chr5	FALSE	FALSE
Ube2d2a	chr18	FALSE	FALSE
Stag1	chr9	FALSE	FALSE
Fam168b	chr1	FALSE	FALSE
Etf1	chr18	FALSE	FALSE
Ppp2r1b	chr9	FALSE	TRUE
Fabp6	chr11	FALSE	TRUE
Dnajc3	chr14	FALSE	FALSE
Thap2	chr10	FALSE	FALSE
Wbp2nl	chr15	FALSE	TRUE
Narf	chr11	FALSE	FALSE
Ikbke	chr1	FALSE	TRUE
Pitrm1	chr13	FALSE	FALSE
Pank2	chr2	FALSE	FALSE
Map3k7	chr4	FALSE	FALSE
Inpp5a	chr7	FALSE	TRUE
Dnajc18	chr18	FALSE	FALSE
Dhfr	chr13	FALSE	FALSE
Patz1	chr11	FALSE	FALSE
Kdelr3	chr15	FALSE	FALSE
Brd3	chr2	FALSE	FALSE
Neurod6	chr6	FALSE	FALSE
Wfs1	chr5	FALSE	TRUE
Usp35	chr7	FALSE	TRUE
D130043K22Rik	chr13	FALSE	TRUE
Tpp2	chr1	FALSE	FALSE
Rab25	chr3	FALSE	TRUE
Myo7a	chr7	FALSE	FALSE
Zc3h7a	chr16	FALSE	FALSE
Psma5	chr3	FALSE	FALSE
Ppp2ca	chr11	FALSE	FALSE
Dok4	chr8	FALSE	TRUE
Zup1	chr10	FALSE	FALSE
Krit1	chr5	FALSE	FALSE
Cryzl1	chr16	FALSE	FALSE
Scaf8	chr17	FALSE	FALSE
Maml1	chr11	FALSE	FALSE
Grm3	chr5	FALSE	TRUE
Supt7l	chr5	FALSE	TRUE
Hmces	chr6	FALSE	FALSE
Rnf208	chr2	FALSE	FALSE
Snx12	chrX	FALSE	FALSE
Yaf2	chr15	FALSE	FALSE
Bmp8b	chr4	FALSE	TRUE
Creb3	chr4	FALSE	FALSE
Tnpo1	chr13	FALSE	FALSE
Ptprm	chr17	FALSE	TRUE
Efna1	chr3	FALSE	TRUE
Rpusd3	chr6	FALSE	FALSE
Ktn1	chr14	FALSE	FALSE
Trmt1l	chr1	FALSE	TRUE
Hdgfl2	chr17	FALSE	FALSE
Nadk2	chr15	FALSE	FALSE
Speer4b	chr5	FALSE	TRUE
Prkci	chr3	FALSE	FALSE
Atg4d	chr9	FALSE	FALSE
Rps6kl1	chr12	FALSE	FALSE
Bach1	chr16	FALSE	FALSE
Gfod2	chr8	FALSE	FALSE
A430005L14Rik	chr4	FALSE	FALSE
Rcc1	chr4	FALSE	FALSE
Mbd3	chr10	FALSE	FALSE
B9d1	chr11	FALSE	FALSE
Fbf1	chr11	FALSE	FALSE
Ric3	chr7	FALSE	FALSE
Rbbp5	chr1	FALSE	FALSE
Mta1	chr12	FALSE	FALSE
Txndc15	chr13	FALSE	FALSE
Cep78	chr19	FALSE	FALSE
Arl6ip6	chr2	FALSE	TRUE
Tfg	chr16	FALSE	FALSE
Spef1	chr2	FALSE	FALSE
Dixdc1	chr9	FALSE	FALSE
Tpd52	chr3	FALSE	TRUE
Lta4h	chr10	FALSE	FALSE
Axin1	chr17	FALSE	FALSE
Fhit	chr14	FALSE	FALSE
Syn1	chrX	FALSE	FALSE
Aff4	chr11	FALSE	FALSE
Slain2	chr5	FALSE	FALSE
Nipal3	chr4	FALSE	TRUE
Kctd17	chr15	FALSE	FALSE
Pcdhgb6	chr18	FALSE	TRUE
Neu4	chr1	FALSE	FALSE
Mrpl17	chr7	FALSE	FALSE
Acsl5	chr19	FALSE	TRUE
Micall1	chr15	FALSE	TRUE
Rc3h1	chr1	FALSE	FALSE
Pcsk1n	chrX	FALSE	FALSE
Carf	chr1	FALSE	FALSE
Rnf128	chrX	FALSE	FALSE
Gopc	chr10	FALSE	FALSE
Rufy3	chr5	FALSE	FALSE
Gucd1	chr10	FALSE	TRUE
Prkar2a	chr9	FALSE	FALSE
Smc6	chr12	FALSE	FALSE
Bckdha	chr7	FALSE	FALSE
Hcn2	chr10	FALSE	FALSE
Dpm2	chr2	FALSE	TRUE
Copg2	chr6	FALSE	TRUE
Asb1	chr1	FALSE	FALSE
Runx2	chr17	FALSE	TRUE
Vps53	chr11	FALSE	TRUE
Prelp	chr1	FALSE	TRUE
Ctps2	chrX	FALSE	FALSE
Ift74	chr4	FALSE	FALSE
Abca4	chr3	FALSE	TRUE
Ntn5	chr7	FALSE	TRUE
Chid1	chr7	FALSE	TRUE
Klhl12	chr1	FALSE	FALSE
4930453N24Rik	chr16	FALSE	FALSE
Kif13a	chr13	FALSE	FALSE
Gabrb1	chr5	FALSE	TRUE
Rbl1	chr2	FALSE	FALSE
Ranbp3l	chr15	FALSE	FALSE
Gnb1l	chr16	FALSE	FALSE
Celf5	chr10	FALSE	TRUE
Ptpn18	chr1	FALSE	TRUE
Hsd17b4	chr18	FALSE	FALSE
Ipo7	chr7	FALSE	FALSE
Fggy	chr4	FALSE	TRUE
Ywhaq	chr12	FALSE	TRUE
Zfp932	chr5	FALSE	FALSE
Gucy2d	chr7	FALSE	FALSE
Hap1	chr11	FALSE	FALSE
Nos1ap	chr1	FALSE	TRUE
Dot1l	chr10	FALSE	FALSE
Triobp	chr15	FALSE	TRUE
Abce1	chr8	FALSE	FALSE
Tmprss5	chr9	FALSE	TRUE
Gatb	chr3	FALSE	TRUE
Zfp120	chr2	FALSE	FALSE
Mad2l1bp	chr17	FALSE	FALSE
Smad4	chr18	FALSE	FALSE
Pck2	chr14	FALSE	FALSE
Ctbp2	chr7	FALSE	TRUE
Dgcr6	chr16	FALSE	FALSE
Rgs7bp	chr13	FALSE	FALSE
Cep57	chr9	FALSE	FALSE
Slc9a1	chr4	FALSE	FALSE
Ncl	chr1	FALSE	FALSE
Cnot3	chr7	FALSE	FALSE
Mknk2	chr10	FALSE	FALSE
Doc2b	chr11	FALSE	TRUE
Rorc	chr3	FALSE	TRUE
Wdr19	chr5	FALSE	TRUE
Slc36a1	chr11	FALSE	FALSE
Bnip2	chr9	FALSE	FALSE
Spon1	chr7	FALSE	TRUE
Sh2d3c	chr2	FALSE	TRUE
Siglech	chr7	FALSE	TRUE
Aco1	chr4	FALSE	FALSE
Nfkb1	chr3	FALSE	FALSE
Ctsa	chr2	FALSE	FALSE
Letm2	chr8	FALSE	FALSE
Bscl2	chr19	FALSE	FALSE
H6pd	chr4	FALSE	FALSE
Ptpn12	chr5	FALSE	FALSE
Lysmd4	chr7	FALSE	FALSE
Mmp9	chr2	FALSE	FALSE
Zbtb25	chr12	FALSE	FALSE
Hdac6	chrX	FALSE	FALSE
Sart3	chr5	FALSE	FALSE
Vav1	chr17	FALSE	TRUE
Prkx	chrX	FALSE	FALSE
Traf4	chr11	FALSE	TRUE
Cemip2	chr19	FALSE	FALSE
Fkbp1a	chr2	FALSE	FALSE
Nceh1	chr3	FALSE	FALSE
Pcdhac2	chr18	FALSE	TRUE
Fam171a2	chr11	FALSE	TRUE
Ppp2r2d	chr7	FALSE	FALSE
Washc4	chr10	FALSE	FALSE
Dtx4	chr19	FALSE	TRUE
Kat6b	chr14	FALSE	FALSE
Xpnpep2	chrX	FALSE	TRUE
Pnpla8	chr12	FALSE	FALSE
Aimp1	chr3	FALSE	FALSE
Eed	chr7	FALSE	FALSE
Nudt4	chr10	FALSE	FALSE
Vti1b	chr12	FALSE	FALSE
Tuba1a	chr15	FALSE	FALSE
Kpna6	chr4	FALSE	FALSE
Zbtb38	chr9	FALSE	FALSE
Sumo2	chr11	FALSE	FALSE
Rnf8	chr17	FALSE	FALSE
Alg5	chr3	FALSE	FALSE
Jrk	chr15	FALSE	FALSE
Eif3e	chr15	FALSE	FALSE
Zfr	chr15	FALSE	FALSE
Carm1	chr9	FALSE	FALSE
Scml4	chr10	FALSE	TRUE
Arfgef1	chr1	FALSE	FALSE
Gmpr	chr13	FALSE	FALSE
Vamp1	chr6	FALSE	FALSE
Crygn	chr5	FALSE	FALSE
Pja2	chr17	FALSE	FALSE
Hid1	chr11	FALSE	FALSE
Cwc25	chr11	FALSE	FALSE
Hacd3	chr9	FALSE	FALSE
Cnot6	chr11	FALSE	TRUE
Cpsf7	chr19	FALSE	TRUE
Pid1	chr1	FALSE	TRUE
St13	chr15	FALSE	FALSE
Fam124a	chr14	FALSE	FALSE
Ip6k3	chr17	FALSE	FALSE
Slc7a6	chr8	FALSE	FALSE
Nectin3	chr16	FALSE	FALSE
Nt5dc3	chr10	FALSE	TRUE
Nup160	chr2	FALSE	TRUE
Grin1	chr2	FALSE	FALSE
Manf	chr9	FALSE	FALSE
Mfsd6	chr1	FALSE	FALSE
Fbxo21	chr5	FALSE	TRUE
Ttc41	chr10	FALSE	FALSE
Map4k2	chr19	FALSE	TRUE
Acvr2b	chr9	FALSE	FALSE
Serinc1	chr10	FALSE	FALSE
Acyp2	chr11	FALSE	TRUE
Bmi1	chr2	FALSE	FALSE
Thumpd3	chr6	FALSE	TRUE
Flcn	chr11	FALSE	FALSE
Socs5	chr17	FALSE	FALSE
Cenpb	chr2	FALSE	FALSE
Wdfy2	chr14	FALSE	TRUE
Snrnp40	chr4	FALSE	TRUE
Eef1d	chr15	FALSE	FALSE
Csf1	chr3	FALSE	FALSE
Rbl2	chr8	FALSE	TRUE
Txnrd2	chr16	FALSE	FALSE
Usf1	chr1	FALSE	TRUE
Tspan7	chrX	TRUE	FALSE
Inka2	chr3	FALSE	TRUE
Pfkfb3	chr2	FALSE	FALSE
Nbeal2	chr9	FALSE	TRUE
Zbtb42	chr12	FALSE	FALSE
Alad	chr4	FALSE	TRUE
Lrrc4b	chr7	FALSE	FALSE
Gabbr1	chr17	FALSE	TRUE
Pus7	chr5	FALSE	FALSE
Kcnq3	chr15	FALSE	TRUE
Fam151b	chr13	FALSE	FALSE
Diaph2	chrX	FALSE	FALSE
Nhsl2	chrX	FALSE	TRUE
Mid2	chrX	FALSE	TRUE
Zkscan17	chr11	FALSE	FALSE
Maea	chr5	FALSE	FALSE
Wdr11	chr7	FALSE	FALSE
Kcna10	chr3	FALSE	FALSE
Dzank1	chr2	FALSE	FALSE
Sv2a	chr3	FALSE	FALSE
Vrk3	chr7	FALSE	FALSE
Tnip1	chr11	FALSE	FALSE
Sbk1	chr7	FALSE	FALSE
Gp5	chr16	FALSE	TRUE
Tollip	chr7	FALSE	FALSE
Kcnh5	chr12	FALSE	TRUE
Hps3	chr3	FALSE	FALSE
Slc6a15	chr10	FALSE	FALSE
Plekhm1	chr11	FALSE	FALSE
Smarcc1	chr9	FALSE	FALSE
Has3	chr8	FALSE	TRUE
Scrn1	chr6	FALSE	FALSE
Hhatl	chr9	FALSE	TRUE
